measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2010-01-01,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0
2010-12-01,0.99,10.0,10.0
2011-01-01,82.636,803.0,803.0
2011-02-01,204.68,1989.0,1989.0
2011-03-01,289.094,2809.0,2809.0
2011-04-01,392.91,3818.0,3818.0
2011-05-01,460.634,4476.0,4476.0
2011-06-01,536.703,5215.0,5215.0
2011-07-01,456.669,4437.0,4437.0
2011-08-01,478.27,4647.0,4647.0
2011-09-01,355.782,3457.0,3457.0
2011-10-01,293.705,2854.0,2854.0
2011-11-01,163.623,1590.0,1590.0
2011-12-01,139.294,1353.0,1353.0
2012-01-01,251.2,2390.0,2390.0
2012-02-01,296.206,2819.0,2819.0
2012-03-01,355.433,3382.0,3382.0
2012-04-01,433.204,4122.0,4122.0
2012-05-01,343.925,3273.0,3273.0
2012-06-01,411.214,3913.0,3913.0
2012-07-01,401.465,3820.0,3820.0
2012-08-01,398.973,3797.0,3797.0
2012-09-01,348.689,3318.0,3318.0
2012-10-01,251.786,2396.0,2396.0
2012-11-01,247.022,2351.0,2351.0
2012-12-01,154.883,1474.0,1474.0
2013-01-01,150.707,1438.0,1438.0
2013-02-01,154.334,1473.0,1473.0
2013-03-01,235.654,2248.0,2248.0
2013-04-01,320.864,3061.0,3061.0
2013-05-01,288.01,2748.0,2748.0
2013-06-01,296.894,2833.0,2833.0
2013-07-01,286.276,2731.0,2731.0
2013-08-01,248.323,2369.0,2369.0
2013-09-01,272.293,2598.0,2598.0
2013-10-01,219.201,2091.0,2091.0
2013-11-01,164.007,1565.0,1565.0
2013-12-01,114.437,1092.0,1092.0
2014-01-01,166.726,1586.0,1586.0
2014-02-01,238.854,2272.0,2272.0
2014-03-01,335.441,3190.0,3190.0
2014-04-01,409.264,3892.0,3892.0
2014-05-01,392.097,3729.0,3729.0
2014-06-01,411.621,3915.0,3915.0
2014-07-01,425.619,4048.0,4048.0
2014-08-01,420.168,3996.0,3996.0
2014-09-01,350.103,3329.0,3329.0
2014-10-01,257.494,2449.0,2449.0
2014-11-01,235.759,2242.0,2242.0
2014-12-01,156.854,1492.0,1492.0
2015-01-01,213.508,1990.0,1990.0
2015-02-01,236.986,2208.0,2208.0
2015-03-01,303.533,2829.0,2829.0
2015-04-01,390.697,3641.0,3641.0
2015-05-01,447.926,4174.0,4174.0
2015-06-01,370.447,3452.0,3452.0
2015-07-01,414.102,3859.0,3859.0
2015-08-01,450.2,4195.0,4195.0
2015-09-01,376.17,3506.0,3506.0
2015-10-01,328.626,3062.0,3062.0
2015-11-01,236.179,2201.0,2201.0
2015-12-01,131.626,1227.0,1227.0
2016-01-01,268.101,2475.0,2475.0
2016-02-01,233.241,2153.0,2153.0
2016-03-01,376.633,3477.0,3477.0
2016-04-01,415.215,3833.0,3833.0
2016-05-01,367.367,3392.0,3392.0
2016-06-01,473.089,4368.0,4368.0
2016-07-01,447.266,4129.0,4129.0
2016-08-01,434.278,4009.0,4009.0
2016-09-01,326.43,3014.0,3014.0
2016-10-01,319.975,2954.0,2954.0
2016-11-01,287.392,2653.0,2653.0
2016-12-01,209.013,1930.0,1930.0
2017-01-01,149.105,1374.0,1374.0
2017-02-01,273.271,2518.0,2518.0
2017-03-01,347.424,3201.0,3201.0
2017-04-01,362.027,3335.0,3335.0
2017-05-01,390.301,3596.0,3596.0
2017-06-01,445.116,4101.0,4101.0
2017-07-01,435.58,4013.0,4013.0
2017-08-01,435.38,4011.0,4011.0
2017-09-01,371.363,3421.0,3421.0
2017-10-01,235.928,2174.0,2174.0
2017-11-01,244.797,2255.0,2255.0
2017-12-01,160.708,1481.0,1481.0
2018-01-01,229.557,2090.0,2090.0
2018-02-01,213.368,1943.0,1943.0
2018-03-01,357.916,3258.0,3258.0
2018-04-01,356.155,3242.0,3242.0
2018-05-01,412.376,3754.0,3754.0
2018-06-01,458.03,4170.0,4170.0
2018-07-01,487.495,4438.0,4438.0
2018-08-01,423.823,3858.0,3858.0
2018-09-01,280.968,2558.0,2558.0
2018-10-01,259.428,2362.0,2362.0
2018-11-01,201.785,1837.0,1837.0
2018-12-01,192.099,1749.0,1749.0
2019-01-01,212.686,1894.0,1894.0
2019-02-01,254.539,2267.0,2267.0
2019-03-01,358.705,3194.0,3194.0
2019-04-01,340.67,3034.0,3034.0
2019-05-01,372.324,3316.0,3316.0
2019-06-01,405.844,3614.0,3614.0
2019-07-01,454.787,4050.0,4050.0
2019-08-01,407.896,3632.0,3632.0
2019-09-01,349.439,3112.0,3112.0
2019-10-01,250.559,2231.0,2231.0
2019-11-01,240.111,2138.0,2138.0
2019-12-01,149.44,1331.0,1331.0
2020-01-01,214.309,1879.0,1879.0
2020-02-01,240.779,2111.0,2111.0
2020-03-01,344.851,3023.0,3023.0
2020-04-01,358.607,3144.0,3144.0
2020-05-01,469.32,4115.0,4115.0
2020-06-01,492.658,4319.0,4319.0
2020-07-01,464.007,4068.0,4068.0
2020-08-01,400.919,3515.0,3515.0
2020-09-01,368.379,3230.0,3230.0
2020-10-01,266.014,2332.0,2332.0
2020-11-01,244.099,2140.0,2140.0
2020-12-01,169.058,1482.0,1482.0
2021-01-01,152.298,1347.0,1347.0
2021-02-01,90.696,802.0,802.0
2021-03-01,297.38,2630.0,2630.0
2021-04-01,293.245,2593.0,2593.0
2021-05-01,331.701,2934.0,2934.0
2021-06-01,330.323,2921.0,2921.0
2021-07-01,317.366,2807.0,2807.0
2021-08-01,277.601,2455.0,2455.0
2021-09-01,250.792,2218.0,2218.0
2021-10-01,200.964,1777.0,1777.0
2021-11-01,173.742,1537.0,1537.0
2021-12-01,155.892,1379.0,1379.0
2022-01-01,191.628,654.0,654.0
2022-02-01,233.93,798.0,798.0
2022-03-01,313.332,1069.0,1069.0
2022-04-01,370.813,1265.0,1265.0
2022-05-01,380.425,1298.0,1298.0
2022-06-01,394.237,1345.0,1345.0
2022-07-01,401.075,1368.0,1368.0
2022-08-01,411.015,1402.0,1402.0
2022-09-01,343.768,1173.0,1173.0
2022-10-01,284.784,972.0,972.0
2022-11-01,226.417,773.0,773.0
2022-12-01,171.576,585.0,585.0
2023-01-01,132.0,450.0,450.0
2023-02-01,227.0,775.0,775.0
2023-03-01,337.0,1150.0,1150.0
2023-04-01,363.0,1239.0,1239.0
2023-05-01,478.0,1631.0,1631.0
2023-06-01,345.0,1177.0,1177.0
2023-07-01,446.0,1522.0,1522.0
2023-08-01,418.0,1426.0,1426.0
2023-09-01,333.0,1136.0,1136.0
2023-10-01,292.0,996.0,996.0
2023-11-01,251.0,856.0,856.0
2023-12-01,151.0,515.0,515.0
2024-01-01,108.0,368.0,368.0
2024-02-01,278.0,949.0,949.0
2024-03-01,373.0,1273.0,1273.0
2024-04-01,368.0,1256.0,1256.0
2024-05-01,425.0,1450.0,1450.0
2024-06-01,487.0,1662.0,1662.0
2024-07-01,455.0,1552.0,1552.0
2024-08-01,415.0,1416.0,1416.0
2024-09-01,370.0,1262.0,1262.0
2024-10-01,399.0,1361.0,1361.0
2024-11-01,262.0,894.0,894.0
2024-12-01,178.0,607.0,607.0
