measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2020-11-01,-15.424,0.0,0.0
2020-12-01,-14.576,0.0,0.0
2024-01-01,-40.0,0.0,0.0
2024-02-01,-49.0,0.0,0.0
2024-03-01,-45.0,0.0,0.0
2024-04-01,-48.0,0.0,0.0
2024-05-01,-48.0,0.0,0.0
2024-06-01,-48.0,0.0,0.0
2024-07-01,-38.0,0.0,0.0
2024-08-01,-42.0,0.0,0.0
2024-09-01,-38.0,0.0,0.0
2024-10-01,-37.0,0.0,0.0
2024-11-01,-31.0,0.0,0.0
2024-12-01,-36.0,0.0,0.0
