measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2010-01-01,61.387,696.0,696.0
2010-02-01,56.673,642.0,642.0
2010-03-01,60.353,683.0,683.0
2010-04-01,50.835,576.0,576.0
2010-05-01,37.027,420.0,420.0
2010-06-01,34.563,391.0,391.0
2010-07-01,57.059000000000005,647.0,647.0
2010-08-01,67.351,763.0,763.0
2010-09-01,62.411,707.0,707.0
2010-10-01,70.066,794.0,794.0
2010-11-01,59.002,668.0,668.0
2010-12-01,55.273,627.0,627.0
2011-01-01,42.811,486.0,486.0
2011-02-01,42.215,480.0,480.0
2011-03-01,33.579,382.0,382.0
2011-04-01,28.612,325.0,325.0
2011-05-01,25.528,291.0,291.0
2011-06-01,28.409,323.0,323.0
2011-07-01,45.547,518.0,518.0
2011-08-01,55.921,636.0,636.0
2011-09-01,56.769,645.0,645.0
2011-10-01,45.466,517.0,517.0
2011-11-01,44.824,510.0,510.0
2011-12-01,58.319,664.0,664.0
2012-01-01,22.232,268.0,268.0
2012-02-01,22.229,268.0,268.0
2012-03-01,21.143,255.0,255.0
2012-04-01,19.589,236.0,236.0
2012-05-01,19.453,235.0,235.0
2012-06-01,20.594,248.0,248.0
2012-07-01,24.356,294.0,294.0
2012-08-01,32.072,387.0,387.0
2012-09-01,29.135,351.0,351.0
2012-10-01,26.96,324.0,324.0
2012-11-01,23.278,281.0,281.0
2012-12-01,21.959,264.0,264.0
2013-01-01,1.778,20.0,20.0
2013-02-01,1.638,17.0,17.0
2013-03-01,1.58,16.0,16.0
2013-04-01,1.359,14.0,14.0
2013-05-01,1.436,15.0,15.0
2013-06-01,1.699,17.0,17.0
2013-07-01,2.155,23.0,23.0
2013-08-01,2.198,23.0,23.0
2013-09-01,2.193,23.0,23.0
2013-10-01,1.902,20.0,20.0
2013-11-01,1.877,20.0,20.0
2013-12-01,2.185,23.0,23.0
2014-01-01,2.119,25.0,25.0
2014-02-01,1.979,22.0,22.0
2014-03-01,1.717,18.0,18.0
2014-04-01,1.633,17.0,17.0
2014-05-01,1.646,18.0,18.0
2014-06-01,1.623,17.0,17.0
2014-07-01,2.296,25.0,25.0
2014-08-01,2.37,26.0,26.0
2014-09-01,2.48,27.0,27.0
2014-10-01,2.446,27.0,27.0
2014-11-01,1.768,19.0,19.0
2014-12-01,1.923,22.0,22.0
2015-01-01,2.365,24.0,24.0
2015-02-01,1.752,18.0,18.0
2015-03-01,2.052,22.0,22.0
2015-04-01,1.97,20.0,20.0
2015-05-01,1.923,19.0,19.0
2015-06-01,2.704,28.0,28.0
2015-07-01,3.05,31.0,31.0
2015-08-01,3.217,33.0,33.0
2015-09-01,3.194,33.0,33.0
2015-10-01,3.077,32.0,32.0
2015-11-01,2.269,24.0,24.0
2015-12-01,2.427,25.0,25.0
2016-01-01,2.038,22.0,22.0
2016-02-01,1.618,18.0,18.0
2016-03-01,1.259,13.0,13.0
2016-04-01,1.204,13.0,13.0
2016-05-01,1.299,14.0,14.0
