measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,67465.0,784043.0,807823.0,28968.0,0.0,0.0
2003-02-01,61326.0,715500.0,737038.0,26332.0,0.0,0.0
2003-03-01,66990.0,780810.0,804010.0,28764.0,0.0,0.0
2003-04-01,64070.0,742776.0,765333.0,27511.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-07-01,64598.0,746689.0,771034.0,27511.0,0.0,0.0
2003-08-01,62578.0,719392.0,743580.0,26870.0,0.0,0.0
2003-09-01,62361.0,716556.0,739465.0,26776.0,0.0,0.0
2003-10-01,64073.0,736950.0,760818.0,27512.0,0.0,0.0
2003-11-01,66096.0,786089.0,786089.0,28381.0,0.0,0.0
2003-12-01,67331.0,776864.0,801659.0,28911.0,0.0,0.0
2004-01-01,57399.695,632702.53,688659.76,22331.502,0.0,0.0
2004-02-01,76111.299,875676.62,913154.48,34238.734,0.0,0.0
2004-03-01,37178.949,402059.85,446058.92,13487.378,0.0,0.0
2004-04-01,32708.385000000002,358385.07,392422.79,12454.183,0.0,0.0
2004-05-01,49080.94,557852.49,588854.49,21217.888,0.0,0.0
2004-06-01,18665.134,186497.94,223937.2,4836.753000000001,0.0,0.0
2004-07-01,90031.104,1018692.22,1080159.02,38341.309,0.0,0.0
2004-08-01,111656.853,1280761.7,1339616.55,49740.737,0.0,0.0
2004-09-01,72184.392,826188.64,866040.94,31929.32,0.0,0.0
2004-10-01,62641.991,702612.65,751554.84,25899.061,0.0,0.0
2004-11-01,64985.387,733950.14,779670.01,27504.718,0.0,0.0
2004-12-01,51879.911,574138.32,622435.48,20471.208,0.0,0.0
2005-01-01,48412.768,549136.7,593290.08,20787.725,0.0,0.0
2005-02-01,42919.177,486823.96,525967.08,18428.859,0.0,0.0
2005-03-01,51216.511,580939.03,627649.48,21991.611,0.0,0.0
2005-04-01,52509.491,595605.04,643494.71,22546.797,0.0,0.0
2005-05-01,42597.765,483178.25,522028.25,18290.849000000002,0.0,0.0
2005-06-01,72471.383,822028.95,888124.26,31118.138,0.0,0.0
2005-07-01,93389.574,1059299.97,1144473.07,40100.099,0.0,0.0
2005-08-01,99847.428,1132550.15,1223612.95,42873.006,0.0,0.0
2005-09-01,66049.99,749192.32,809431.19,28360.887000000002,0.0,0.0
2005-10-01,45677.009,518105.52,559763.84,19613.031000000003,0.0,0.0
2005-11-01,41000.266,465058.13,502451.17,17604.907,0.0,0.0
2005-12-01,44298.108,502464.91,542865.64,19020.951,0.0,0.0
2006-01-01,29933.493000000002,340113.9,367299.09,12926.599,0.0,0.0
2006-02-01,29846.246,339122.57,366228.53,12888.922,0.0,0.0
2006-03-01,32560.643,369964.41,399535.55,14061.117,0.0,0.0
2006-04-01,27375.812,311052.71,335915.04,11822.079,0.0,0.0
2006-05-01,26556.438000000002,301742.73,325860.91,11468.238,0.0,0.0
2006-06-01,33970.805,385987.13,416838.95,14670.088,0.0,0.0
2006-07-01,50873.42,578040.04,624242.58,21969.38,0.0,0.0
2006-08-01,47895.959,544209.17,587707.63,20683.582,0.0,0.0
2006-09-01,33972.607,386007.6,416861.05,14670.866,0.0,0.0
2006-10-01,37887.819,430493.49,464902.7,16361.627,0.0,0.0
2006-11-01,32588.588,370281.94,399878.45,14073.185000000001,0.0,0.0
2006-12-01,31843.671,361817.96,390737.95,13751.498,0.0,0.0
2007-01-01,12268.657,147431.0,157032.0,6509.262000000001,0.0,0.0
2007-02-01,9254.098,110896.0,118446.0,4870.488,0.0,0.0
2007-03-01,3982.3990000000003,50973.0,50973.0,6314.685,0.0,0.0
2007-04-01,1731.967,22169.0,22169.0,6396.287,0.0,0.0
2007-05-01,2726.8630000000003,34902.0,34902.0,6489.853,0.0,0.0
2007-06-01,3693.77,47278.0,47278.0,5642.28,0.0,0.0
2007-07-01,18929.63,199535.0,242288.0,6484.582,0.0,0.0
2007-08-01,21848.704,216979.0,279651.0,5787.335,0.0,0.0
2007-09-01,24192.011,224876.0,309643.0,4449.749,0.0,0.0
2007-10-01,26385.614,246159.0,337720.0,4967.071,0.0,0.0
2007-11-01,17806.476000000002,179072.0,227912.0,5001.453,0.0,0.0
2007-12-01,17333.811999999998,182062.0,221862.0,5854.955,0.0,0.0
2008-01-01,16036.163,199068.0,199068.0,7144.412,0.0,0.0
2008-02-01,12632.918,156822.0,156822.0,5628.203,0.0,0.0
2008-03-01,12782.33,158676.0,158676.0,5694.769,0.0,0.0
2008-04-01,16587.597999999998,205913.0,205913.0,7390.087,0.0,0.0
2008-05-01,2462.371,30567.0,30567.0,1097.0330000000001,0.0,0.0
2008-06-01,691.4490000000001,8583.0,8583.0,308.05400000000003,0.0,0.0
2008-07-01,7279.05,90360.0,90360.0,3242.954,0.0,0.0
2008-08-01,23370.634,290116.0,290116.0,10412.058,0.0,0.0
2008-09-01,22627.046000000002,280885.0,280885.0,10080.775,0.0,0.0
2008-10-01,12002.793,148999.0,148999.0,5347.4710000000005,0.0,0.0
2008-11-01,8940.291000000001,110983.0,110983.0,3983.068,0.0,0.0
2008-12-01,12060.357,149714.0,149714.0,5373.116,0.0,0.0
2009-01-01,12272.045,131914.0,131914.0,5236.231000000001,0.0,0.0
2009-02-01,36150.741,388588.0,388588.0,15424.780999999999,0.0,0.0
