measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-08-01,9.295,133.0,133.0
2021-09-01,7.855,112.0,112.0
2021-10-01,6.646,95.0,95.0
2021-11-01,5.467,78.0,78.0
2021-12-01,5.737,82.0,82.0
2022-01-01,25.452,362.0,362.0
2022-02-01,22.66,323.0,323.0
2022-03-01,18.044,257.0,257.0
2022-04-01,18.81,268.0,268.0
2022-05-01,27.788,396.0,396.0
2022-06-01,33.825,481.0,481.0
2022-07-01,39.86,568.0,568.0
2022-08-01,40.067,570.0,570.0
2022-09-01,33.774,481.0,481.0
2022-10-01,26.103,372.0,372.0
2022-11-01,24.466,348.0,348.0
2022-12-01,27.151,386.0,386.0
2023-01-01,25.299,360.0,360.0
2023-02-01,23.862,340.0,340.0
2023-03-01,23.55,335.0,335.0
2023-04-01,22.744,324.0,324.0
2023-05-01,32.472,462.0,462.0
2023-06-01,37.511,534.0,534.0
2023-07-01,41.138,586.0,586.0
2023-08-01,45.279,644.0,644.0
2023-09-01,38.145,544.0,544.0
2023-10-01,28.156,401.0,401.0
2023-11-01,26.105,372.0,372.0
2023-12-01,27.739,395.0,395.0
2024-01-01,24.366,355.0,355.0
2024-02-01,16.822,245.0,245.0
2024-03-01,19.09,277.0,277.0
2024-04-01,17.936,260.0,260.0
2024-05-01,23.964,349.0,349.0
2024-06-01,27.036,394.0,394.0
2024-07-01,29.224,425.0,425.0
2024-08-01,33.021,480.0,480.0
2024-09-01,27.398,398.0,398.0
2024-10-01,23.733,346.0,346.0
2024-11-01,19.013,277.0,277.0
2024-12-01,20.397,296.0,296.0
