measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2005-01-01,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0
2005-10-01,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0
2007-01-01,9.37,100.0,100.0
2007-02-01,20.101000000000003,218.0,218.0
2007-03-01,3.274,35.0,35.0
2007-04-01,2.322,24.0,24.0
2007-05-01,2.8640000000000003,30.0,30.0
2007-06-01,3.056,35.0,35.0
2007-07-01,2.42,24.0,24.0
2007-08-01,0.21400000000000002,0.0,0.0
2007-09-01,0.778,6.0,6.0
2007-10-01,0.683,6.0,6.0
2007-11-01,2.653,30.0,30.0
2007-12-01,4.266,47.0,47.0
2008-01-01,2.748,30.0,30.0
2008-02-01,3.5130000000000003,41.0,41.0
2008-03-01,1.389,18.0,18.0
2008-04-01,1.5550000000000002,18.0,18.0
2008-05-01,0.643,6.0,6.0
2008-06-01,0.637,6.0,6.0
2008-07-01,0.302,6.0,6.0
2008-08-01,0.368,6.0,6.0
2008-09-01,0.535,6.0,6.0
2008-10-01,0.41400000000000003,6.0,6.0
2008-11-01,1.3840000000000001,18.0,18.0
2008-12-01,3.512,41.0,41.0
2009-01-01,9.617,112.0,112.0
2009-02-01,1.6440000000000001,18.0,18.0
2009-03-01,0.9720000000000001,12.0,12.0
2009-04-01,1.381,18.0,18.0
2009-05-01,0.9670000000000001,12.0,12.0
2009-06-01,0.9430000000000001,12.0,12.0
2009-07-01,0.733,6.0,6.0
2009-08-01,0.924,12.0,12.0
2009-09-01,0.738,6.0,6.0
2009-10-01,1.084,12.0,12.0
2009-11-01,0.533,6.0,6.0
2009-12-01,1.464,18.0,18.0
2010-01-01,3.43,35.0,35.0
2010-02-01,2.177,30.0,30.0
2010-03-01,0.5760000000000001,6.0,6.0
2010-04-01,1.5310000000000001,18.0,18.0
2010-05-01,2.2760000000000002,30.0,30.0
2010-06-01,1.27,18.0,18.0
2010-07-01,1.333,18.0,18.0
2010-08-01,1.681,24.0,24.0
2010-09-01,1.7140000000000002,24.0,24.0
2010-10-01,2.552,30.0,30.0
2010-11-01,1.1660000000000001,12.0,12.0
2010-12-01,1.294,18.0,18.0
2011-01-01,4.634,53.0,53.0
2011-02-01,5.103,65.0,65.0
2011-03-01,8.214,106.0,106.0
2011-04-01,8.175,106.0,106.0
2011-05-01,3.86,47.0,47.0
2011-06-01,2.592,35.0,35.0
2011-07-01,6.249,83.0,83.0
2011-08-01,3.28,41.0,41.0
2011-09-01,4.189,53.0,53.0
2011-10-01,1.304,18.0,18.0
2011-11-01,7.174,94.0,94.0
2011-12-01,45.226,584.0,584.0
2012-01-01,0.446,6.0,6.0
2012-02-01,4.445,47.0,47.0
2012-03-01,1.055,12.0,12.0
2012-04-01,1.109,12.0,12.0
2012-05-01,14.049,153.0,153.0
2012-06-01,7.217,83.0,83.0
2012-07-01,17.555,195.0,195.0
2012-08-01,1.701,18.0,18.0
2012-09-01,1.19,12.0,12.0
2012-10-01,3.754,41.0,41.0
2012-11-01,1.56,18.0,18.0
2012-12-01,0.919,12.0,12.0
2013-01-01,2.452,35.0,35.0
2013-02-01,0.247,0.0,0.0
2013-03-01,0.656,6.0,6.0
2013-04-01,0.707,6.0,6.0
2013-05-01,2.455,29.0,29.0
2013-06-01,1.864,23.0,23.0
2013-07-01,2.14,23.0,23.0
2013-08-01,0.666,6.0,6.0
2013-09-01,5.343,64.0,64.0
2013-10-01,3.296,35.0,35.0
2013-11-01,2.477,29.0,29.0
2013-12-01,6.697,76.0,76.0
2014-01-01,5.144,70.0,70.0
2014-02-01,2.891,29.0,29.0
2014-03-01,5.521,59.0,59.0
2014-04-01,0.781,6.0,6.0
2014-05-01,0.748,6.0,6.0
2014-06-01,0.884,12.0,12.0
2014-07-01,0.705,6.0,6.0
2014-08-01,0.353,6.0,6.0
2014-09-01,0.217,0.0,0.0
2014-10-01,0.598,6.0,6.0
2014-11-01,0.411,6.0,6.0
2014-12-01,0.747,6.0,6.0
2015-01-01,0.822,6.0,6.0
2015-02-01,2.739,35.0,35.0
2015-03-01,4.218,53.0,53.0
2015-04-01,0.574,6.0,6.0
2015-05-01,2.631,35.0,35.0
2015-06-01,1.098,12.0,12.0
2015-07-01,1.154,12.0,12.0
2015-08-01,1.327,18.0,18.0
2015-09-01,1.965,23.0,23.0
2015-10-01,0.974,12.0,12.0
2015-11-01,1.279,18.0,18.0
2015-12-01,1.219,18.0,18.0
2016-01-01,1.999,23.0,23.0
2016-02-01,1.64,18.0,18.0
2016-03-01,0.727,6.0,6.0
2016-04-01,1.32,18.0,18.0
2016-05-01,1.573,18.0,18.0
2016-06-01,3.42,35.0,35.0
2016-07-01,5.183,59.0,59.0
2016-08-01,2.764,29.0,29.0
2016-09-01,0.987,12.0,12.0
2016-10-01,4.578,53.0,53.0
2016-11-01,1.468,18.0,18.0
2016-12-01,4.341,47.0,47.0
2017-01-01,2.509,23.0,23.0
2017-02-01,0.934,12.0,12.0
2017-03-01,0.327,6.0,6.0
2017-04-01,2.316,23.0,23.0
2017-05-01,1.625,18.0,18.0
2017-06-01,6.196,70.0,70.0
2017-07-01,4.213,47.0,47.0
2017-08-01,2.14,23.0,23.0
2017-09-01,1.824,18.0,18.0
2017-10-01,4.02,41.0,41.0
2017-11-01,1.945,23.0,23.0
2017-12-01,0.951,12.0,12.0
2018-01-01,3.998,47.0,47.0
2018-02-01,2.574,29.0,29.0
2018-03-01,2.848,29.0,29.0
2018-04-01,3.807,41.0,41.0
2018-05-01,10.037,105.0,105.0
2018-06-01,15.376,164.0,164.0
2018-07-01,3.349,35.0,35.0
2018-08-01,8.989,94.0,94.0
2018-09-01,7.237,76.0,76.0
2018-10-01,10.198,105.0,105.0
2018-11-01,4.324,47.0,47.0
2018-12-01,2.263,23.0,23.0
2019-01-01,1.625,23.0,23.0
2019-02-01,5.187,64.0,64.0
2019-03-01,1.223,18.0,18.0
2019-04-01,3.988,53.0,53.0
2019-05-01,6.747,88.0,88.0
2019-06-01,3.148,41.0,41.0
2019-07-01,1.815,23.0,23.0
2019-08-01,2.23,29.0,29.0
2019-09-01,4.186,53.0,53.0
2019-10-01,7.268,94.0,94.0
2019-11-01,5.231,64.0,64.0
2019-12-01,3.352,41.0,41.0
2020-01-01,2.247,23.0,23.0
2020-02-01,2.955,35.0,35.0
2020-03-01,0.266,6.0,6.0
2020-04-01,1.221,12.0,12.0
2020-05-01,7.77,94.0,94.0
2020-06-01,5.148,64.0,64.0
2020-07-01,2.152,23.0,23.0
2020-08-01,9.084,111.0,111.0
2020-09-01,2.241,29.0,29.0
2020-10-01,2.758,35.0,35.0
2020-11-01,1.575,18.0,18.0
2020-12-01,5.583,64.0,64.0
2021-01-01,2.504,29.0,29.0
2021-02-01,2.18,23.0,23.0
2021-03-01,0.721,6.0,6.0
2021-04-01,5.101,59.0,59.0
2021-05-01,1.139,12.0,12.0
2021-06-01,4.817,53.0,53.0
2021-07-01,1.509,18.0,18.0
2021-08-01,1.376,18.0,18.0
2021-09-01,1.217,12.0,12.0
2021-10-01,2.704,29.0,29.0
2021-11-01,2.298,23.0,23.0
2021-12-01,3.434,41.0,41.0
2022-01-01,1.493,23.0,23.0
2022-02-01,2.383,23.0,23.0
2022-03-01,2.16,23.0,23.0
2022-04-01,1.172,12.0,12.0
2022-05-01,1.875,18.0,18.0
2022-06-01,3.868,41.0,41.0
2022-07-01,1.477,18.0,18.0
2022-08-01,4.13,47.0,47.0
2022-09-01,6.201,70.0,70.0
2022-10-01,5.347,59.0,59.0
2022-11-01,3.418,35.0,35.0
2022-12-01,3.476,35.0,35.0
2023-01-01,3.591,47.0,47.0
2023-02-01,2.499,23.0,23.0
2023-03-01,2.5,23.0,23.0
2023-04-01,2.904,29.0,29.0
2023-05-01,1.827,18.0,18.0
2023-06-01,4.627,47.0,47.0
2023-07-01,2.736,29.0,29.0
2023-08-01,4.253,47.0,47.0
2023-09-01,1.88,18.0,18.0
2023-10-01,1.974,23.0,23.0
2023-11-01,3.924,41.0,41.0
2023-12-01,1.285,12.0,12.0
2024-01-01,2.716,35.0,35.0
2024-02-01,1.161,12.0,12.0
2024-03-01,1.279,12.0,12.0
2024-04-01,2.186,23.0,23.0
2024-05-01,2.966,35.0,35.0
2024-06-01,1.043,12.0,12.0
2024-07-01,2.788,29.0,29.0
2024-08-01,3.314,35.0,35.0
2024-09-01,1.909,23.0,23.0
2024-10-01,0.93,12.0,12.0
2024-11-01,2.248,23.0,23.0
2024-12-01,2.46,29.0,29.0
