measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2008-09-01,10078.0,48114.0,206712.0
2008-10-01,10531.0,49193.0,216450.0
2008-11-01,9901.0,47540.0,211050.0
2008-12-01,9231.0,44787.0,206460.0
2009-01-01,7502.0,37267.0,155430.0
2009-02-01,9681.0,46609.0,192042.0
2009-03-01,10867.0,51925.0,214506.0
2009-04-01,7972.0,38441.0,161010.0
2009-05-01,10816.0,51737.0,218160.0
2009-06-01,11194.0,53321.0,209862.0
2009-07-01,9735.0,46940.0,198342.0
2009-08-01,10128.0,48697.0,207162.0
2009-09-01,10450.0,50006.0,208278.0
2009-10-01,10882.0,52159.0,217800.0
2009-11-01,10183.0,49028.0,211104.0
2009-12-01,10156.0,49132.0,205092.0
2010-01-01,10288.0,49850.0,209754.0
2010-02-01,9418.0,45509.0,188190.0
2010-03-01,10669.0,51490.0,212400.0
2010-04-01,10270.0,49511.0,204228.0
2010-05-01,9016.0,43573.0,141462.0
2010-06-01,10633.0,51089.0,205362.0
2010-07-01,9632.0,46644.0,184212.0
2010-08-01,10364.0,49919.0,194706.0
2010-09-01,10316.0,49693.0,203328.0
2010-10-01,10832.0,52155.0,211140.0
2010-11-01,10301.0,49728.0,202158.0
2010-12-01,10476.0,50724.0,211374.0
2011-01-01,10634.0,51477.0,212994.0
2011-02-01,9700.0,46888.0,192510.0
2011-03-01,10517.0,50920.0,212130.0
2011-04-01,10447.0,50346.0,201348.0
2011-05-01,7992.0,38937.0,163494.0
2011-06-01,10673.0,51233.0,195642.0
2011-07-01,10833.0,52055.0,203796.0
2011-08-01,10926.0,52438.0,205182.0
2011-09-01,10606.0,50937.0,200304.0
2011-10-01,11053.0,53121.0,209214.0
2011-11-01,10419.0,50246.0,201870.0
2011-12-01,10978.0,52890.0,209232.0
2012-01-01,10630.0,51411.0,211068.0
2012-02-01,9592.0,46544.0,198018.0
2012-03-01,10764.0,51955.0,209826.0
2012-04-01,10462.0,50228.0,201942.0
2012-05-01,10139.0,49158.0,207792.0
2012-06-01,3082.0,16406.0,94482.0
2012-07-01,10899.0,52390.0,208710.0
2012-08-01,10995.0,52834.0,209898.0
2012-09-01,10895.0,52229.0,202374.0
2012-10-01,10648.0,51385.0,212958.0
2012-11-01,10410.0,50250.0,204390.0
2012-12-01,9406.0,45957.0,119922.0
2013-01-01,9819.0,47906.0,210978.0
2013-02-01,8944.0,43639.0,192564.0
2013-03-01,10073.0,49023.0,211482.0
2013-04-01,9207.0,44822.0,191898.0
2013-05-01,7417.0,36327.0,159012.0
2013-06-01,10732.0,51529.0,202896.0
2013-07-01,11130.0,53447.0,210024.0
2013-08-01,10411.0,50280.0,208296.0
2013-09-01,9759.0,47149.0,194418.0
2013-10-01,10550.0,51037.0,212778.0
2013-11-01,10395.0,50172.0,205002.0
2013-12-01,10866.0,52346.0,210060.0
2014-01-01,10860.0,52394.0,211968.0
2014-02-01,8970.0,43369.0,173178.0
2014-03-01,10709.0,51707.0,213174.0
2014-04-01,10138.0,49067.0,207612.0
2014-05-01,10539.0,50889.0,213012.0
2014-06-01,5095.0,25536.0,113526.0
2014-07-01,11195.0,53669.0,209106.0
2014-08-01,11212.0,53690.0,210222.0
2014-09-01,10803.0,51768.0,203472.0
2014-10-01,11130.0,53395.0,212490.0
2014-11-01,10612.0,51076.0,204246.0
2014-12-01,10868.0,52455.0,210222.0
2015-01-01,10458.0,50659.0,211302.0
2015-02-01,9653.0,46635.0,191520.0
2015-03-01,10420.0,50454.0,212724.0
2015-04-01,10020.0,48532.0,205920.0
2015-05-01,11177.0,53621.0,211626.0
2015-06-01,7965.0,38619.0,158760.0
2015-07-01,10961.0,52633.0,203148.0
2015-08-01,11189.0,53647.0,210150.0
2015-09-01,10743.0,51581.0,203004.0
2015-10-01,10883.0,52368.0,211158.0
2015-11-01,10508.0,50707.0,204336.0
2015-12-01,10195.0,49545.0,209106.0
2016-01-01,10215.0,46917.0,207684.0
2016-02-01,9254.0,42576.0,193374.0
2016-03-01,9902.0,45602.0,208548.0
2016-04-01,9779.0,44874.0,202032.0
2016-05-01,7812.0,35978.0,158328.0
2016-06-01,10501.0,47764.0,204552.0
2016-07-01,10422.0,47484.0,203508.0
2016-08-01,10188.0,46485.0,200412.0
2016-09-01,10453.0,47550.0,202806.0
2016-10-01,10242.0,46925.0,210384.0
2016-11-01,9745.0,44742.0,203274.0
2016-12-01,10183.0,46510.0,210924.0
2017-01-01,9199.0,42391.0,194184.0
2017-02-01,9647.0,44064.0,191808.0
2017-03-01,10499.0,48039.0,210204.0
2017-04-01,10418.0,47525.0,202932.0
2017-05-01,8087.0,37314.0,167526.0
2017-06-01,10768.0,48894.0,203166.0
2017-07-01,11031.0,50004.0,205668.0
2017-08-01,10947.0,49675.0,207612.0
2017-09-01,10134.0,46115.0,197136.0
2017-10-01,10523.0,47887.0,205650.0
2017-11-01,10346.0,47266.0,204048.0
2017-12-01,10793.0,49297.0,211788.0
2018-01-01,10186.0,46777.0,210006.0
2018-02-01,9370.0,42975.0,191880.0
2018-03-01,10019.0,46013.0,206838.0
2018-04-01,10283.0,46979.0,206028.0
2018-05-01,8221.0,37775.0,174294.0
2018-06-01,10628.0,48212.0,201798.0
2018-07-01,11159.0,50518.0,208620.0
2018-08-01,11051.0,50050.0,208044.0
2018-09-01,10646.0,48253.0,203238.0
2018-10-01,10846.0,49314.0,209610.0
2018-11-01,10250.0,46757.0,204750.0
2018-12-01,9707.0,44508.0,193824.0
2019-01-01,10269.0,47077.0,208854.0
2019-02-01,9373.0,42901.0,189018.0
2019-03-01,10667.0,48627.0,210276.0
2019-04-01,10380.0,47217.0,204714.0
2019-05-01,10787.0,49059.0,210906.0
2019-06-01,1608.0,9171.0,84150.0
2019-07-01,10645.0,48376.0,201906.0
2019-08-01,11000.0,49881.0,206766.0
2019-09-01,10735.0,48672.0,203040.0
2019-10-01,10881.0,49523.0,213462.0
2019-11-01,10589.0,48159.0,203238.0
2019-12-01,10897.0,49589.0,208674.0
2020-01-01,10574.0,48344.0,213534.0
2020-02-01,9612.0,44101.0,199404.0
2020-03-01,10416.0,47719.0,212472.0
2020-04-01,9703.0,44409.0,190242.0
2020-05-01,7155.0,32932.0,139752.0
2020-06-01,11106.0,50078.0,206622.0
2020-07-01,10918.0,49301.0,204516.0
2020-08-01,11431.0,51480.0,209970.0
2020-09-01,11119.0,50041.0,203166.0
2020-10-01,11466.0,51760.0,212868.0
2020-11-01,10897.0,49318.0,206190.0
2020-12-01,10207.0,46506.0,197676.0
2021-01-01,10610.0,48298.0,210870.0
2021-02-01,9563.0,43538.0,191628.0
2021-03-01,10555.0,48043.0,212094.0
2021-04-01,10418.0,47316.0,205488.0
2021-05-01,6914.0,31234.0,115938.0
2021-06-01,10757.0,48483.0,198324.0
2021-07-01,11329.0,50946.0,199008.0
2021-08-01,11476.0,51546.0,204228.0
2021-09-01,11228.0,50473.0,201060.0
2021-10-01,11220.0,50695.0,208584.0
2021-11-01,9250.0,42144.0,180756.0
2021-12-01,9802.0,44821.0,189648.0
2022-01-01,10552.0,48052.0,204534.0
2022-02-01,9787.0,44479.0,189828.0
2022-03-01,9305.0,42527.0,189738.0
2022-04-01,10138.0,46272.0,201816.0
2022-05-01,7842.0,35682.0,154818.0
2022-06-01,8347.0,37861.0,187452.0
2022-07-01,11220.0,50658.0,209322.0
2022-08-01,10720.0,48623.0,206118.0
2022-09-01,10961.0,49507.0,204516.0
2022-10-01,10389.0,46954.0,197352.0
2022-11-01,9412.0,42864.0,183672.0
2022-12-01,9912.0,45092.0,192042.0
2023-01-01,10206.0,46695.0,200682.0
2023-02-01,9369.0,42909.0,188028.0
2023-03-01,9349.0,42609.0,187686.0
2023-04-01,9917.0,45158.0,196524.0
2023-05-01,11239.0,50752.0,208296.0
2023-06-01,2768.0,13023.0,53820.0
2023-07-01,0.0,0.0,0.0
2023-08-01,9443.0,42675.0,175356.0
2023-09-01,11171.0,50329.0,203148.0
2023-10-01,10777.0,48631.0,198468.0
2023-11-01,10297.0,46629.0,195516.0
2023-12-01,10621.0,48080.0,200736.0
2024-01-01,11029.0,49951.0,208440.0
2024-02-01,10382.0,47049.0,190098.0
2024-03-01,11361.0,51303.0,210330.0
2024-04-01,11051.0,49873.0,200106.0
2024-05-01,10535.0,47591.0,199512.0
2024-06-01,6246.0,28278.0,117054.0
2024-07-01,12471.0,51266.0,197694.0
2024-08-01,11355.0,51328.0,207918.0
2024-09-01,10966.0,49573.0,200142.0
2024-10-01,11307.0,51131.0,205704.0
2024-11-01,10761.0,48820.0,200142.0
2024-12-01,10886.0,49384.0,201636.0
