measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,17983.0,184163.9,184163.9
2003-02-01,9789.0,100249.15,100249.15
2003-03-01,8712.0,89219.59,89219.59
2003-04-01,16238.0,166293.36,166293.36
2003-05-01,10759.0,110182.92,110182.92
2003-06-01,14692.0,150460.77,150460.77
2003-07-01,11565.0,118437.17,118437.17
2003-08-01,12249.0,125442.01,125442.01
2003-09-01,12095.0,123864.9,123864.9
2003-10-01,9835.0,100720.24,100720.24
2003-11-01,6272.0,64231.55,64231.55
2003-12-01,15315.0,156840.92,156840.92
2004-01-01,13392.482,134219.45,134219.45
2004-02-01,12125.468,121521.44,121521.44
2004-03-01,13633.614,136636.08,136636.08
2004-04-01,11384.156,114092.01,114092.01
2004-05-01,13065.654,130943.98,130943.98
2004-06-01,13098.066,131268.82,131268.82
2004-07-01,9793.743,98152.89,98152.89
2004-08-01,8286.821,83050.52,83050.52
2004-09-01,10073.28,100954.41,100954.41
2004-10-01,10230.089,102525.95,102525.95
2004-11-01,11075.813,111001.8,111001.8
2004-12-01,14065.815,140967.6,140967.6
2005-01-01,9581.156,95801.98,95801.98
2005-02-01,8778.868,87779.91,87779.91
2005-03-01,9147.801000000001,91468.86,91468.86
2005-04-01,9141.2,91402.86,91402.86
2005-05-01,12892.873,128915.84,128915.84
2005-06-01,12021.04,120198.38,120198.38
2005-07-01,11174.411,111732.94,111732.94
2005-08-01,9273.205,92722.77,92722.77
2005-09-01,7349.655000000001,73489.2,73489.2
2005-10-01,7931.728,79309.35,79309.35
2005-11-01,8547.389000000001,85465.34,85465.34
2005-12-01,9568.674,95677.17,95677.17
2006-01-01,14709.567,145904.0,145904.0
2006-02-01,12905.286,128008.0,128008.0
2006-03-01,13870.453,137581.0,137581.0
2006-04-01,16745.151,166095.0,166095.0
2006-05-01,18070.251,179239.0,179239.0
2006-06-01,18663.999,185128.0,185128.0
2006-07-01,15250.833,151273.0,151273.0
2006-08-01,12504.997,124037.0,124037.0
2006-09-01,9167.398000000001,90931.0,90931.0
2006-10-01,8670.014000000001,85998.0,85998.0
2006-11-01,10060.057,99786.0,99786.0
2006-12-01,10912.994,108246.0,108246.0
2007-01-01,16562.749,163706.0,163706.0
2007-02-01,12627.51,124810.0,124810.0
2007-03-01,17663.002,174581.0,174581.0
2007-04-01,14526.116,143576.0,143576.0
2007-05-01,15657.999,154764.0,154764.0
2007-06-01,12253.687,121115.0,121115.0
2007-07-01,9655.424,95434.0,95434.0
2007-08-01,7920.936000000001,78291.0,78291.0
2007-09-01,8277.111,81811.0,81811.0
2007-10-01,9274.034,91665.0,91665.0
2007-11-01,10512.135,103902.0,103902.0
2007-12-01,12882.297,127329.0,127329.0
2008-01-01,17325.318,170724.0,170724.0
2008-02-01,14843.535,146268.0,146268.0
2008-03-01,16559.166,163174.0,163174.0
2008-04-01,13082.232,128912.0,128912.0
2008-05-01,19834.884,195453.0,195453.0
2008-06-01,21558.594,212438.0,212438.0
2008-07-01,14262.494,140543.0,140543.0
2008-08-01,9164.935000000001,90311.0,90311.0
2008-09-01,10600.613,104458.0,104458.0
2008-10-01,11203.238,110397.0,110397.0
2008-11-01,13054.465,128639.0,128639.0
2008-12-01,15235.526,150131.0,150131.0
2009-01-01,17890.761,174614.0,174614.0
2009-02-01,12368.87,120720.0,120720.0
2009-03-01,14037.025,137001.0,137001.0
2009-04-01,16447.182,160524.0,160524.0
2009-05-01,17292.075,168771.0,168771.0
2009-06-01,17755.815000000002,173297.0,173297.0
2009-07-01,10247.761,100018.0,100018.0
2009-08-01,7283.857,71090.0,71090.0
2009-09-01,8679.455,84711.0,84711.0
2009-10-01,9745.057,95112.0,95112.0
2009-11-01,11624.191,113452.0,113452.0
2009-12-01,13838.951000000001,135068.0,135068.0
2010-01-01,13388.312,130616.0,130616.0
2010-02-01,12024.206,117308.0,117308.0
2010-03-01,12258.534,119594.0,119594.0
2010-04-01,9984.549,97409.0,97409.0
2010-05-01,13600.962,132691.0,132691.0
2010-06-01,20126.455,196354.0,196354.0
2010-07-01,11750.811,114641.0,114641.0
2010-08-01,7797.0560000000005,76068.0,76068.0
2010-09-01,9518.758,92865.0,92865.0
2010-10-01,11239.408,109652.0,109652.0
2010-11-01,12742.411,124315.0,124315.0
2010-12-01,14969.538,146043.0,146043.0
2011-01-01,15209.676,147777.0,147777.0
2011-02-01,14420.337,140108.0,140108.0
2011-03-01,16630.721,161584.0,161584.0
2011-04-01,14361.107,139533.0,139533.0
2011-05-01,15516.296,150756.0,150756.0
2011-06-01,15924.892,154726.0,154726.0
2011-07-01,14347.044,139396.0,139396.0
2011-08-01,9349.867,90843.0,90843.0
2011-09-01,9804.385,95259.0,95259.0
2011-10-01,9684.408,94094.0,94094.0
2011-11-01,10118.147,98308.0,98308.0
2011-12-01,11207.12,108888.0,108888.0
2012-01-01,9606.206,91413.0,91413.0
2012-02-01,8916.067,84845.0,84845.0
2012-03-01,11962.34,113834.0,113834.0
2012-04-01,11801.42,112302.0,112302.0
2012-05-01,12605.345,119952.0,119952.0
2012-06-01,11107.947,105703.0,105703.0
2012-07-01,11124.874,105864.0,105864.0
2012-08-01,7573.553,72070.0,72070.0
2012-09-01,7153.696,68075.0,68075.0
2012-10-01,6290.885,59864.0,59864.0
2012-11-01,7995.769,76088.0,76088.0
2012-12-01,11010.898,104780.0,104780.0
2013-01-01,14588.185,139186.0,139186.0
2013-02-01,10755.311,102616.0,102616.0
2013-03-01,10838.587,103411.0,103411.0
2013-04-01,12596.539,120184.0,120184.0
2013-05-01,13536.938,129156.0,129156.0
2013-06-01,11610.416,110775.0,110775.0
2013-07-01,9976.471,95186.0,95186.0
2013-08-01,7185.023,68552.0,68552.0
2013-09-01,8166.914,77921.0,77921.0
2013-10-01,9123.651,87049.0,87049.0
2013-11-01,9617.187,91758.0,91758.0
2013-12-01,11046.778,105397.0,105397.0
2014-01-01,8903.404,84671.0,84671.0
2014-02-01,7737.822,73587.0,73587.0
2014-03-01,13829.248,131516.0,131516.0
2014-04-01,10715.312,101903.0,101903.0
2014-05-01,11341.188,107855.0,107855.0
2014-06-01,10410.988,99008.0,99008.0
2014-07-01,8419.085,80065.0,80065.0
2014-08-01,5871.885,55842.0,55842.0
2014-09-01,6106.83,58076.0,58076.0
2014-10-01,6494.163,61759.0,61759.0
2014-11-01,8266.787,78617.0,78617.0
2014-12-01,10808.288,102787.0,102787.0
2015-01-01,9736.137,90731.0,90731.0
2015-02-01,9766.158,91011.0,91011.0
2015-03-01,9693.555,90334.0,90334.0
2015-04-01,6250.124,58245.0,58245.0
2015-05-01,5651.785,52669.0,52669.0
2015-06-01,4557.664,42473.0,42473.0
2015-07-01,3992.376,37205.0,37205.0
2015-08-01,4032.249,37577.0,37577.0
2015-09-01,4930.192,45944.0,45944.0
2015-10-01,4941.051,46046.0,46046.0
2015-11-01,6215.485,57922.0,57922.0
2015-12-01,6931.224,64592.0,64592.0
2016-01-01,8987.175,82970.0,82970.0
2016-02-01,9550.295,88168.0,88168.0
2016-03-01,12087.702,111594.0,111594.0
2016-04-01,10786.437,99580.0,99580.0
2016-05-01,9081.044,83836.0,83836.0
2016-06-01,6836.123,63111.0,63111.0
2016-07-01,5348.924,49381.0,49381.0
2016-08-01,4487.271,41426.0,41426.0
2016-09-01,5458.341,50391.0,50391.0
2016-10-01,6786.594,62654.0,62654.0
2016-11-01,8001.439,73869.0,73869.0
2016-12-01,9088.655,83906.0,83906.0
2017-01-01,14589.077,134409.0,134409.0
2017-02-01,13123.33,120905.0,120905.0
2017-03-01,16782.51,154617.0,154617.0
2017-04-01,16389.687,150998.0,150998.0
2017-05-01,17658.593,162689.0,162689.0
2017-06-01,17081.667,157373.0,157373.0
