measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,64827.0,300388.0,914131.0
2003-02-01,57321.0,243394.0,797764.0
2003-04-01,57443.0,234316.0,823674.0
2003-08-01,56523.0,260413.0,882254.0
2003-09-01,55557.0,249153.0,912439.0
2003-10-01,57158.0,252998.0,927834.0
2003-11-01,51579.0,234191.0,767606.0
2004-01-01,58533.512,269843.86,940894.6
2004-02-01,51484.428,237347.05,827584.39
2004-03-01,48144.344,221949.02,773894.34
2004-04-01,56028.776,258296.84,900632.34
2004-05-01,55898.285,257695.26,898534.75
2004-06-01,56692.775,261357.92,911305.75
2004-07-01,53988.151,248889.4,867830.38
2004-08-01,57126.422,263357.07,918276.4
2004-09-01,55829.371,257377.56,897427.0
2004-10-01,58408.319,269266.71,938882.2
2004-11-01,53773.823000000004,247901.33,864385.17
2004-12-01,53825.835,248141.11,865221.24
2005-01-01,42990.183,198187.95,634139.0
2005-02-01,38803.123999999996,178885.3,572376.59
2005-03-01,41876.432,193053.47,617710.3
2005-04-01,42077.553,193980.66,620676.99
2005-05-01,46214.026,213050.1,681693.22
2005-06-01,59359.225,273650.46,875595.25
2005-07-01,76010.594,350414.5,1121216.01
2005-08-01,78771.169,363140.96,1161936.67
2005-09-01,59410.277,273885.81,876348.28
2005-10-01,46113.854,212588.31,680215.6
2005-11-01,41144.566,189679.52,606914.7
2005-12-01,46944.738,216418.74,692471.8
2006-01-01,47408.299,218555.8,728375.3
2006-02-01,41798.696,192695.11,642190.05
2006-03-01,46297.711,213435.9,711312.37
2006-04-01,44112.545,203362.12,677739.75
2006-05-01,51416.81,237035.33,789961.56
2006-06-01,54499.339,251246.02,837321.17
2006-07-01,61363.851,282891.93,942786.7
2006-08-01,63392.593,292244.58,973956.04
2006-09-01,51616.566,237956.22,793030.6
2006-10-01,54108.99,249446.48,831323.9
2006-11-01,45706.746,210711.5,702232.85
2006-12-01,51255.114,236289.9,787477.3
2007-01-01,44209.05,203205.0,530375.0
2007-02-01,39721.394,182578.0,476537.0
2007-03-01,45676.882,209952.0,547985.0
2007-04-01,45547.592000000004,209357.0,546434.0
2007-05-01,51669.293,237495.0,619877.0
2007-06-01,56891.349,261498.0,682525.0
2007-07-01,58664.022,269646.0,703792.0
2007-08-01,75918.874,348958.0,910798.0
2007-09-01,57265.185,263217.0,687011.0
2007-10-01,56039.972,257585.0,672312.0
2007-11-01,42065.86,193353.0,504664.0
