measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2021-07-01,0.0,0.0,0.0,405.706,3588.0,3588.0
2021-08-01,0.0,0.0,0.0,408.951,3617.0,3617.0
2021-09-01,0.0,0.0,0.0,380.06,3361.0,3361.0
2021-10-01,0.0,0.0,0.0,280.874,2484.0,2484.0
2021-11-01,0.0,0.0,0.0,277.784,2457.0,2457.0
2021-12-01,-5.0,0.0,0.0,148.625,1314.0,1314.0
2022-01-01,3.476,0.0,0.0,502.462,1714.0,1714.0
2022-02-01,2.883,0.0,0.0,330.666,1128.0,1128.0
2022-03-01,2.981,0.0,0.0,493.498,1684.0,1684.0
2022-04-01,3.568,0.0,0.0,602.955,2057.0,2057.0
2022-05-01,3.569,0.0,0.0,678.637,2316.0,2316.0
2022-06-01,3.626,0.0,0.0,682.599,2329.0,2329.0
2022-07-01,3.473,0.0,0.0,753.486,2571.0,2571.0
2022-08-01,3.403,0.0,0.0,664.669,2268.0,2268.0
2022-09-01,3.468,0.0,0.0,551.041,1880.0,1880.0
2022-10-01,3.577,0.0,0.0,436.788,1490.0,1490.0
2022-11-01,3.45,0.0,0.0,360.272,1229.0,1229.0
2022-12-01,3.526,0.0,0.0,233.927,798.0,798.0
2023-01-01,-7.0,0.0,0.0,290.0,989.0,989.0
2023-02-01,-8.0,0.0,0.0,545.0,1860.0,1860.0
2023-03-01,-11.0,0.0,0.0,864.0,2948.0,2948.0
2023-04-01,-10.0,0.0,0.0,914.0,3119.0,3119.0
2023-05-01,-11.0,0.0,0.0,1108.0,3780.0,3780.0
2023-06-01,-11.0,0.0,0.0,907.0,3095.0,3095.0
2023-07-01,-11.0,0.0,0.0,979.0,3340.0,3340.0
2023-08-01,-7.0,0.0,0.0,921.0,3142.0,3142.0
2023-09-01,-9.0,0.0,0.0,743.0,2535.0,2535.0
2023-10-01,-10.0,0.0,0.0,687.0,2344.0,2344.0
2023-11-01,-5.0,0.0,0.0,482.0,1645.0,1645.0
2023-12-01,-5.0,0.0,0.0,365.0,1245.0,1245.0
2024-01-01,-1.0,0.0,0.0,208.0,710.0,710.0
2024-02-01,-3.0,0.0,0.0,756.0,2579.0,2579.0
2024-03-01,-8.0,0.0,0.0,796.0,2716.0,2716.0
2024-04-01,-7.0,0.0,0.0,791.0,2699.0,2699.0
2024-05-01,-7.0,0.0,0.0,945.0,3224.0,3224.0
2024-06-01,-5.0,0.0,0.0,886.0,3023.0,3023.0
2024-07-01,-4.0,0.0,0.0,698.0,2382.0,2382.0
2024-08-01,-4.0,0.0,0.0,659.0,2249.0,2249.0
2024-09-01,-4.0,0.0,0.0,605.0,2064.0,2064.0
2024-10-01,-2.0,0.0,0.0,738.0,2518.0,2518.0
2024-11-01,-6.0,0.0,0.0,496.0,1692.0,1692.0
2024-12-01,-2.0,0.0,0.0,403.0,1375.0,1375.0
