measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,19546.907,126378.0,204903.0
2003-02-01,14201.877,72239.0,151335.0
2003-03-01,17673.361,96997.0,190422.0
2003-05-01,17072.213,98070.0,182637.0
2003-06-01,18278.35,129676.0,186417.0
2003-07-01,20695.425,136419.0,197019.0
2003-08-01,19772.577,136798.0,200295.0
2003-09-01,19124.375,138281.0,198783.0
2003-10-01,18247.621,125422.0,197073.0
2003-11-01,14170.187,120897.0,152874.0
2003-12-01,13092.73,78332.0,146268.0
2004-01-01,17668.56,98710.97,181872.0
2004-02-01,14143.297999999999,79015.99,153720.0
2004-03-01,11695.494,65340.56,133128.0
2004-04-01,13320.321,74418.17,142461.0
2004-05-01,19356.767,108142.67,198477.0
2004-06-01,18973.607,106002.03,195093.0
2004-07-01,18831.483,105208.01,195390.0
2004-08-01,18743.135000000002,104714.43,197694.0
2004-09-01,17245.067,96345.0,177237.0
2004-10-01,17981.618000000002,100459.97,189558.0
2004-11-01,11023.284,61585.04,127656.0
2004-12-01,10487.436,58591.36,123093.0
2005-01-01,14397.778,80437.72,338580.0
2005-02-01,15725.873,87857.54,340650.0
2005-03-01,13080.246,73076.91,299034.0
2005-04-01,10546.015,58918.63,250614.0
2005-05-01,18161.194,101463.23,386946.0
2005-06-01,19073.479,106559.99,400914.0
2005-07-01,17740.582000000002,99113.35,372672.0
2005-08-01,18088.211,101055.48,380628.0
2005-09-01,18969.766,105980.57,397458.0
2005-10-01,15322.547,85604.23,326988.0
2005-11-01,11196.138,62550.75,250470.0
2005-12-01,13290.552,74251.85,301086.0
2006-01-01,14570.632000000001,81403.42,318006.0
2006-02-01,14266.217,79702.71,335448.0
2006-03-01,10449.985,58382.13,268056.0
2006-04-01,11313.294,63205.28,271062.0
2006-05-01,12715.332,71038.21,288936.0
2006-06-01,16058.137,89713.84,355230.0
2006-07-01,18111.258,101184.24,386604.0
2006-08-01,18536.671000000002,103560.95,417582.0
2006-09-01,16502.756,92197.84,372834.0
2006-10-01,16650.642,93024.05,385668.0
2006-11-01,11019.443,61563.58,256014.0
2006-12-01,16412.487,91693.53,376182.0
2007-01-01,15533.813,86778.0,367632.0
2007-02-01,5742.594,32076.0,156402.0
2007-03-01,13057.199,72954.0,323442.0
2007-04-01,17679.123,98766.0,425196.0
2007-05-01,15582.788,87066.0,373770.0
2007-06-01,15060.385,84132.0,363294.0
2007-07-01,18641.344,104148.0,422532.0
2007-08-01,19547.867,109206.0,439074.0
2007-09-01,18414.713,102888.0,413874.0
2007-10-01,18181.36,101574.0,429426.0
2007-11-01,15287.976,85410.0,373176.0
2007-12-01,14189.392,79272.0,352728.0
2008-01-01,15972.67,89236.0,378810.0
2008-02-01,15120.884,84478.0,364842.0
2008-03-01,17173.045,95943.0,401742.0
2008-04-01,16958.898,94746.0,393516.0
2008-05-01,13690.037,76484.0,316908.0
2008-06-01,17797.24,99430.0,368820.0
2008-07-01,18311.001,102300.0,380718.0
2008-08-01,18454.085,103100.0,378900.0
