measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2022-01-01,9.462,136.0,136.0
2022-02-01,1.068,12.0,12.0
2022-03-01,0.076,0.0,0.0
2022-04-01,0.047,0.0,0.0
2022-05-01,0.138,0.0,0.0
2022-06-01,0.017,0.0,0.0
2022-07-01,0.023,0.0,0.0
2022-08-01,0.015,0.0,0.0
2022-09-01,0.024,0.0,0.0
2022-10-01,0.057,0.0,0.0
2022-11-01,0.175,0.0,0.0
2022-12-01,5.898,81.0,81.0
2023-01-01,1.772,25.0,25.0
2023-02-01,39.902,366.0,366.0
2023-03-01,1.389,12.0,12.0
2023-04-01,0.654,6.0,6.0
2023-05-01,1.264,12.0,12.0
2023-06-01,0.197,0.0,0.0
2023-07-01,0.253,0.0,0.0
2023-08-01,0.294,0.0,0.0
2023-09-01,0.561,6.0,6.0
2023-10-01,0.987,6.0,6.0
2023-11-01,0.472,6.0,6.0
2023-12-01,0.255,0.0,0.0
2024-01-01,2.437,31.0,31.0
2024-02-01,0.115,0.0,0.0
2024-03-01,0.726,6.0,6.0
2024-04-01,0.175,0.0,0.0
2024-05-01,0.088,0.0,0.0
2024-06-01,0.071,0.0,0.0
2024-07-01,0.142,0.0,0.0
2024-08-01,0.094,0.0,0.0
2024-09-01,0.088,0.0,0.0
2024-10-01,0.16,0.0,0.0
2024-11-01,0.224,0.0,0.0
2024-12-01,1.68,19.0,19.0
