measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2022-04-01,696.974,7170.0,7170.0
2022-05-01,703.422,7238.0,7238.0
2022-06-01,752.064,7738.0,7738.0
2022-07-01,787.964,8108.0,8108.0
2022-08-01,761.94,7840.0,7840.0
2022-09-01,624.776,6429.0,6429.0
2022-10-01,808.09,8315.0,8315.0
2022-11-01,720.399,7412.0,7412.0
2022-12-01,808.371,8318.0,8318.0
2023-01-01,615.383,6270.0,6270.0
2023-02-01,579.269,5902.0,5902.0
2023-03-01,612.276,6239.0,6239.0
2023-04-01,475.303,4843.0,4843.0
2023-05-01,541.824,5521.0,5521.0
2023-06-01,711.831,7253.0,7253.0
2023-07-01,719.603,7333.0,7333.0
2023-08-01,619.311,6310.0,6310.0
2023-09-01,552.926,5634.0,5634.0
2023-10-01,521.527,5314.0,5314.0
2023-11-01,557.374,5679.0,5679.0
2023-12-01,611.373,6230.0,6230.0
2024-01-01,590.689,6958.0,6958.0
2024-02-01,584.322,6882.0,6882.0
2024-03-01,588.545,6932.0,6932.0
2024-04-01,489.513,5765.0,5765.0
2024-05-01,572.15,6739.0,6739.0
2024-06-01,601.654,7086.0,7086.0
2024-07-01,703.707,8288.0,8288.0
2024-08-01,672.062,7915.0,7915.0
2024-09-01,535.869,6311.0,6311.0
2024-10-01,662.799,7806.0,7806.0
2024-11-01,540.118,6361.0,6361.0
2024-12-01,613.572,7227.0,7227.0
