measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2018-09-01,-0.61,0.0,0.0
2018-10-01,-0.774,0.0,0.0
2018-11-01,-0.791,0.0,0.0
2018-12-01,-0.825,0.0,0.0
2019-01-01,-2.278,0.0,0.0
2019-02-01,-2.106,0.0,0.0
2019-03-01,-2.105,0.0,0.0
2019-04-01,-1.734,0.0,0.0
2019-05-01,-1.94,0.0,0.0
2019-06-01,-1.98,0.0,0.0
2019-07-01,-2.2,0.0,0.0
2019-08-01,-2.013,0.0,0.0
2019-09-01,-1.907,0.0,0.0
2019-10-01,-1.34,0.0,0.0
2019-11-01,-2.171,0.0,0.0
2019-12-01,-2.226,0.0,0.0
2020-01-01,-6.314,0.0,0.0
2020-02-01,-5.702,0.0,0.0
2020-03-01,-6.093,0.0,0.0
2020-04-01,-6.265,0.0,0.0
2020-05-01,-6.729,0.0,0.0
2020-06-01,-6.248,0.0,0.0
2020-07-01,-6.705,0.0,0.0
2020-08-01,-7.109,0.0,0.0
2020-09-01,-6.501,0.0,0.0
2020-10-01,-6.899,0.0,0.0
2020-11-01,-6.789,0.0,0.0
2020-12-01,-7.646,0.0,0.0
2021-01-01,-7.62,0.0,0.0
2021-02-01,-6.967,0.0,0.0
2021-03-01,-6.625,0.0,0.0
2021-04-01,-6.098,0.0,0.0
2021-05-01,-6.73,0.0,0.0
2021-06-01,-6.518,0.0,0.0
2021-07-01,-7.057,0.0,0.0
2021-08-01,-6.931,0.0,0.0
2021-09-01,-6.463,0.0,0.0
2021-10-01,-5.329,0.0,0.0
2021-11-01,-7.15,0.0,0.0
2021-12-01,-8.512,0.0,0.0
2022-01-01,-3.128,0.0,0.0
2022-02-01,-2.722,0.0,0.0
2022-03-01,-2.846,0.0,0.0
2022-04-01,-2.41,0.0,0.0
2022-05-01,-2.933,0.0,0.0
2022-06-01,-4.276,0.0,0.0
2022-07-01,-3.217,0.0,0.0
2022-08-01,-3.164,0.0,0.0
2022-09-01,-2.883,0.0,0.0
2022-10-01,-3.301,0.0,0.0
2022-11-01,-3.525,0.0,0.0
2022-12-01,-3.595,0.0,0.0
2023-01-01,-6.0,0.0,0.0
2023-02-01,-5.0,0.0,0.0
2023-03-01,-7.0,0.0,0.0
2023-04-01,-7.0,0.0,0.0
2023-05-01,-8.0,0.0,0.0
2023-06-01,-7.0,0.0,0.0
2023-07-01,-4.0,0.0,0.0
2023-08-01,-7.0,0.0,0.0
2023-09-01,-9.0,0.0,0.0
2023-10-01,-9.0,0.0,0.0
2023-11-01,-8.0,0.0,0.0
2023-12-01,-7.0,0.0,0.0
2024-01-01,-8.0,0.0,0.0
2024-02-01,-9.0,0.0,0.0
2024-03-01,-5.0,0.0,0.0
2024-04-01,-4.0,0.0,0.0
2024-05-01,-6.0,0.0,0.0
2024-06-01,-5.0,0.0,0.0
2024-07-01,-3.0,0.0,0.0
2024-08-01,-5.0,0.0,0.0
2024-09-01,-7.0,0.0,0.0
2024-10-01,-9.0,0.0,0.0
2024-11-01,-6.0,0.0,0.0
2024-12-01,-6.0,0.0,0.0
