measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,8529.0,87345.49,87345.49
2003-02-01,8246.0,84447.29,84447.29
2003-03-01,9291.0,95149.13,95149.13
2003-04-01,9004.0,92209.96,92209.96
2003-05-01,9337.0,95620.22,95620.22
2003-06-01,5508.0,56407.43,56407.43
2003-07-01,0.0,0.0,0.0
2003-08-01,0.0,0.0,0.0
2003-09-01,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0
2004-01-01,2570.0,25756.54,25756.54
2004-02-01,2326.862,23319.81,23319.81
2004-03-01,2616.273,26220.29,26220.29
2004-04-01,2184.605,21894.11,21894.11
2004-05-01,2507.282,25127.98,25127.98
2004-06-01,2513.502,25190.32,25190.32
2004-07-01,1879.4070000000002,18835.42,18835.42
2004-08-01,1590.23,15937.29,15937.29
2004-09-01,1933.05,19373.03,19373.03
2004-10-01,1963.141,19674.6,19674.6
2004-11-01,2125.435,21301.11,21301.11
2004-12-01,2699.212,27051.5,27051.5
2005-01-01,7062.085,70613.78,70613.78
2005-02-01,6470.734,64700.87,64700.87
2005-03-01,6742.667,67419.93,67419.93
2005-04-01,6737.801,67371.27,67371.27
2005-05-01,9503.087000000001,95021.36,95021.36
2005-06-01,8860.476,88595.9,88595.9
2005-07-01,8236.442000000001,82356.18,82356.18
2005-08-01,6835.099,68344.16,68344.16
2005-09-01,5417.2880000000005,54167.46,54167.46
2005-10-01,5846.323,58457.39,58457.39
2005-11-01,6300.115000000001,62994.85,62994.85
2005-12-01,7052.884,70521.79,70521.79
2006-01-01,8521.807,84528.0,84528.0
2006-02-01,7476.519,74160.0,74160.0
2006-03-01,8035.677000000001,79706.0,79706.0
2006-04-01,9701.097,96225.0,96225.0
2006-05-01,10468.778,103840.0,103840.0
2006-06-01,10812.759,107252.0,107252.0
2006-07-01,8835.383,87638.0,87638.0
2006-08-01,7244.617,71859.0,71859.0
2006-09-01,5311.019,52680.0,52680.0
2006-10-01,5022.866,49822.0,49822.0
2006-11-01,5828.171,57810.0,57810.0
2006-12-01,6322.309,62711.0,62711.0
2007-01-01,10870.393,107443.0,107443.0
2007-02-01,8287.634,81915.0,81915.0
2007-03-01,11592.506,114580.0,114580.0
2007-04-01,9533.719000000001,94231.0,94231.0
2007-05-01,10276.591,101574.0,101574.0
2007-06-01,8042.2880000000005,79490.0,79490.0
2007-07-01,6337.0070000000005,62635.0,62635.0
2007-08-01,5198.635,51383.0,51383.0
2007-09-01,5432.398,53694.0,53694.0
2007-10-01,6086.695000000001,60161.0,60161.0
2007-11-01,6899.279,68192.0,68192.0
2007-12-01,8454.854000000001,83568.0,83568.0
2008-01-01,10504.304,103509.0,103509.0
2008-02-01,8999.605,88682.0,88682.0
2008-03-01,10039.788,98932.0,98932.0
2008-04-01,7931.7300000000005,78159.0,78159.0
2008-05-01,12025.849,118503.0,118503.0
2008-06-01,13070.931,128801.0,128801.0
2008-07-01,8647.32,85211.0,85211.0
2008-08-01,5556.6810000000005,54756.0,54756.0
2008-09-01,6427.129,63333.0,63333.0
2008-10-01,6792.5,66933.0,66933.0
2008-11-01,7914.895,77993.0,77993.0
2008-12-01,9237.268,91024.0,91024.0
2009-01-01,10543.202,102902.0,102902.0
2009-02-01,7289.098,71142.0,71142.0
2009-03-01,8272.158000000001,80736.0,80736.0
2009-04-01,9692.487000000001,94599.0,94599.0
2009-05-01,10190.391,99458.0,99458.0
2009-06-01,10463.678,102125.0,102125.0
2009-07-01,6039.107,58942.0,58942.0
2009-08-01,4292.4490000000005,41894.0,41894.0
2009-09-01,5114.889,49921.0,49921.0
2009-10-01,5742.859,56050.0,56050.0
2009-11-01,6850.251,66858.0,66858.0
2009-12-01,8155.4310000000005,79597.0,79597.0
2010-01-01,8565.682,83567.0,83567.0
2010-02-01,7692.946000000001,75052.0,75052.0
2010-03-01,7842.866,76515.0,76515.0
2010-04-01,6387.997,62321.0,62321.0
2010-05-01,8701.736,84894.0,84894.0
2010-06-01,12876.669,125625.0,125625.0
2010-07-01,7518.03,73346.0,73346.0
2010-08-01,4988.465,48667.0,48667.0
