measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2009-11-01,424.526,4326.0,4326.0,,,
2009-12-01,430.62300000000005,4386.0,4386.0,,,
2010-01-01,598.8050000000001,6003.0,6003.0,,,
2010-02-01,475.761,4769.0,4769.0,,,
2010-03-01,421.10400000000004,4222.0,4222.0,,,
2010-04-01,372.82,3734.0,3734.0,,,
2010-05-01,310.01800000000003,3105.0,3105.0,,,
2010-06-01,243.357,2440.0,2440.0,,,
2010-07-01,279.207,2799.0,2799.0,,,
2010-08-01,284.661,2852.0,2852.0,,,
2010-09-01,260.648,2611.0,2611.0,,,
2010-10-01,312.439,3128.0,3128.0,,,
2010-11-01,355.86600000000004,3563.0,3563.0,,,
2010-12-01,647.3140000000001,6486.0,6486.0,,,
2011-01-01,569.957,5481.0,5481.0,,,
2011-02-01,508.996,4901.0,4901.0,,,
2011-03-01,445.62,4286.0,4286.0,,,
2011-04-01,288.722,2778.0,2778.0,,,
2011-05-01,302.606,2912.0,2912.0,,,
2011-06-01,281.144,2709.0,2709.0,,,
2011-07-01,297.098,2859.0,2859.0,,,
2011-08-01,268.155,2581.0,2581.0,,,
2011-09-01,297.174,2859.0,2859.0,,,
2011-10-01,525.374,5058.0,5058.0,,,
2011-11-01,486.42,4681.0,4681.0,,,
2011-12-01,480.734,4628.0,4628.0,,,
2012-01-01,509.305,4976.0,4976.0,,,
2012-02-01,300.388,2929.0,2929.0,,,
2012-03-01,455.595,4443.0,4443.0,,,
2012-04-01,288.476,2813.0,2813.0,,,
2012-05-01,360.987,3521.0,3521.0,,,
2012-06-01,294.577,2877.0,2877.0,,,
2012-07-01,460.593,4495.0,4495.0,,,
2012-08-01,429.185,4188.0,4188.0,,,
2012-09-01,399.556,3898.0,3898.0,,,
2012-10-01,296.784,2894.0,2894.0,,,
2012-11-01,318.298,3103.0,3103.0,,,
2012-12-01,490.256,4785.0,4785.0,,,
2013-01-01,529.265,5092.0,5092.0,,,
2013-02-01,365.173,3521.0,3521.0,,,
2013-03-01,369.372,3561.0,3561.0,,,
2013-04-01,426.056,4106.0,4106.0,,,
2013-05-01,429.386,4141.0,4141.0,,,
2013-06-01,308.36,2975.0,2975.0,,,
2013-07-01,291.971,2813.0,2813.0,,,
2013-08-01,288.073,2778.0,2778.0,,,
2013-09-01,338.084,3260.0,3260.0,,,
2013-10-01,325.329,3138.0,3138.0,,,
2013-11-01,424.043,4089.0,4089.0,,,
2013-12-01,479.888,4628.0,4628.0,,,
2014-01-01,460.795,4408.0,4408.0,,,
2014-02-01,437.207,4176.0,4176.0,,,
2014-03-01,426.794,4077.0,4077.0,,,
2014-04-01,401.003,3828.0,3828.0,,,
2014-05-01,338.582,3231.0,3231.0,,,
2014-06-01,201.811,1926.0,1926.0,,,
2014-07-01,356.781,3405.0,3405.0,,,
2014-08-01,287.055,2743.0,2743.0,,,
2014-09-01,337.731,3225.0,3225.0,,,
2014-10-01,446.45,4263.0,4263.0,,,
2014-11-01,326.322,3115.0,3115.0,,,
2014-12-01,424.469,4054.0,4054.0,,,
2015-01-01,468.39,3874.0,3874.0,0.0,0.0,0.0
2015-02-01,413.083,3416.0,3416.0,0.0,0.0,0.0
2015-03-01,415.55,3439.0,3439.0,0.0,0.0,0.0
2015-04-01,430.359,3561.0,3561.0,0.0,0.0,0.0
2015-05-01,345.865,2865.0,2865.0,0.0,0.0,0.0
2015-06-01,344.578,2854.0,2854.0,0.0,0.0,0.0
2015-07-01,358.078,2964.0,2964.0,0.0,0.0,0.0
2015-08-01,406.532,3364.0,3364.0,0.0,0.0,0.0
2015-09-01,366.132,3028.0,3028.0,0.0,0.0,0.0
2015-10-01,418.879,3468.0,3468.0,0.0,0.0,0.0
2015-11-01,292.887,2424.0,2424.0,0.0,0.0,0.0
2015-12-01,281.667,2332.0,2332.0,0.0,0.0,0.0
2016-01-01,271.463,2645.0,2645.0,0.0,0.0,0.0
2016-02-01,301.255,2935.0,2935.0,0.0,0.0,0.0
2016-03-01,285.091,2778.0,2778.0,0.0,0.0,0.0
2016-04-01,233.473,2274.0,2274.0,0.0,0.0,0.0
2016-05-01,212.97,2076.0,2076.0,0.0,0.0,0.0
2016-06-01,214.224,2088.0,2088.0,0.0,0.0,0.0
2016-07-01,179.209,1746.0,1746.0,0.0,0.0,0.0
2016-08-01,234.867,2291.0,2291.0,0.0,0.0,0.0
2016-09-01,239.315,2332.0,2332.0,0.0,0.0,0.0
2016-10-01,274.814,2680.0,2680.0,0.0,0.0,0.0
2016-11-01,383.483,3735.0,3735.0,0.0,0.0,0.0
2016-12-01,517.836,5046.0,5046.0,0.0,0.0,0.0
2017-01-01,285.913,2813.0,2813.0,0.0,0.0,0.0
2017-02-01,230.858,2262.0,2262.0,0.0,0.0,0.0
2017-03-01,265.813,2604.0,2604.0,0.0,0.0,0.0
2017-04-01,245.076,2401.0,2401.0,0.0,0.0,0.0
2017-05-01,244.812,2401.0,2401.0,0.0,0.0,0.0
2017-06-01,258.214,2529.0,2529.0,0.0,0.0,0.0
2017-07-01,263.133,2581.0,2581.0,0.0,0.0,0.0
2017-08-01,271.801,2662.0,2662.0,0.0,0.0,0.0
2017-09-01,270.35,2651.0,2651.0,0.0,0.0,0.0
2017-10-01,275.93,2703.0,2703.0,0.0,0.0,0.0
2017-11-01,244.395,2395.0,2395.0,0.0,0.0,0.0
2017-12-01,248.705,2436.0,2436.0,0.0,0.0,0.0
2018-01-01,347.418,2900.0,2900.0,0.0,0.0,0.0
2018-02-01,324.011,2703.0,2703.0,0.0,0.0,0.0
2018-03-01,324.059,2703.0,2703.0,0.0,0.0,0.0
2018-04-01,327.337,2732.0,2732.0,0.0,0.0,0.0
2018-05-01,374.542,3126.0,3126.0,0.0,0.0,0.0
2018-06-01,349.676,2917.0,2917.0,0.0,0.0,0.0
2018-07-01,376.791,3144.0,3144.0,0.0,0.0,0.0
2018-08-01,384.769,3213.0,3213.0,0.0,0.0,0.0
2018-09-01,391.667,3271.0,3271.0,0.0,0.0,0.0
2018-10-01,411.245,3434.0,3434.0,0.0,0.0,0.0
2018-11-01,370.021,3086.0,3086.0,0.0,0.0,0.0
2018-12-01,354.464,2958.0,2958.0,0.0,0.0,0.0
2019-01-01,314.801,2654.0,2654.0,0.0,0.0,0.0
2019-02-01,349.905,2951.0,2951.0,0.0,0.0,0.0
2019-03-01,346.761,2926.0,2926.0,0.0,0.0,0.0
2019-04-01,318.67,2691.0,2691.0,0.0,0.0,0.0
2019-05-01,346.816,2926.0,2926.0,0.0,0.0,0.0
2019-06-01,298.004,2517.0,2517.0,0.0,0.0,0.0
2019-07-01,339.433,2864.0,2864.0,0.0,0.0,0.0
2019-08-01,375.82,3168.0,3168.0,0.0,0.0,0.0
2019-09-01,446.257,3763.0,3763.0,0.0,0.0,0.0
2019-10-01,469.011,3956.0,3956.0,0.0,0.0,0.0
2019-11-01,356.261,3007.0,3007.0,0.0,0.0,0.0
2019-12-01,475.261,4011.0,4011.0,0.0,0.0,0.0
2020-01-01,367.208,3863.0,3863.0,0.0,0.0,0.0
2020-02-01,238.06,2499.0,2499.0,0.0,0.0,0.0
2020-03-01,240.345,2523.0,2523.0,0.0,0.0,0.0
2020-04-01,230.636,2424.0,2424.0,0.0,0.0,0.0
2020-05-01,195.287,2052.0,2052.0,0.0,0.0,0.0
2020-06-01,245.876,2585.0,2585.0,0.0,0.0,0.0
2020-07-01,320.504,3367.0,3367.0,0.0,0.0,0.0
2020-08-01,328.392,3447.0,3447.0,0.0,0.0,0.0
2020-09-01,208.816,2195.0,2195.0,0.0,0.0,0.0
2020-10-01,249.931,2623.0,2623.0,0.0,0.0,0.0
2020-11-01,193.818,2034.0,2034.0,0.0,0.0,0.0
2020-12-01,192.127,2015.0,2015.0,0.0,0.0,0.0
2021-01-01,261.569,2691.0,2691.0,0.0,0.0,0.0
2021-02-01,289.635,2995.0,2995.0,0.0,0.0,0.0
2021-03-01,313.242,3236.0,3236.0,0.0,0.0,0.0
2021-04-01,301.106,3112.0,3112.0,0.0,0.0,0.0
2021-05-01,155.938,1612.0,1612.0,0.0,0.0,0.0
2021-06-01,209.326,2164.0,2164.0,0.0,0.0,0.0
2021-07-01,204.565,2114.0,2114.0,0.0,0.0,0.0
2021-08-01,295.007,3050.0,3050.0,0.0,0.0,0.0
2021-09-01,382.093,3949.0,3949.0,0.0,0.0,0.0
2021-10-01,379.618,3925.0,3925.0,0.0,0.0,0.0
2021-11-01,296.404,3063.0,3063.0,0.0,0.0,0.0
2021-12-01,329.497,3404.0,3404.0,0.0,0.0,0.0
2022-01-01,383.652,3793.0,3793.0,11.748,110.0,110.0
2022-02-01,316.396,3126.0,3126.0,9.688,99.0,99.0
2022-03-01,366.397,3619.0,3619.0,11.219,110.0,110.0
2022-04-01,325.733,3219.0,3219.0,9.974,99.0,99.0
2022-05-01,305.257,3016.0,3016.0,9.347,93.0,93.0
2022-06-01,371.763,3671.0,3671.0,11.383,110.0,110.0
2022-07-01,338.604,3347.0,3347.0,10.368,104.0,104.0
2022-08-01,227.727,2250.0,2250.0,6.973,70.0,70.0
2022-09-01,266.77,2633.0,2633.0,8.169,81.0,81.0
2022-10-01,299.319,2958.0,2958.0,9.165,93.0,93.0
2022-11-01,284.174,2807.0,2807.0,8.701,87.0,87.0
2022-12-01,386.634,3822.0,3822.0,11.839,116.0,116.0
2023-01-01,426.404,4286.0,4286.0,14.04,139.0,139.0
2023-02-01,331.031,3323.0,3323.0,10.899,110.0,110.0
2023-03-01,312.401,3138.0,3138.0,10.286,104.0,104.0
2023-04-01,369.291,3706.0,3706.0,12.159,122.0,122.0
2023-05-01,364.908,3666.0,3666.0,12.015,122.0,122.0
2023-06-01,314.196,3155.0,3155.0,10.345,104.0,104.0
2023-07-01,297.514,2987.0,2987.0,9.796,99.0,99.0
2023-08-01,309.673,3109.0,3109.0,10.196,104.0,104.0
2023-09-01,268.582,2697.0,2697.0,8.843,87.0,87.0
2023-10-01,304.664,3057.0,3057.0,10.031,99.0,99.0
2023-11-01,384.219,3857.0,3857.0,12.65,128.0,128.0
2023-12-01,421.964,4240.0,4240.0,13.893,139.0,139.0
2024-01-01,388.35,3805.0,3805.0,11.407,110.0,110.0
2024-02-01,349.711,3434.0,3434.0,10.272,99.0,99.0
2024-03-01,421.491,4141.0,4141.0,12.38,122.0,122.0
2024-04-01,444.065,4362.0,4362.0,13.043,128.0,128.0
2024-05-01,260.318,2558.0,2558.0,7.646,75.0,75.0
2024-06-01,464.759,4565.0,4565.0,13.651,133.0,133.0
2024-07-01,272.63,2680.0,2680.0,8.008,81.0,81.0
2024-08-01,393.696,3869.0,3869.0,11.564,116.0,116.0
2024-09-01,261.464,2569.0,2569.0,7.68,75.0,75.0
2024-10-01,415.134,4077.0,4077.0,12.194,122.0,122.0
2024-11-01,406.106,3990.0,3990.0,11.928,116.0,116.0
2024-12-01,345.359,3393.0,3393.0,10.144,99.0,99.0
