measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,442.221,4388.0,4388.0,,,
2003-02-01,391.759,3887.0,3887.0,,,
2003-03-01,404.629,4015.0,4015.0,,,
2003-04-01,355.309,3526.0,3526.0,,,
2003-05-01,348.701,3460.0,3460.0,,,
2003-06-01,331.807,3292.0,3292.0,,,
2003-07-01,355.11600000000004,3524.0,3524.0,,,
2003-08-01,339.98900000000003,3374.0,3374.0,,,
2003-09-01,363.668,3609.0,3609.0,,,
2003-10-01,392.02700000000004,3890.0,3890.0,,,
2003-11-01,411.35200000000003,4082.0,4082.0,,,
2003-12-01,459.42100000000005,4559.0,4559.0,,,
2004-01-01,449.77200000000005,4354.0,4354.0,,,
2004-02-01,581.792,5631.0,5631.0,,,
2004-03-01,522.1370000000001,5054.0,5054.0,,,
2004-04-01,354.036,3427.0,3427.0,,,
2004-05-01,383.937,3716.0,3716.0,,,
2004-06-01,368.797,3570.0,3570.0,,,
2004-07-01,587.327,5685.0,5685.0,,,
2004-08-01,621.768,6018.0,6018.0,,,
2004-09-01,506.35200000000003,4901.0,4901.0,,,
2004-10-01,370.344,3585.0,3585.0,,,
2004-11-01,215.251,2083.0,2083.0,,,
2004-12-01,208.48600000000002,2018.0,2018.0,,,
2005-01-01,783.673,7519.25,7519.25,,,
2005-02-01,269.245,2583.37,2583.37,,,
2005-03-01,298.425,2863.35,2863.35,,,
2005-04-01,361.47700000000003,3468.33,3468.33,,,
2005-05-01,335.72,3221.19,3221.19,,,
2005-06-01,435.732,4180.8,4180.8,,,
2005-07-01,443.52200000000005,4255.54,4255.54,,,
2005-08-01,521.0310000000001,4999.22,4999.22,,,
2005-09-01,341.072,3272.54,3272.54,,,
2005-10-01,378.765,3634.21,3634.21,,,
2005-11-01,304.494,2921.59,2921.59,,,
2005-12-01,643.845,6177.62,6177.62,,,
2006-01-01,618.177,6049.0,6049.0,,,
2006-02-01,323.473,3165.0,3165.0,,,
2006-03-01,271.72,2659.0,2659.0,,,
2006-04-01,520.491,5093.0,5093.0,,,
2006-05-01,486.529,4761.0,4761.0,,,
2006-06-01,442.221,4327.0,4327.0,,,
2006-07-01,640.567,6268.0,6268.0,,,
2006-08-01,621.347,6080.0,6080.0,,,
2006-09-01,285.457,2793.0,2793.0,,,
2006-10-01,301.535,2951.0,2951.0,,,
2006-11-01,355.06600000000003,3474.0,3474.0,,,
2006-12-01,393.418,3850.0,3850.0,,,
2007-01-01,366.07800000000003,3637.0,3637.0,,,
2007-02-01,283.50100000000003,2819.0,2819.0,,,
2007-03-01,560.623,5568.0,5568.0,,,
2007-04-01,341.005,3387.0,3387.0,,,
2007-05-01,314.611,3126.0,3126.0,,,
2007-06-01,307.57300000000004,3057.0,3057.0,,,
2007-07-01,454.166,4512.0,4512.0,,,
2007-08-01,573.2860000000001,5696.0,5696.0,,,
2007-09-01,476.22400000000005,4733.0,4733.0,,,
2007-10-01,575.119,5713.0,5713.0,,,
2007-11-01,421.91400000000004,4193.0,4193.0,,,
2007-12-01,604.9,6009.0,6009.0,,,
2008-01-01,638.091,6348.0,6348.0,,,
2008-02-01,584.0590000000001,5802.0,5802.0,,,
2008-03-01,390.81600000000003,3882.0,3882.0,,,
2008-04-01,394.37800000000004,3918.0,3918.0,,,
2008-05-01,412.547,4098.0,4098.0,,,
2008-06-01,276.361,2748.0,2748.0,,,
2008-07-01,287.159,2856.0,2856.0,,,
2008-08-01,284.18100000000004,2826.0,2826.0,,,
2008-09-01,296.515,2946.0,2946.0,,,
2008-10-01,337.56100000000004,3354.0,3354.0,,,
2008-11-01,411.67600000000004,4092.0,4092.0,,,
2008-12-01,698.6560000000001,6942.0,6942.0,,,
2009-01-01,654.267,6672.0,6672.0,,,
2009-02-01,480.187,4896.0,4896.0,,,
2009-03-01,498.75300000000004,5082.0,5082.0,,,
2009-04-01,512.458,5220.0,5220.0,,,
2009-05-01,307.23,3132.0,3132.0,,,
2009-06-01,301.701,3072.0,3072.0,,,
2009-07-01,340.14,3468.0,3468.0,,,
2009-08-01,338.377,3450.0,3450.0,,,
2009-09-01,225.40300000000002,2298.0,2298.0,,,
2009-10-01,223.335,2274.0,2274.0,,,
