measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2018-01-01,792.41,7214.0,7214.0
2018-02-01,546.706,4977.0,4977.0
2018-03-01,687.465,6259.0,6259.0
2018-04-01,677.059,6164.0,6164.0
2018-05-01,486.062,4425.0,4425.0
2018-06-01,547.158,4981.0,4981.0
2018-07-01,326.493,2972.0,2972.0
2018-08-01,392.792,3576.0,3576.0
2018-09-01,538.012,4898.0,4898.0
2018-10-01,538.793,4905.0,4905.0
2018-11-01,608.508,5540.0,5540.0
2018-12-01,632.542,5759.0,5759.0
2019-01-01,631.368,5622.0,5622.0
2019-02-01,496.078,4418.0,4418.0
2019-03-01,721.656,6426.0,6426.0
2019-04-01,763.835,6802.0,6802.0
2019-05-01,549.396,4892.0,4892.0
2019-06-01,436.723,3889.0,3889.0
2019-07-01,434.093,3866.0,3866.0
2019-08-01,311.407,2773.0,2773.0
2019-09-01,594.306,5292.0,5292.0
2019-10-01,710.83,6330.0,6330.0
2019-11-01,735.341,6548.0,6548.0
2019-12-01,716.967,6385.0,6385.0
2020-01-01,499.357,4378.0,4378.0
2020-02-01,602.442,5282.0,5282.0
2020-03-01,601.186,5271.0,5271.0
2020-04-01,598.295,5245.0,5245.0
2020-05-01,529.205,4640.0,4640.0
2020-06-01,620.757,5442.0,5442.0
2020-07-01,340.06,2981.0,2981.0
2020-08-01,459.568,4029.0,4029.0
2020-09-01,592.023,5190.0,5190.0
2020-10-01,661.096,5796.0,5796.0
2020-11-01,756.41,6631.0,6631.0
2020-12-01,583.601,5116.0,5116.0
2021-01-01,570.707,5047.0,5047.0
2021-02-01,486.296,4301.0,4301.0
2021-03-01,696.274,6158.0,6158.0
2021-04-01,669.437,5921.0,5921.0
2021-05-01,601.838,5323.0,5323.0
2021-06-01,409.898,3625.0,3625.0
2021-07-01,286.034,2530.0,2530.0
2021-08-01,395.218,3495.0,3495.0
2021-09-01,496.977,4395.0,4395.0
2021-10-01,557.587,4931.0,4931.0
2021-11-01,744.463,6584.0,6584.0
2021-12-01,693.271,6131.0,6131.0
2022-01-01,749.932,2559.0,2559.0
2022-02-01,702.811,2398.0,2398.0
2022-03-01,770.478,2629.0,2629.0
2022-04-01,805.558,2749.0,2749.0
2022-05-01,644.636,2199.0,2199.0
2022-06-01,499.742,1705.0,1705.0
2022-07-01,364.33,1243.0,1243.0
2022-08-01,344.45,1175.0,1175.0
2022-09-01,504.307,1721.0,1721.0
2022-10-01,594.853,2030.0,2030.0
2022-11-01,818.476,2793.0,2793.0
2022-12-01,703.427,2400.0,2400.0
2023-01-01,622.0,2122.0,2122.0
2023-02-01,714.0,2436.0,2436.0
2023-03-01,742.0,2532.0,2532.0
2023-04-01,821.0,2801.0,2801.0
2023-05-01,429.0,1464.0,1464.0
2023-06-01,288.0,983.0,983.0
2023-07-01,276.0,942.0,942.0
2023-08-01,369.0,1259.0,1259.0
2023-09-01,474.0,1617.0,1617.0
2023-10-01,677.0,2310.0,2310.0
2023-11-01,630.0,2150.0,2150.0
2023-12-01,571.0,1948.0,1948.0
2024-01-01,547.0,1866.0,1866.0
2024-02-01,680.0,2320.0,2320.0
2024-03-01,792.0,2702.0,2702.0
2024-04-01,850.0,2900.0,2900.0
2024-05-01,530.0,1808.0,1808.0
2024-06-01,472.0,1610.0,1610.0
2024-07-01,296.0,1010.0,1010.0
2024-08-01,350.0,1194.0,1194.0
2024-09-01,397.0,1355.0,1355.0
2024-10-01,686.0,2341.0,2341.0
2024-11-01,622.0,2122.0,2122.0
2024-12-01,628.0,2143.0,2143.0
