measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,2057.0,21254.98,21254.98
2001-02-01,1944.0,20087.35,20087.35
2001-03-01,2810.0,29035.73,29035.73
2001-04-01,4522.0,46725.83,46725.83
2001-05-01,4905.0,50683.37,50683.37
2001-06-01,4248.0,43894.58,43894.58
2001-07-01,2563.0,26483.48,26483.48
2001-08-01,2512.0,25956.5,25956.5
2001-09-01,1730.0,17876.09,17876.09
2001-10-01,1981.0,20469.67,20469.67
2001-11-01,3086.0,31887.64,31887.64
2001-12-01,4227.0,43677.59,43677.59
2002-01-01,2898.0,29481.35,29481.35
2002-02-01,2335.0,23753.96,23753.96
2002-03-01,2902.0,29522.05,29522.05
2002-04-01,3801.0,38667.57,38667.57
2002-05-01,1478.0,15035.69,15035.69
2002-06-01,3502.0,35625.85,35625.85
2002-07-01,3656.0,37192.49,37192.49
2002-08-01,3563.0,36246.4,36246.4
2002-09-01,4424.0,45005.35,45005.35
2002-10-01,5064.0,51516.07,51516.07
2002-11-01,3633.0,36958.51,36958.51
2002-12-01,2674.0,27202.6,27202.6
2003-01-01,2294.0,23492.85,23492.85
2003-02-01,1520.0,15566.32,15566.32
2003-03-01,2665.0,27292.27,27292.27
2003-04-01,4150.0,42500.15,42500.15
2003-05-01,4979.0,50989.94,50989.94
2003-06-01,4299.0,44026.06,44026.06
2003-07-01,2237.0,22909.12,22909.12
2003-08-01,1588.0,16262.71,16262.71
2003-09-01,1124.0,11510.88,11510.88
2003-10-01,1425.0,14593.43,14593.43
2003-11-01,2202.0,22550.68,22550.68
2003-12-01,1706.0,17471.15,17471.15
2004-01-01,2667.417,26732.85,26732.85
2004-02-01,2667.417,26732.85,26732.85
2004-03-01,2667.417,26732.85,26732.85
2004-04-01,2667.417,26732.85,26732.85
2004-05-01,2667.417,26732.85,26732.85
2004-06-01,2667.417,26732.85,26732.85
2004-07-01,2667.417,26732.85,26732.85
2004-08-01,2667.417,26732.85,26732.85
2004-09-01,2667.417,26732.85,26732.85
2004-10-01,2667.417,26732.85,26732.85
2004-11-01,2667.417,26732.85,26732.85
2004-12-01,2667.417,26732.85,26732.85
2005-01-01,3005.732,30054.31,30054.31
2005-02-01,2598.748,25984.88,25984.88
2005-03-01,2846.82,28465.35,28465.35
2005-04-01,2719.295,27190.23,27190.23
2005-05-01,2459.844,24595.98,24595.98
2005-06-01,2770.782,27705.05,27705.05
2005-07-01,2974.092,29737.94,29737.94
2005-08-01,2516.454,25162.02,25162.02
2005-09-01,2082.226,20820.18,20820.18
2005-10-01,1777.1470000000002,17769.69,17769.69
2005-11-01,1901.9,19017.1,19017.1
2005-12-01,2327.962,23277.29,23277.29
2006-01-01,2580.188,25593.0,25593.0
2006-02-01,2326.567,23077.0,23077.0
2006-03-01,2049.739,20331.0,20331.0
2006-04-01,2231.0730000000003,22130.0,22130.0
2006-05-01,2637.871,26165.0,26165.0
2006-06-01,2591.88,25709.0,25709.0
2006-07-01,2717.94,26959.0,26959.0
2006-08-01,2698.3,26764.0,26764.0
2006-09-01,1751.516,17373.0,17373.0
2006-10-01,1544.085,15316.0,15316.0
2006-11-01,1808.634,17940.0,17940.0
2006-12-01,1915.2060000000001,18997.0,18997.0
2007-01-01,2248.994,22229.0,22229.0
2007-02-01,1912.161,18900.0,18900.0
2007-03-01,2335.313,23082.0,23082.0
2007-04-01,2488.2490000000003,24594.0,24594.0
2007-05-01,2343.7580000000003,23166.0,23166.0
2007-06-01,1987.221,19642.0,19642.0
2007-07-01,1535.921,15181.0,15181.0
2007-08-01,1525.6,15079.0,15079.0
2007-09-01,1278.84,12640.0,12640.0
2007-10-01,2197.39,21719.0,21719.0
2007-11-01,1600.661,15821.0,15821.0
2007-12-01,1733.893,17138.0,17138.0
2008-01-01,2679.181,26401.0,26401.0
2008-02-01,1294.1180000000002,12752.0,12752.0
2008-03-01,649.6850000000001,6402.0,6402.0
2008-04-01,2133.974,21028.0,21028.0
2008-05-01,2105.333,20746.0,20746.0
2008-06-01,2688.076,26488.0,26488.0
2008-07-01,3181.982,31355.0,31355.0
2008-08-01,2447.947,24122.0,24122.0
2008-09-01,1912.287,18844.0,18844.0
2008-10-01,1779.9730000000002,17540.0,17540.0
2008-11-01,2702.185,26627.0,26627.0
2008-12-01,2422.259,23869.0,23869.0
2009-01-01,1690.6560000000002,16501.0,16501.0
2009-02-01,1150.6090000000002,11230.0,11230.0
2009-03-01,1559.8410000000001,15224.0,15224.0
2009-04-01,1543.324,15063.0,15063.0
2009-05-01,1623.661,15847.0,15847.0
2009-06-01,1981.818,19343.0,19343.0
2009-07-01,2078.7470000000003,20289.0,20289.0
2009-08-01,1984.9160000000002,19373.0,19373.0
2009-09-01,1606.27,15677.0,15677.0
2009-10-01,1934.865,18884.0,18884.0
2009-11-01,1984.267,19366.0,19366.0
