measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,22977.0,235307.46,235307.46
2003-02-01,17448.0,178684.97,178684.97
2003-03-01,23947.0,245241.23,245241.23
2003-04-01,37001.0,378927.24,378927.24
2003-05-01,41833.0,428411.75,428411.75
2003-06-01,30654.0,313927.61,313927.61
2003-07-01,16240.0,166313.84,166313.84
2003-08-01,20656.0,211538.1,211538.1
2003-09-01,16135.0,165238.54,165238.54
2003-10-01,31428.0,321854.15,321854.15
2003-11-01,39441.0,403915.28,403915.28
2003-12-01,37974.0,388891.73,388891.73
2004-01-01,37972.0,380555.38,380555.38
2004-02-01,32705.0,327769.51,327769.51
2004-03-01,31865.0,319351.03,319351.03
2004-04-01,33453.0,335265.97,335265.97
2004-05-01,25144.0,251993.17,251993.17
2004-06-01,25832.0,258888.3,258888.3
2004-07-01,18357.0,183973.85,183973.85
2004-08-01,22724.0,227739.93,227739.93
2004-09-01,31158.0,312265.48,312265.48
2004-10-01,18009.0,180486.2,180486.2
2004-11-01,23470.0,235216.34,235216.34
2004-12-01,33550.0,336238.1,336238.1
2005-01-01,33700.0,336966.3,336966.3
2005-02-01,28527.0,285241.47,285241.47
2005-03-01,21827.0,218248.17,218248.17
2005-04-01,39966.0,399620.03,399620.03
2005-05-01,31147.0,311438.85,311438.85
2005-06-01,27240.0,272372.76,272372.76
2005-07-01,19735.0,197330.27,197330.27
2005-08-01,14376.0,143745.62,143745.62
2005-09-01,17061.0,170592.94,170592.94
2005-10-01,34077.0,340735.92,340735.92
2005-11-01,40628.0,406239.37,406239.37
2005-12-01,41833.0,418288.17,418288.17
2006-01-01,38930.0,386147.0,386147.0
2006-02-01,36088.0,357957.0,357957.0
2006-03-01,38114.0,378053.0,378053.0
2006-04-01,33891.0,336165.0,336165.0
2006-05-01,39997.0,396730.0,396730.0
2006-06-01,39966.0,396423.0,396423.0
2006-07-01,40667.0,403376.0,403376.0
2006-08-01,19029.0,188749.0,188749.0
2006-09-01,14440.0,143230.0,143230.0
2006-10-01,29513.0,292739.0,292739.0
