measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2018-01-01,532.15,5063.0,5063.0
2018-02-01,20.481,197.0,197.0
2018-03-01,22.739,215.0,215.0
2018-04-01,17.432,168.0,168.0
2018-05-01,19.331,186.0,186.0
2018-06-01,16.638,157.0,157.0
2018-07-01,22.928,220.0,220.0
2018-08-01,41.302,394.0,394.0
2018-09-01,20.312,191.0,191.0
2018-10-01,18.391,174.0,174.0
2018-11-01,39.547,377.0,377.0
2018-12-01,21.749,209.0,209.0
2019-01-01,176.06,1688.0,1688.0
2019-02-01,110.129,1055.0,1055.0
2019-03-01,114.789,1102.0,1102.0
2019-04-01,89.16,852.0,852.0
2019-05-01,45.591,435.0,435.0
2019-06-01,55.529,534.0,534.0
2019-07-01,75.503,725.0,725.0
2019-08-01,144.0,1380.0,1380.0
2019-09-01,69.367,667.0,667.0
2019-10-01,109.11,1044.0,1044.0
2019-11-01,150.805,1444.0,1444.0
2019-12-01,170.957,1641.0,1641.0
2020-01-01,98.068,891.0,891.0
2020-02-01,104.668,952.0,952.0
2020-03-01,81.342,743.0,743.0
2020-04-01,90.372,825.0,825.0
2020-05-01,63.227,578.0,578.0
2020-06-01,61.416,561.0,561.0
2020-07-01,72.965,666.0,666.0
2020-08-01,68.842,627.0,627.0
2020-09-01,78.057,710.0,710.0
2020-10-01,122.54,1117.0,1117.0
2020-11-01,123.399,1122.0,1122.0
2020-12-01,691.104,6292.0,6292.0
2021-01-01,144.963,1360.0,1360.0
2021-02-01,320.695,3010.0,3010.0
2021-03-01,80.908,761.0,761.0
2021-04-01,41.574,389.0,389.0
2021-05-01,35.959,339.0,339.0
2021-06-01,35.196,333.0,333.0
2021-07-01,53.123,500.0,500.0
2021-08-01,63.336,594.0,594.0
2021-09-01,40.511,378.0,378.0
2021-10-01,70.257,661.0,661.0
2021-11-01,85.103,800.0,800.0
2021-12-01,366.375,3437.0,3437.0
2022-01-01,861.217,8497.0,8497.0
2022-02-01,123.558,1218.0,1218.0
2022-03-01,16.677,162.0,162.0
2022-04-01,8.374,81.0,81.0
2022-05-01,5.834,58.0,58.0
2022-06-01,43.759,429.0,429.0
2022-07-01,26.926,267.0,267.0
2022-08-01,8.027,81.0,81.0
2022-09-01,16.092,157.0,157.0
2022-10-01,12.503,122.0,122.0
2022-11-01,14.158,139.0,139.0
2022-12-01,296.875,2929.0,2929.0
2023-01-01,88.832,839.0,839.0
2023-02-01,593.757,5653.0,5653.0
2023-03-01,68.301,650.0,650.0
2023-04-01,56.64,539.0,539.0
2023-05-01,39.02,372.0,372.0
2023-06-01,44.266,422.0,422.0
2023-07-01,56.312,539.0,539.0
2023-08-01,38.962,372.0,372.0
2023-09-01,64.55,616.0,616.0
2023-10-01,78.911,750.0,750.0
2023-11-01,80.255,766.0,766.0
2023-12-01,108.194,1033.0,1033.0
2024-01-01,168.267,1607.0,1607.0
2024-02-01,86.113,824.0,824.0
2024-03-01,54.503,518.0,518.0
2024-04-01,58.238,559.0,559.0
2024-05-01,65.48,628.0,628.0
2024-06-01,167.461,1601.0,1601.0
2024-07-01,197.926,1895.0,1895.0
2024-08-01,131.455,1256.0,1256.0
2024-09-01,45.394,432.0,432.0
2024-10-01,53.967,518.0,518.0
2024-11-01,95.411,910.0,910.0
2024-12-01,703.785,6728.0,6728.0
