measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2012-01-01,555.304,5284.0,5284.0
2012-02-01,425.571,4050.0,4050.0
2012-03-01,509.101,4845.0,4845.0
2012-04-01,482.199,4589.0,4589.0
2012-05-01,489.9,4662.0,4662.0
2012-06-01,395.615,3765.0,3765.0
2012-07-01,239.657,2281.0,2281.0
2012-08-01,261.967,2493.0,2493.0
2012-09-01,326.978,3112.0,3112.0
2012-10-01,507.709,4831.0,4831.0
2012-11-01,518.091,4930.0,4930.0
2012-12-01,496.908,4729.0,4729.0
2013-01-01,606.934,5791.0,5791.0
2013-02-01,504.097,4810.0,4810.0
2013-03-01,516.143,4925.0,4925.0
2013-04-01,533.973,5095.0,5095.0
2013-05-01,525.052,5010.0,5010.0
2013-06-01,397.932,3797.0,3797.0
2013-07-01,318.249,3036.0,3036.0
2013-08-01,245.458,2342.0,2342.0
2013-09-01,423.003,4036.0,4036.0
2013-10-01,484.191,4620.0,4620.0
2013-11-01,636.619,6074.0,6074.0
2013-12-01,466.349,4449.0,4449.0
2014-01-01,644.139,6126.0,6126.0
2014-02-01,462.87,4402.0,4402.0
2014-03-01,604.256,5746.0,5746.0
2014-04-01,611.861,5819.0,5819.0
2014-05-01,441.697,4201.0,4201.0
2014-06-01,360.42,3428.0,3428.0
2014-07-01,321.294,3056.0,3056.0
2014-08-01,191.029,1817.0,1817.0
2014-09-01,341.722,3250.0,3250.0
2014-10-01,518.136,4927.0,4927.0
2014-11-01,694.764,6607.0,6607.0
2014-12-01,503.812,4791.0,4791.0
2015-01-01,499.25,4653.0,4653.0
2015-02-01,433.123,4036.0,4036.0
2015-03-01,452.086,4213.0,4213.0
2015-04-01,438.67,4088.0,4088.0
2015-05-01,440.245,4103.0,4103.0
2015-06-01,248.358,2314.0,2314.0
2015-07-01,216.39,2017.0,2017.0
2015-08-01,275.589,2568.0,2568.0
2015-09-01,364.966,3401.0,3401.0
2015-10-01,464.41,4328.0,4328.0
2015-11-01,559.462,5214.0,5214.0
2015-12-01,502.451,4682.0,4682.0
2016-01-01,440.405,4066.0,4066.0
2016-02-01,480.146,4433.0,4433.0
2016-03-01,470.429,4343.0,4343.0
2016-04-01,592.844,5473.0,5473.0
2016-05-01,338.461,3125.0,3125.0
2016-06-01,331.426,3060.0,3060.0
2016-07-01,250.351,2311.0,2311.0
2016-08-01,201.466,1860.0,1860.0
2016-09-01,394.114,3638.0,3638.0
2016-10-01,454.88,4199.0,4199.0
2016-11-01,519.595,4797.0,4797.0
2016-12-01,612.883,5658.0,5658.0
2017-01-01,386.049,3557.0,3557.0
2017-02-01,484.783,4466.0,4466.0
2017-03-01,540.952,4984.0,4984.0
2017-04-01,465.452,4288.0,4288.0
2017-05-01,417.3,3845.0,3845.0
2017-06-01,346.109,3189.0,3189.0
2017-07-01,193.781,1785.0,1785.0
2017-08-01,181.504,1672.0,1672.0
2017-09-01,319.51,2944.0,2944.0
2017-10-01,496.799,4577.0,4577.0
2017-11-01,463.453,4270.0,4270.0
2017-12-01,457.308,4213.0,4213.0
2018-01-01,531.431,4838.0,4838.0
2018-02-01,366.65,3338.0,3338.0
2018-03-01,461.05,4197.0,4197.0
2018-04-01,454.072,4134.0,4134.0
2018-05-01,325.979,2968.0,2968.0
2018-06-01,366.953,3341.0,3341.0
2018-07-01,218.963,1993.0,1993.0
2018-08-01,263.427,2398.0,2398.0
2018-09-01,360.819,3285.0,3285.0
2018-10-01,361.343,3290.0,3290.0
2018-11-01,408.097,3715.0,3715.0
2018-12-01,424.216,3862.0,3862.0
2019-01-01,418.717,3729.0,3729.0
2019-02-01,328.996,2930.0,2930.0
2019-03-01,478.598,4262.0,4262.0
2019-04-01,506.571,4511.0,4511.0
2019-05-01,364.356,3245.0,3245.0
2019-06-01,289.632,2579.0,2579.0
2019-07-01,287.888,2564.0,2564.0
2019-08-01,206.523,1839.0,1839.0
2019-09-01,394.14,3510.0,3510.0
2019-10-01,471.418,4198.0,4198.0
2019-11-01,487.673,4343.0,4343.0
2019-12-01,475.488,4234.0,4234.0
2020-01-01,243.842,2138.0,2138.0
2020-02-01,294.179,2579.0,2579.0
2020-03-01,293.566,2574.0,2574.0
2020-04-01,292.154,2561.0,2561.0
2020-05-01,258.417,2266.0,2266.0
2020-06-01,303.122,2657.0,2657.0
2020-07-01,166.055,1456.0,1456.0
2020-08-01,224.412,1967.0,1967.0
2020-09-01,289.091,2534.0,2534.0
2020-10-01,322.82,2830.0,2830.0
2020-11-01,369.363,3238.0,3238.0
2020-12-01,284.979,2498.0,2498.0
2021-01-01,354.706,3137.0,3137.0
2021-02-01,302.242,2673.0,2673.0
2021-03-01,432.748,3827.0,3827.0
2021-04-01,416.068,3680.0,3680.0
2021-05-01,374.054,3308.0,3308.0
2021-06-01,254.759,2253.0,2253.0
2021-07-01,177.776,1572.0,1572.0
2021-08-01,245.636,2172.0,2172.0
2021-09-01,308.881,2732.0,2732.0
2021-10-01,346.551,3065.0,3065.0
2021-11-01,462.698,4092.0,4092.0
2021-12-01,430.881,3811.0,3811.0
2022-01-01,528.739,1804.0,1804.0
2022-02-01,495.518,1691.0,1691.0
2022-03-01,543.226,1853.0,1853.0
2022-04-01,567.96,1938.0,1938.0
2022-05-01,454.502,1551.0,1551.0
2022-06-01,352.344,1202.0,1202.0
2022-07-01,256.872,876.0,876.0
2022-08-01,242.855,829.0,829.0
2022-09-01,355.562,1213.0,1213.0
2022-10-01,419.402,1431.0,1431.0
2022-11-01,577.068,1969.0,1969.0
2022-12-01,495.952,1692.0,1692.0
2023-01-01,309.0,1054.0,1054.0
2023-02-01,516.0,1761.0,1761.0
2023-03-01,510.0,1740.0,1740.0
2023-04-01,530.0,1808.0,1808.0
2023-05-01,447.0,1525.0,1525.0
2023-06-01,229.0,781.0,781.0
2023-07-01,183.0,624.0,624.0
2023-08-01,179.0,611.0,611.0
2023-09-01,285.0,972.0,972.0
2023-10-01,459.0,1566.0,1566.0
2023-11-01,513.0,1750.0,1750.0
2023-12-01,266.0,908.0,908.0
2024-01-01,112.0,382.0,382.0
2024-02-01,272.0,928.0,928.0
2024-03-01,232.0,792.0,792.0
2024-04-01,315.0,1075.0,1075.0
2024-05-01,289.0,986.0,986.0
2024-06-01,320.0,1092.0,1092.0
2024-07-01,192.0,655.0,655.0
2024-08-01,228.0,778.0,778.0
