measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Generation","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Quantity Consumed For Electricity","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Total Fuel Consumed"
2010-01-01,0.0,0.0,0.0,198.859,2008.0,2008.0
2010-02-01,0.0,0.0,0.0,157.996,1593.0,1593.0
2010-03-01,0.0,0.0,0.0,139.845,1408.0,1408.0
2010-04-01,0.0,0.0,0.0,123.81,1251.0,1251.0
2010-05-01,0.0,0.0,0.0,102.95400000000001,1038.0,1038.0
2010-06-01,0.0,0.0,0.0,80.81700000000001,813.0,813.0
2010-07-01,0.0,0.0,0.0,92.72200000000001,937.0,937.0
2010-08-01,0.0,0.0,0.0,94.533,954.0,954.0
2010-09-01,0.0,0.0,0.0,86.559,875.0,875.0
2010-10-01,0.0,0.0,0.0,103.75800000000001,1043.0,1043.0
2010-11-01,0.0,0.0,0.0,118.18,1189.0,1189.0
2010-12-01,0.0,0.0,0.0,214.967,2165.0,2165.0
2011-01-01,0.0,0.0,0.0,180.03,2188.0,2188.0
2011-02-01,0.0,0.0,0.0,160.775,1958.0,1958.0
2011-03-01,0.0,0.0,0.0,140.757,1717.0,1717.0
2011-04-01,0.0,0.0,0.0,91.198,1111.0,1111.0
2011-05-01,0.0,0.0,0.0,95.583,1161.0,1161.0
2011-06-01,0.0,0.0,0.0,88.804,1083.0,1083.0
2011-07-01,0.0,0.0,0.0,93.844,1144.0,1144.0
2011-08-01,0.0,0.0,0.0,84.701,1032.0,1032.0
2011-09-01,0.0,0.0,0.0,93.868,1144.0,1144.0
2011-10-01,0.0,0.0,0.0,165.948,2020.0,2020.0
2011-11-01,0.0,0.0,0.0,153.644,1868.0,1868.0
2011-12-01,0.0,0.0,0.0,151.848,1851.0,1851.0
2012-01-01,0.0,0.0,0.0,168.921,1655.0,1655.0
2012-02-01,0.0,0.0,0.0,99.629,982.0,982.0
2012-03-01,0.0,0.0,0.0,151.106,1487.0,1487.0
2012-04-01,0.0,0.0,0.0,95.678,942.0,942.0
2012-05-01,0.0,0.0,0.0,119.728,1178.0,1178.0
2012-06-01,0.0,0.0,0.0,97.702,959.0,959.0
2012-07-01,0.0,0.0,0.0,152.764,1503.0,1503.0
2012-08-01,0.0,0.0,0.0,142.347,1397.0,1397.0
2012-09-01,0.0,0.0,0.0,132.52,1302.0,1302.0
2012-10-01,0.0,0.0,0.0,98.434,971.0,971.0
2012-11-01,0.0,0.0,0.0,105.569,1038.0,1038.0
2012-12-01,0.0,0.0,0.0,162.602,1599.0,1599.0
2013-01-01,176.42,1750.0,1750.0,0.0,0.0,0.0
2013-02-01,121.724,1217.0,1217.0,0.0,0.0,0.0
2013-03-01,123.124,1229.0,1229.0,0.0,0.0,0.0
2013-04-01,142.019,1419.0,1419.0,0.0,0.0,0.0
2013-05-01,143.129,1431.0,1431.0,0.0,0.0,0.0
2013-06-01,102.787,1027.0,1027.0,0.0,0.0,0.0
2013-07-01,97.324,971.0,971.0,0.0,0.0,0.0
2013-08-01,96.024,959.0,959.0,0.0,0.0,0.0
2013-09-01,112.695,1128.0,1128.0,0.0,0.0,0.0
2013-10-01,108.443,1083.0,1083.0,0.0,0.0,0.0
2013-11-01,141.348,1414.0,1414.0,0.0,0.0,0.0
2013-12-01,159.963,1599.0,1599.0,0.0,0.0,0.0
2014-01-01,157.571,1543.0,1543.0,0.0,0.0,0.0
2014-02-01,149.506,1470.0,1470.0,0.0,0.0,0.0
2014-03-01,145.945,1431.0,1431.0,0.0,0.0,0.0
2014-04-01,137.126,1346.0,1346.0,0.0,0.0,0.0
2014-05-01,115.781,1139.0,1139.0,0.0,0.0,0.0
2014-06-01,69.011,679.0,679.0,0.0,0.0,0.0
2014-07-01,122.004,1195.0,1195.0,0.0,0.0,0.0
2014-08-01,98.161,965.0,965.0,0.0,0.0,0.0
2014-09-01,115.49,1133.0,1133.0,0.0,0.0,0.0
2014-10-01,152.667,1498.0,1498.0,0.0,0.0,0.0
2014-11-01,111.588,1094.0,1094.0,0.0,0.0,0.0
2014-12-01,145.15,1425.0,1425.0,0.0,0.0,0.0
2015-01-01,163.245,1604.0,1604.0,0.0,0.0,0.0
2015-02-01,143.97,1414.0,1414.0,0.0,0.0,0.0
2015-03-01,144.83,1419.0,1419.0,0.0,0.0,0.0
2015-04-01,149.991,1470.0,1470.0,0.0,0.0,0.0
2015-05-01,120.543,1184.0,1184.0,0.0,0.0,0.0
2015-06-01,120.094,1178.0,1178.0,0.0,0.0,0.0
2015-07-01,124.799,1223.0,1223.0,0.0,0.0,0.0
2015-08-01,141.686,1391.0,1391.0,0.0,0.0,0.0
2015-09-01,127.606,1251.0,1251.0,0.0,0.0,0.0
2015-10-01,145.99,1431.0,1431.0,0.0,0.0,0.0
2015-11-01,102.078,1004.0,1004.0,0.0,0.0,0.0
2015-12-01,98.168,965.0,965.0,0.0,0.0,0.0
2016-01-01,125.273,1184.0,1184.0,0.0,0.0,0.0
2016-02-01,139.02,1313.0,1313.0,0.0,0.0,0.0
2016-03-01,131.561,1245.0,1245.0,0.0,0.0,0.0
2016-04-01,107.741,1021.0,1021.0,0.0,0.0,0.0
2016-05-01,98.279,931.0,931.0,0.0,0.0,0.0
2016-06-01,98.858,937.0,937.0,0.0,0.0,0.0
2016-07-01,82.699,780.0,780.0,0.0,0.0,0.0
2016-08-01,108.384,1027.0,1027.0,0.0,0.0,0.0
2016-09-01,110.436,1043.0,1043.0,0.0,0.0,0.0
2016-10-01,126.818,1201.0,1201.0,0.0,0.0,0.0
2016-11-01,176.966,1672.0,1672.0,0.0,0.0,0.0
2016-12-01,238.965,2261.0,2261.0,0.0,0.0,0.0
2017-01-01,145.398,1403.0,1403.0,0.0,0.0,0.0
2017-02-01,117.399,1133.0,1133.0,0.0,0.0,0.0
2017-03-01,135.175,1307.0,1307.0,0.0,0.0,0.0
2017-04-01,124.63,1201.0,1201.0,0.0,0.0,0.0
2017-05-01,124.495,1201.0,1201.0,0.0,0.0,0.0
2017-06-01,131.311,1268.0,1268.0,0.0,0.0,0.0
2017-07-01,133.812,1290.0,1290.0,0.0,0.0,0.0
2017-08-01,138.22,1335.0,1335.0,0.0,0.0,0.0
2017-09-01,137.482,1330.0,1330.0,0.0,0.0,0.0
2017-10-01,140.32,1352.0,1352.0,0.0,0.0,0.0
2017-11-01,124.283,1201.0,1201.0,0.0,0.0,0.0
2017-12-01,126.475,1223.0,1223.0,0.0,0.0,0.0
2018-01-01,130.763,1302.0,1302.0,0.0,0.0,0.0
2018-02-01,121.953,1206.0,1206.0,0.0,0.0,0.0
2018-03-01,121.97,1206.0,1206.0,0.0,0.0,0.0
2018-04-01,123.204,1217.0,1217.0,0.0,0.0,0.0
2018-05-01,140.971,1397.0,1397.0,0.0,0.0,0.0
2018-06-01,131.612,1302.0,1302.0,0.0,0.0,0.0
2018-07-01,141.818,1403.0,1403.0,0.0,0.0,0.0
2018-08-01,144.821,1431.0,1431.0,0.0,0.0,0.0
2018-09-01,147.417,1459.0,1459.0,0.0,0.0,0.0
2018-10-01,154.786,1532.0,1532.0,0.0,0.0,0.0
2018-11-01,139.27,1380.0,1380.0,0.0,0.0,0.0
2018-12-01,133.415,1318.0,1318.0,0.0,0.0,0.0
2019-01-01,114.937,1083.0,1083.0,0.0,0.0,0.0
2019-02-01,127.754,1189.0,1189.0,0.0,0.0,0.0
2019-03-01,126.607,1178.0,1178.0,0.0,0.0,0.0
2019-04-01,116.35,1083.0,1083.0,0.0,0.0,0.0
2019-05-01,126.627,1178.0,1178.0,0.0,0.0,0.0
2019-06-01,108.805,1015.0,1015.0,0.0,0.0,0.0
2019-07-01,123.931,1156.0,1156.0,0.0,0.0,0.0
2019-08-01,137.216,1279.0,1279.0,0.0,0.0,0.0
2019-09-01,162.934,1520.0,1520.0,0.0,0.0,0.0
2019-10-01,171.241,1599.0,1599.0,0.0,0.0,0.0
2019-11-01,130.075,1212.0,1212.0,0.0,0.0,0.0
2019-12-01,173.523,1616.0,1616.0,0.0,0.0,0.0
2020-01-01,198.789,2087.0,2087.0,0.0,0.0,0.0
2020-02-01,128.873,1358.0,1358.0,0.0,0.0,0.0
2020-03-01,130.11,1369.0,1369.0,0.0,0.0,0.0
2020-04-01,124.854,1313.0,1313.0,0.0,0.0,0.0
2020-05-01,105.719,1111.0,1111.0,0.0,0.0,0.0
2020-06-01,133.104,1403.0,1403.0,0.0,0.0,0.0
2020-07-01,173.504,1829.0,1829.0,0.0,0.0,0.0
2020-08-01,177.774,1874.0,1874.0,0.0,0.0,0.0
2020-09-01,113.042,1189.0,1189.0,0.0,0.0,0.0
2020-10-01,135.3,1425.0,1425.0,0.0,0.0,0.0
2020-11-01,104.923,1105.0,1105.0,0.0,0.0,0.0
2020-12-01,104.008,1094.0,1094.0,0.0,0.0,0.0
2021-01-01,127.799,1419.0,1419.0,0.0,0.0,0.0
2021-02-01,141.513,1582.0,1582.0,0.0,0.0,0.0
2021-03-01,153.047,1711.0,1711.0,0.0,0.0,0.0
2021-04-01,147.117,1644.0,1644.0,0.0,0.0,0.0
2021-05-01,76.19,853.0,853.0,0.0,0.0,0.0
2021-06-01,102.275,1144.0,1144.0,0.0,0.0,0.0
2021-07-01,99.948,1116.0,1116.0,0.0,0.0,0.0
2021-08-01,144.137,1610.0,1610.0,0.0,0.0,0.0
2021-09-01,186.687,2081.0,2081.0,0.0,0.0,0.0
2021-10-01,185.478,2070.0,2070.0,0.0,0.0,0.0
2021-11-01,144.82,1616.0,1616.0,0.0,0.0,0.0
2021-12-01,160.989,1795.0,1795.0,0.0,0.0,0.0
2022-01-01,177.239,1767.0,1767.0,0.0,0.0,0.0
2022-02-01,146.17,1464.0,1464.0,0.0,0.0,0.0
2022-03-01,169.27,1694.0,1694.0,0.0,0.0,0.0
2022-04-01,150.484,1509.0,1509.0,0.0,0.0,0.0
2022-05-01,141.024,1414.0,1414.0,0.0,0.0,0.0
2022-06-01,171.749,1722.0,1722.0,0.0,0.0,0.0
2022-07-01,156.43,1565.0,1565.0,0.0,0.0,0.0
2022-08-01,105.206,1055.0,1055.0,0.0,0.0,0.0
2022-09-01,123.244,1234.0,1234.0,0.0,0.0,0.0
2022-10-01,138.281,1386.0,1386.0,0.0,0.0,0.0
2022-11-01,131.284,1313.0,1313.0,0.0,0.0,0.0
2022-12-01,178.619,1790.0,1790.0,0.0,0.0,0.0
2023-01-01,185.942,1851.0,1851.0,0.0,0.0,0.0
2023-02-01,144.353,1442.0,1442.0,0.0,0.0,0.0
2023-03-01,136.229,1363.0,1363.0,0.0,0.0,0.0
2023-04-01,161.037,1610.0,1610.0,0.0,0.0,0.0
2023-05-01,159.125,1588.0,1588.0,0.0,0.0,0.0
2023-06-01,137.011,1369.0,1369.0,0.0,0.0,0.0
2023-07-01,129.737,1296.0,1296.0,0.0,0.0,0.0
2023-08-01,135.039,1352.0,1352.0,0.0,0.0,0.0
2023-09-01,117.12,1172.0,1172.0,0.0,0.0,0.0
2023-10-01,132.855,1330.0,1330.0,0.0,0.0,0.0
2023-11-01,167.546,1672.0,1672.0,0.0,0.0,0.0
2023-12-01,184.006,1840.0,1840.0,0.0,0.0,0.0
2024-01-01,151.107,1543.0,1543.0,0.0,0.0,0.0
2024-02-01,136.071,1386.0,1386.0,0.0,0.0,0.0
2024-03-01,164.0,1672.0,1672.0,0.0,0.0,0.0
2024-04-01,172.783,1762.0,1762.0,0.0,0.0,0.0
2024-05-01,101.288,1032.0,1032.0,0.0,0.0,0.0
2024-06-01,180.835,1846.0,1846.0,0.0,0.0,0.0
2024-07-01,106.079,1083.0,1083.0,0.0,0.0,0.0
2024-08-01,153.185,1560.0,1560.0,0.0,0.0,0.0
2024-09-01,101.734,1038.0,1038.0,0.0,0.0,0.0
2024-10-01,161.527,1644.0,1644.0,0.0,0.0,0.0
2024-11-01,158.014,1610.0,1610.0,0.0,0.0,0.0
2024-12-01,134.377,1369.0,1369.0,0.0,0.0,0.0
