measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Generation","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Quantity Consumed For Electricity","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Total Fuel Consumed"
2003-01-01,162.12800000000001,1618.0,1618.0,,,
2003-02-01,143.62800000000001,1433.0,1433.0,,,
2003-03-01,148.346,1481.0,1481.0,,,
2003-04-01,130.265,1300.0,1300.0,,,
2003-05-01,127.84200000000001,1276.0,1276.0,,,
2003-06-01,121.64800000000001,1214.0,1214.0,,,
2003-07-01,130.19400000000002,1299.0,1299.0,,,
2003-08-01,124.64800000000001,1244.0,1244.0,,,
2003-09-01,133.329,1331.0,1331.0,,,
2003-10-01,143.726,1434.0,1434.0,,,
2003-11-01,150.811,1505.0,1505.0,,,
2003-12-01,168.435,1681.0,1681.0,,,
2004-01-01,136.237,1206.0,1206.0,,,
2004-02-01,176.226,1560.0,1560.0,,,
2004-03-01,158.156,1400.0,1400.0,,,
2004-04-01,107.238,950.0,950.0,,,
2004-05-01,116.295,1030.0,1030.0,,,
2004-06-01,111.709,989.0,989.0,,,
2004-07-01,177.90200000000002,1575.0,1575.0,,,
2004-08-01,188.334,1668.0,1668.0,,,
2004-09-01,153.375,1358.0,1358.0,,,
2004-10-01,112.17800000000001,993.0,993.0,,,
2004-11-01,65.2,577.0,577.0,,,
2004-12-01,63.151,559.0,559.0,,,
2005-01-01,226.357,2271.05,2271.05,,,
2005-02-01,77.769,780.26,780.26,,,
2005-03-01,86.197,864.82,864.82,,,
2005-04-01,104.409,1047.54,1047.54,,,
2005-05-01,96.97,972.9,972.9,,,
2005-06-01,125.857,1262.73,1262.73,,,
2005-07-01,128.107,1285.3,1285.3,,,
2005-08-01,150.495,1509.92,1509.92,,,
2005-09-01,98.516,988.41,988.41,,,
2005-10-01,109.403,1097.64,1097.64,,,
2005-11-01,87.95,882.41,882.41,,,
2005-12-01,185.96900000000002,1865.83,1865.83,,,
2006-01-01,176.52100000000002,1807.0,1807.0,,,
2006-02-01,92.36800000000001,946.0,946.0,,,
2006-03-01,77.59,794.0,794.0,,,
2006-04-01,148.627,1522.0,1522.0,,,
2006-05-01,138.929,1422.0,1422.0,,,
2006-06-01,126.277,1293.0,1293.0,,,
2006-07-01,182.915,1873.0,1873.0,,,
2006-08-01,177.42600000000002,1817.0,1817.0,,,
2006-09-01,81.513,835.0,835.0,,,
2006-10-01,86.104,882.0,882.0,,,
2006-11-01,101.39,1038.0,1038.0,,,
2006-12-01,112.34100000000001,1150.0,1150.0,,,
2007-01-01,109.081,1150.0,1150.0,,,
2007-02-01,84.476,892.0,892.0,,,
2007-03-01,167.05100000000002,1762.0,1762.0,,,
2007-04-01,101.61,1072.0,1072.0,,,
2007-05-01,93.745,988.0,988.0,,,
2007-06-01,91.64800000000001,965.0,965.0,,,
2007-07-01,135.329,1425.0,1425.0,,,
2007-08-01,170.824,1801.0,1801.0,,,
2007-09-01,141.90200000000002,1498.0,1498.0,,,
2007-10-01,171.37,1807.0,1807.0,,,
2007-11-01,125.71900000000001,1324.0,1324.0,,,
2007-12-01,180.244,1902.0,1902.0,,,
2008-01-01,0.0,0.0,0.0,207.139,2155.0,2155.0
2008-02-01,0.0,0.0,0.0,189.598,1981.0,1981.0
2008-03-01,0.0,0.0,0.0,126.867,1324.0,1324.0
2008-04-01,0.0,0.0,0.0,128.023,1335.0,1335.0
2008-05-01,0.0,0.0,0.0,133.921,1397.0,1397.0
2008-06-01,0.0,0.0,0.0,89.712,937.0,937.0
2008-07-01,0.0,0.0,0.0,93.218,971.0,971.0
2008-08-01,0.0,0.0,0.0,92.251,965.0,965.0
2008-09-01,0.0,0.0,0.0,96.25500000000001,1004.0,1004.0
2008-10-01,0.0,0.0,0.0,109.57900000000001,1145.0,1145.0
2008-11-01,0.0,0.0,0.0,133.639,1397.0,1397.0
2008-12-01,0.0,0.0,0.0,226.798,2368.0,2368.0
2009-01-01,0.0,0.0,0.0,221.40300000000002,2390.0,2390.0
2009-02-01,0.0,0.0,0.0,162.495,1745.0,1745.0
2009-03-01,0.0,0.0,0.0,168.77800000000002,1812.0,1812.0
2009-04-01,0.0,0.0,0.0,173.416,1863.0,1863.0
2009-05-01,0.0,0.0,0.0,103.967,1117.0,1117.0
2009-06-01,0.0,0.0,0.0,102.096,1100.0,1100.0
2009-07-01,0.0,0.0,0.0,115.10300000000001,1240.0,1240.0
2009-08-01,0.0,0.0,0.0,114.507,1229.0,1229.0
2009-09-01,0.0,0.0,0.0,76.27600000000001,819.0,819.0
2009-10-01,0.0,0.0,0.0,75.577,814.0,814.0
2009-11-01,0.0,0.0,0.0,143.65900000000002,1543.0,1543.0
2009-12-01,0.0,0.0,0.0,145.723,1565.0,1565.0
