measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-01-01,77.0,1190.0,1190.0
2003-02-01,129.0,1852.0,1852.0
2003-03-01,0.0,0.0,0.0
2003-04-01,1003.0,13490.0,13490.0
2003-05-01,19.0,398.0,398.0
2003-06-01,94.0,1893.0,1893.0
2003-07-01,0.0,0.0,0.0
2003-08-01,39.0,680.0,680.0
2003-09-01,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0
2004-01-01,52.958000000000006,587.0,587.0
2004-02-01,21.951,243.0,243.0
2004-03-01,6.767,75.0,75.0
2004-04-01,12.849,143.0,143.0
2004-05-01,24.778000000000002,275.0,275.0
2004-06-01,9.198,102.0,102.0
2004-07-01,4.863,54.0,54.0
2004-08-01,4.734,53.0,53.0
2004-09-01,2.023,22.0,22.0
2004-10-01,1.9,21.0,21.0
2004-11-01,3.172,35.0,35.0
2004-12-01,31.804000000000002,353.0,353.0
2005-01-01,843.71,10777.35,10777.35
2005-02-01,194.205,2480.73,2480.73
2005-03-01,166.65200000000002,2128.77,2128.77
2005-04-01,166.746,2129.98,2129.98
2005-05-01,168.121,2147.54,2147.54
2005-06-01,203.655,2601.44,2601.44
2005-07-01,385.7,4926.84,4926.84
2005-08-01,341.618,4363.74,4363.74
2005-09-01,190.084,2428.09,2428.09
2005-10-01,266.50100000000003,3404.22,3404.22
2005-11-01,179.45100000000002,2292.26,2292.26
2005-12-01,491.55600000000004,6279.02,6279.02
2006-01-01,250.209,3368.0,3368.0
2006-02-01,130.92600000000002,1762.0,1762.0
2006-03-01,109.979,1480.0,1480.0
2006-04-01,210.67,2836.0,2836.0
2006-05-01,196.924,2651.0,2651.0
2006-06-01,178.99,2409.0,2409.0
2006-07-01,259.271,3490.0,3490.0
2006-08-01,251.49200000000002,3385.0,3385.0
2006-09-01,115.539,1555.0,1555.0
2006-10-01,122.04700000000001,1643.0,1643.0
2006-11-01,143.714,1934.0,1934.0
2006-12-01,159.237,2143.0,2143.0
2007-01-01,106.388,1577.0,1577.0
2007-02-01,419.363,6208.0,6208.0
2007-03-01,222.70600000000002,3294.0,3294.0
2007-04-01,42.476,631.0,631.0
2007-05-01,56.465,835.0,835.0
2007-06-01,178.607,2646.0,2646.0
2007-07-01,97.503,1442.0,1442.0
2007-08-01,116.691,1729.0,1729.0
2007-09-01,77.02300000000001,1139.0,1139.0
2007-10-01,49.848,736.0,736.0
2007-11-01,34.551,514.0,514.0
2007-12-01,83.379,1232.0,1232.0
2008-01-01,118.79100000000001,1781.0,1781.0
2008-02-01,95.07900000000001,1424.0,1424.0
2008-03-01,30.999000000000002,463.0,463.0
2008-04-01,21.328,322.0,322.0
2008-05-01,21.883000000000003,328.0,328.0
2008-06-01,88.14500000000001,1319.0,1319.0
2008-07-01,41.1,615.0,615.0
2008-08-01,25.504,381.0,381.0
2008-09-01,31.796000000000003,475.0,475.0
2008-10-01,14.943000000000001,223.0,223.0
2008-11-01,32.022,481.0,481.0
2008-12-01,61.410000000000004,920.0,920.0
2009-01-01,86.721,1170.0,1170.0
2009-02-01,16.726,228.0,228.0
2009-03-01,20.551000000000002,281.0,281.0
2009-04-01,7.694,105.0,105.0
2009-05-01,7.29,99.0,99.0
2009-06-01,6.4510000000000005,88.0,88.0
2009-07-01,10.124,135.0,135.0
2009-08-01,8.672,117.0,117.0
2009-09-01,5.535,76.0,76.0
2009-10-01,5.761,76.0,76.0
2009-11-01,6.825,94.0,94.0
2009-12-01,6.65,88.0,88.0
2010-01-01,175.497,2434.0,2434.0
2010-02-01,56.289,778.0,778.0
2010-03-01,56.359,778.0,778.0
2010-04-01,41.913000000000004,579.0,579.0
2010-05-01,46.658,644.0,644.0
2010-06-01,99.976,1386.0,1386.0
2010-07-01,310.005,4294.0,4294.0
2010-08-01,125.997,1743.0,1743.0
2010-09-01,57.174,790.0,790.0
2010-10-01,36.591,509.0,509.0
2010-11-01,39.141000000000005,544.0,544.0
2010-12-01,132.4,1831.0,1831.0
2011-01-01,123.352,1866.0,1866.0
2011-02-01,46.926,714.0,714.0
2011-03-01,88.557,1346.0,1346.0
2011-04-01,79.539,1211.0,1211.0
2011-05-01,117.29,1784.0,1784.0
2011-06-01,71.205,1082.0,1082.0
2011-07-01,141.835,2153.0,2153.0
2011-08-01,47.357,720.0,720.0
2011-09-01,45.683,696.0,696.0
2011-10-01,50.938,772.0,772.0
2011-11-01,44.356,673.0,673.0
2011-12-01,46.962,714.0,714.0
2012-01-01,64.671,1024.0,1024.0
2012-02-01,46.153,731.0,731.0
2012-03-01,42.629,673.0,673.0
2012-04-01,58.942,930.0,930.0
2012-05-01,101.763,1609.0,1609.0
2012-06-01,80.562,1275.0,1275.0
2012-07-01,174.202,2750.0,2750.0
2012-08-01,63.896,1012.0,1012.0
2012-09-01,71.551,1129.0,1129.0
2012-10-01,53.811,848.0,848.0
2012-11-01,93.738,1480.0,1480.0
2012-12-01,74.082,1170.0,1170.0
2013-01-01,256.555,4035.0,4035.0
2013-02-01,74.673,1174.0,1174.0
2013-03-01,61.792,975.0,975.0
2013-04-01,102.908,1624.0,1624.0
2013-05-01,96.981,1530.0,1530.0
2013-06-01,79.865,1256.0,1256.0
2013-07-01,196.986,3101.0,3101.0
2013-08-01,101.477,1600.0,1600.0
2013-09-01,71.975,1133.0,1133.0
2013-10-01,84.264,1326.0,1326.0
2013-11-01,79.963,1261.0,1261.0
2013-12-01,174.561,2751.0,2751.0
2014-01-01,2171.592,27897.0,27897.0
2014-02-01,260.308,3346.0,3346.0
2014-03-01,317.974,4087.0,4087.0
2014-04-01,76.382,979.0,979.0
2014-05-01,202.598,2600.0,2600.0
2014-06-01,91.269,1172.0,1172.0
2014-07-01,139.42,1790.0,1790.0
2014-08-01,123.44,1586.0,1586.0
2014-09-01,111.786,1434.0,1434.0
2014-10-01,68.313,880.0,880.0
2014-11-01,132.918,1708.0,1708.0
2014-12-01,191.0,2454.0,2454.0
2015-01-01,156.204,2268.0,2268.0
2015-02-01,833.919,12100.0,12100.0
2015-03-01,112.497,1633.0,1633.0
2015-04-01,42.27,612.0,612.0
2015-05-01,75.587,1096.0,1096.0
2015-06-01,67.048,975.0,975.0
2015-07-01,79.223,1148.0,1148.0
2015-08-01,65.916,958.0,958.0
2015-09-01,41.331,600.0,600.0
2015-10-01,60.774,883.0,883.0
2015-11-01,74.341,1079.0,1079.0
2015-12-01,67.89,987.0,987.0
2016-01-01,242.702,3689.0,3689.0
2016-02-01,146.969,2239.0,2239.0
2016-03-01,157.635,2395.0,2395.0
2016-04-01,212.524,3231.0,3231.0
2016-05-01,172.409,2622.0,2622.0
2016-06-01,176.391,2685.0,2685.0
2016-07-01,187.257,2848.0,2848.0
2016-08-01,178.342,2714.0,2714.0
2016-09-01,119.296,1815.0,1815.0
2016-10-01,139.391,2123.0,2123.0
2016-11-01,169.54,2581.0,2581.0
2016-12-01,169.544,2581.0,2581.0
2017-01-01,107.897,1656.0,1656.0
2017-02-01,84.452,1301.0,1301.0
2017-03-01,110.106,1697.0,1697.0
2017-04-01,73.991,1139.0,1139.0
2017-05-01,119.385,1836.0,1836.0
2017-06-01,127.087,1952.0,1952.0
2017-07-01,106.052,1633.0,1633.0
2017-08-01,142.827,2196.0,2196.0
2017-09-01,103.564,1592.0,1592.0
2017-10-01,75.162,1156.0,1156.0
2017-11-01,137.442,2115.0,2115.0
2017-12-01,135.035,2080.0,2080.0
2018-01-01,251.374,3503.0,3503.0
2018-02-01,100.354,1398.0,1398.0
2018-03-01,77.336,1079.0,1079.0
2018-04-01,87.032,1212.0,1212.0
2018-05-01,87.164,1212.0,1212.0
2018-06-01,142.943,1995.0,1995.0
2018-07-01,56.196,783.0,783.0
2018-08-01,89.058,1241.0,1241.0
2018-09-01,45.44,632.0,632.0
2018-10-01,63.535,887.0,887.0
2018-11-01,102.499,1427.0,1427.0
2018-12-01,130.069,1815.0,1815.0
2019-01-01,31.812,516.0,516.0
2019-02-01,29.128,476.0,476.0
2019-03-01,17.926,290.0,290.0
2019-04-01,9.622,157.0,157.0
2019-05-01,27.771,452.0,452.0
2019-06-01,57.583,934.0,934.0
2019-07-01,19.528,319.0,319.0
2019-08-01,48.33,789.0,789.0
2019-09-01,30.059,487.0,487.0
2019-10-01,62.395,1015.0,1015.0
2019-11-01,54.937,893.0,893.0
2019-12-01,8.909,145.0,145.0
2020-01-01,10.513,209.0,209.0
2020-02-01,8.073,162.0,162.0
2020-03-01,11.219,226.0,226.0
2020-04-01,8.209,162.0,162.0
2020-05-01,10.358,209.0,209.0
2020-06-01,7.651,157.0,157.0
2020-07-01,10.734,215.0,215.0
2020-08-01,9.513,191.0,191.0
2020-09-01,8.805,174.0,174.0
2020-10-01,6.924,139.0,139.0
2020-11-01,8.312,168.0,168.0
2020-12-01,9.689,197.0,197.0
2021-01-01,17.258,561.0,561.0
2021-02-01,19.202,618.0,618.0
2021-03-01,13.323,429.0,429.0
2021-04-01,13.035,418.0,418.0
