measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2023-05-01,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,53.398,910.0,910.0
2024-02-01,36.866,628.0,628.0
2024-03-01,41.836,713.0,713.0
2024-04-01,39.306,670.0,670.0
2024-05-01,52.517,895.0,895.0
2024-06-01,59.249,1009.0,1009.0
2024-07-01,64.043,1091.0,1091.0
2024-08-01,72.365,1234.0,1234.0
2024-09-01,60.043,1024.0,1024.0
2024-10-01,52.011,886.0,886.0
2024-11-01,41.667,710.0,710.0
2024-12-01,44.699,762.0,762.0
