measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2020-02-01,-1.506,0.0,0.0
2020-03-01,-2.311,0.0,0.0
2020-04-01,-2.05,0.0,0.0
2020-05-01,-1.986,0.0,0.0
2020-06-01,-1.764,0.0,0.0
2020-07-01,-2.085,0.0,0.0
2020-08-01,-2.078,0.0,0.0
2020-09-01,-2.247,0.0,0.0
2020-10-01,-2.399,0.0,0.0
2020-11-01,-2.365,0.0,0.0
2020-12-01,-2.209,0.0,0.0
2024-01-01,-3.0,0.0,0.0
2024-02-01,-4.0,0.0,0.0
2024-03-01,-7.0,0.0,0.0
2024-04-01,-5.0,0.0,0.0
2024-05-01,-3.0,0.0,0.0
2024-06-01,-8.0,0.0,0.0
2024-07-01,-4.0,0.0,0.0
2024-08-01,-6.0,0.0,0.0
2024-09-01,-8.0,0.0,0.0
2024-10-01,-2.0,0.0,0.0
2024-11-01,-3.0,0.0,0.0
2024-12-01,-3.0,0.0,0.0
