measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2021-09-01,4.279,59.0,59.0
2021-10-01,3.62,50.0,50.0
2021-11-01,2.977,41.0,41.0
2021-12-01,3.124,43.0,43.0
2022-01-01,7.908,114.0,114.0
2022-02-01,7.039,102.0,102.0
2022-03-01,5.606,82.0,82.0
2022-04-01,5.843,85.0,85.0
2022-05-01,8.632,125.0,125.0
2022-06-01,10.508,152.0,152.0
2022-07-01,12.382,180.0,180.0
2022-08-01,12.447,180.0,180.0
2022-09-01,10.492,152.0,152.0
2022-10-01,8.109,118.0,118.0
2022-11-01,7.6,110.0,110.0
2022-12-01,8.434,122.0,122.0
2023-01-01,12.038,178.0,178.0
2023-02-01,11.354,166.0,166.0
2023-03-01,11.205,163.0,163.0
2023-04-01,10.822,158.0,158.0
2023-05-01,15.45,226.0,226.0
2023-06-01,17.848,260.0,260.0
2023-07-01,19.574,286.0,286.0
2023-08-01,21.544,314.0,314.0
2023-09-01,18.149,265.0,265.0
2023-10-01,13.397,196.0,196.0
2023-11-01,12.421,181.0,181.0
2023-12-01,13.198,193.0,193.0
2024-01-01,26.181,414.0,414.0
2024-02-01,18.075,287.0,287.0
2024-03-01,20.512,325.0,325.0
2024-04-01,19.271,305.0,305.0
2024-05-01,25.749,408.0,408.0
2024-06-01,29.049,460.0,460.0
2024-07-01,31.4,498.0,498.0
2024-08-01,35.48,562.0,562.0
2024-09-01,29.439,467.0,467.0
2024-10-01,25.5,404.0,404.0
2024-11-01,20.429,324.0,324.0
2024-12-01,21.915,347.0,347.0
