measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2020-01-01,0.0,0.0,0.0,610.303,5351.0,5351.0
2020-02-01,0.0,0.0,0.0,685.68,6011.0,6011.0
2020-03-01,0.0,0.0,0.0,982.051,8610.0,8610.0
2020-04-01,0.0,0.0,0.0,1021.225,8953.0,8953.0
2020-05-01,0.0,0.0,0.0,1336.508,11717.0,11717.0
2020-06-01,0.0,0.0,0.0,1402.969,12300.0,12300.0
2020-07-01,0.0,0.0,0.0,1321.379,11585.0,11585.0
2020-08-01,0.0,0.0,0.0,1141.719,10009.0,10009.0
2020-09-01,0.0,0.0,0.0,1049.052,9197.0,9197.0
2020-10-01,0.0,0.0,0.0,757.544,6641.0,6641.0
2020-11-01,0.0,0.0,0.0,695.135,6094.0,6094.0
2020-12-01,0.0,0.0,0.0,481.435,4221.0,4221.0
2021-01-01,,,,623.195,5512.0,5512.0
2021-02-01,,,,371.12,3282.0,3282.0
2021-03-01,,,,1216.856,10762.0,10762.0
2021-04-01,,,,1199.936,10612.0,10612.0
2021-05-01,,,,1357.295,12004.0,12004.0
2021-06-01,,,,1351.655,11954.0,11954.0
2021-07-01,,,,1298.638,11485.0,11485.0
2021-08-01,,,,1135.92,10046.0,10046.0
2021-09-01,,,,1026.22,9076.0,9076.0
2021-10-01,,,,822.33,7273.0,7273.0
2021-11-01,,,,710.937,6288.0,6288.0
2021-12-01,,,,637.898,5642.0,5642.0
2022-01-01,,,,659.298,2250.0,2250.0
2022-02-01,,,,804.837,2746.0,2746.0
2022-03-01,,,,1078.021,3678.0,3678.0
2022-04-01,,,,1275.784,4353.0,4353.0
2022-05-01,,,,1308.855,4466.0,4466.0
2022-06-01,,,,1356.373,4628.0,4628.0
2022-07-01,,,,1379.901,4708.0,4708.0
2022-08-01,,,,1414.098,4825.0,4825.0
2022-09-01,,,,1182.734,4035.0,4035.0
2022-10-01,,,,979.802,3343.0,3343.0
2022-11-01,,,,778.99,2658.0,2658.0
2022-12-01,,,,590.307,2014.0,2014.0
2023-01-01,,,,475.0,1621.0,1621.0
2023-02-01,,,,836.0,2852.0,2852.0
2023-03-01,,,,1133.0,3866.0,3866.0
2023-04-01,,,,1291.0,4405.0,4405.0
2023-05-01,,,,1656.0,5650.0,5650.0
2023-06-01,,,,1157.0,3948.0,3948.0
2023-07-01,,,,1436.0,4900.0,4900.0
2023-08-01,,,,1310.0,4470.0,4470.0
2023-09-01,,,,1090.0,3719.0,3719.0
2023-10-01,,,,989.0,3374.0,3374.0
2023-11-01,,,,855.0,2917.0,2917.0
2023-12-01,,,,408.0,1392.0,1392.0
2024-01-01,0.0,0.0,0.0,313.0,1068.0,1068.0
2024-02-01,0.0,0.0,0.0,828.0,2825.0,2825.0
2024-03-01,0.0,0.0,0.0,1145.0,3907.0,3907.0
2024-04-01,0.0,0.0,0.0,1182.0,4033.0,4033.0
2024-05-01,0.0,0.0,0.0,1255.0,4282.0,4282.0
2024-06-01,0.0,0.0,0.0,1052.0,3589.0,3589.0
2024-07-01,0.0,0.0,0.0,1448.0,4941.0,4941.0
2024-08-01,0.0,0.0,0.0,944.0,3221.0,3221.0
2024-09-01,0.0,0.0,0.0,1085.0,3702.0,3702.0
2024-10-01,0.0,0.0,0.0,549.0,1873.0,1873.0
2024-11-01,0.0,0.0,0.0,644.0,2197.0,2197.0
2024-12-01,0.0,0.0,0.0,422.0,1440.0,1440.0
