measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2017-12-01,24.0,221.0,221.0
2018-01-01,188.469,1716.0,1716.0
2018-02-01,166.312,1514.0,1514.0
2018-03-01,473.108,4307.0,4307.0
2018-04-01,544.491,4957.0,4957.0
2018-05-01,557.577,5076.0,5076.0
2018-06-01,541.219,4927.0,4927.0
2018-07-01,608.537,5540.0,5540.0
2018-08-01,525.059,4780.0,4780.0
2018-09-01,438.259,3990.0,3990.0
2018-10-01,332.127,3024.0,3024.0
2018-11-01,149.11,1357.0,1357.0
2018-12-01,169.732,1545.0,1545.0
2019-01-01,201.271,1792.0,1792.0
2019-02-01,311.276,2772.0,2772.0
2019-03-01,442.13,3937.0,3937.0
2019-04-01,462.661,4120.0,4120.0
2019-05-01,476.786,4246.0,4246.0
2019-06-01,538.117,4792.0,4792.0
2019-07-01,648.545,5775.0,5775.0
2019-08-01,601.391,5355.0,5355.0
2019-09-01,434.726,3871.0,3871.0
2019-10-01,364.048,3242.0,3242.0
2019-11-01,216.654,1929.0,1929.0
2019-12-01,192.395,1713.0,1713.0
2020-01-01,174.823,1533.0,1533.0
2020-02-01,259.617,2276.0,2276.0
2020-03-01,381.807,3347.0,3347.0
2020-04-01,468.624,4108.0,4108.0
2020-05-01,552.434,4843.0,4843.0
2020-06-01,679.198,5955.0,5955.0
2020-07-01,652.516,5721.0,5721.0
2020-08-01,613.429,5378.0,5378.0
2020-09-01,480.07,4209.0,4209.0
2020-10-01,379.255,3325.0,3325.0
2020-11-01,257.772,2260.0,2260.0
2020-12-01,187.455,1643.0,1643.0
2021-01-01,156.615,1385.0,1385.0
2021-02-01,269.031,2379.0,2379.0
2021-03-01,555.377,4912.0,4912.0
2021-04-01,508.915,4501.0,4501.0
2021-05-01,587.396,5195.0,5195.0
2021-06-01,571.561,5055.0,5055.0
2021-07-01,501.519,4435.0,4435.0
2021-08-01,481.942,4262.0,4262.0
2021-09-01,568.255,5026.0,5026.0
2021-10-01,321.585,2844.0,2844.0
2021-11-01,231.095,2044.0,2044.0
2021-12-01,166.709,1474.0,1474.0
2022-01-01,223.914,764.0,764.0
2022-02-01,304.094,1038.0,1038.0
2022-03-01,416.88,1422.0,1422.0
2022-04-01,425.787,1453.0,1453.0
2022-05-01,571.654,1950.0,1950.0
2022-06-01,714.032,2436.0,2436.0
2022-07-01,617.885,2108.0,2108.0
2022-08-01,578.974,1975.0,1975.0
2022-09-01,484.387,1653.0,1653.0
2022-10-01,438.848,1497.0,1497.0
2022-11-01,270.592,923.0,923.0
2022-12-01,152.953,522.0,522.0
2023-01-01,115.0,392.0,392.0
2023-02-01,318.0,1085.0,1085.0
2023-03-01,388.0,1324.0,1324.0
2023-04-01,442.0,1508.0,1508.0
2023-05-01,589.0,2010.0,2010.0
2023-06-01,455.0,1552.0,1552.0
2023-07-01,618.0,2109.0,2109.0
2023-08-01,580.0,1979.0,1979.0
2023-09-01,477.0,1628.0,1628.0
2023-10-01,328.0,1119.0,1119.0
2023-11-01,302.0,1030.0,1030.0
2023-12-01,137.0,467.0,467.0
2024-01-01,113.0,386.0,386.0
2024-02-01,318.0,1085.0,1085.0
2024-03-01,435.0,1484.0,1484.0
2024-04-01,469.0,1600.0,1600.0
2024-05-01,538.0,1836.0,1836.0
2024-06-01,615.0,2098.0,2098.0
2024-07-01,593.0,2023.0,2023.0
2024-08-01,609.0,2078.0,2078.0
2024-09-01,450.0,1535.0,1535.0
2024-10-01,440.0,1501.0,1501.0
2024-11-01,193.0,659.0,659.0
2024-12-01,158.0,539.0,539.0
