measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2016-01-01,235.577,2175.0,2175.0
2016-02-01,242.453,2238.0,2238.0
2016-03-01,478.101,4414.0,4414.0
2016-04-01,401.934,3711.0,3711.0
2016-05-01,352.793,3257.0,3257.0
2016-06-01,417.104,3851.0,3851.0
2016-07-01,432.32,3991.0,3991.0
2016-08-01,568.775,5251.0,5251.0
2016-09-01,408.123,3768.0,3768.0
2016-10-01,314.041,2899.0,2899.0
2016-11-01,223.816,2066.0,2066.0
2016-12-01,361.963,3342.0,3342.0
2017-01-01,575.968,5306.0,5306.0
2017-02-01,703.131,6478.0,6478.0
2017-03-01,865.626,7975.0,7975.0
2017-04-01,942.865,8687.0,8687.0
2017-05-01,1030.747,9496.0,9496.0
2017-06-01,881.596,8122.0,8122.0
2017-07-01,983.825,9064.0,9064.0
2017-08-01,888.193,8183.0,8183.0
2017-09-01,852.944,7858.0,7858.0
2017-10-01,742.724,6843.0,6843.0
2017-11-01,656.028,6044.0,6044.0
2017-12-01,536.353,4941.0,4941.0
2018-01-01,639.887,5826.0,5826.0
2018-02-01,560.87,5106.0,5106.0
2018-03-01,810.218,7376.0,7376.0
2018-04-01,994.869,9057.0,9057.0
2018-05-01,988.241,8997.0,8997.0
2018-06-01,1063.144,9679.0,9679.0
2018-07-01,1003.822,9139.0,9139.0
2018-08-01,1024.994,9332.0,9332.0
2018-09-01,678.612,6178.0,6178.0
2018-10-01,730.643,6652.0,6652.0
2018-11-01,529.859,4824.0,4824.0
2018-12-01,437.841,3986.0,3986.0
2019-01-01,536.387,4777.0,4777.0
2019-02-01,516.957,4604.0,4604.0
2019-03-01,856.548,7628.0,7628.0
2019-04-01,880.221,7838.0,7838.0
2019-05-01,999.993,8905.0,8905.0
2019-06-01,969.1,8630.0,8630.0
2019-07-01,1077.361,9594.0,9594.0
2019-08-01,959.403,8543.0,8543.0
2019-09-01,874.904,7791.0,7791.0
2019-10-01,693.736,6178.0,6178.0
2019-11-01,597.442,5320.0,5320.0
2019-12-01,529.948,4719.0,4719.0
2020-01-01,464.449,4072.0,4072.0
2020-02-01,477.316,4185.0,4185.0
2020-03-01,610.534,5353.0,5353.0
2020-04-01,829.265,7270.0,7270.0
2020-05-01,829.924,7276.0,7276.0
2020-06-01,807.413,7079.0,7079.0
2020-07-01,903.153,7918.0,7918.0
2020-08-01,725.194,6358.0,6358.0
2020-09-01,614.18,5385.0,5385.0
2020-10-01,622.671,5459.0,5459.0
2020-11-01,520.779,4566.0,4566.0
2020-12-01,440.122,3859.0,3859.0
2021-01-01,481.787,4261.0,4261.0
2021-02-01,470.641,4162.0,4162.0
2021-03-01,772.079,6828.0,6828.0
2021-04-01,1037.462,9175.0,9175.0
2021-05-01,1045.506,9246.0,9246.0
2021-06-01,963.124,8518.0,8518.0
2021-07-01,1040.662,9204.0,9204.0
2021-08-01,948.483,8388.0,8388.0
2021-09-01,887.243,7847.0,7847.0
2021-10-01,728.48,6443.0,6443.0
2021-11-01,685.066,6059.0,6059.0
2021-12-01,500.467,4426.0,4426.0
2022-01-01,537.074,1832.0,1832.0
2022-02-01,599.289,2045.0,2045.0
2022-03-01,781.425,2666.0,2666.0
2022-04-01,1014.331,3461.0,3461.0
2022-05-01,961.464,3281.0,3281.0
2022-06-01,1016.092,3467.0,3467.0
2022-07-01,904.629,3087.0,3087.0
2022-08-01,879.991,3003.0,3003.0
2022-09-01,823.876,2811.0,2811.0
2022-10-01,690.78,2357.0,2357.0
2022-11-01,539.452,1841.0,1841.0
2022-12-01,422.597,1442.0,1442.0
2023-01-01,561.0,1914.0,1914.0
2023-02-01,622.0,2122.0,2122.0
2023-03-01,754.0,2573.0,2573.0
2023-04-01,675.0,2303.0,2303.0
2023-05-01,862.0,2941.0,2941.0
2023-06-01,892.0,3044.0,3044.0
2023-07-01,838.0,2859.0,2859.0
2023-08-01,899.0,3067.0,3067.0
2023-09-01,791.0,2699.0,2699.0
2023-10-01,862.0,2941.0,2941.0
2023-11-01,705.0,2405.0,2405.0
2023-12-01,587.0,2003.0,2003.0
2024-01-01,607.0,2071.0,2071.0
2024-02-01,732.0,2498.0,2498.0
2024-03-01,858.0,2927.0,2927.0
2024-04-01,913.0,3115.0,3115.0
2024-05-01,946.0,3228.0,3228.0
2024-06-01,1028.0,3508.0,3508.0
2024-07-01,911.0,3108.0,3108.0
2024-08-01,919.0,3136.0,3136.0
2024-09-01,694.0,2368.0,2368.0
2024-10-01,905.0,3088.0,3088.0
2024-11-01,638.0,2177.0,2177.0
2024-12-01,567.0,1935.0,1935.0
