measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,8099.631,76732.0,76732.0
2003-02-01,7473.0830000000005,70796.0,70796.0
2003-03-01,8238.172,78044.0,78044.0
2003-04-01,7790.72,73805.0,73805.0
2003-05-01,8920.241,84506.0,84506.0
2003-06-01,9293.999,88047.0,88047.0
2003-07-01,11932.651,113044.0,113044.0
2003-08-01,11210.307,106201.0,106201.0
2003-09-01,10244.097,97047.0,97047.0
2003-10-01,9640.598,91330.0,91330.0
2003-11-01,8160.765,77311.0,77311.0
2003-12-01,8664.737000000001,82085.0,82085.0
2004-01-01,5174.329000000001,50363.0,50363.0
2004-02-01,4680.348,45555.0,45555.0
2004-03-01,4639.978,45162.0,45162.0
2004-04-01,4383.079000000001,42662.0,42662.0
2004-05-01,4817.029,46885.0,46885.0
2004-06-01,4389.384,42723.0,42723.0
2004-07-01,4938.554,48068.0,48068.0
2004-08-01,4926.872,47954.0,47954.0
2004-09-01,4798.794,46708.0,46708.0
2004-10-01,4338.189,42225.0,42225.0
2004-11-01,4689.818,45647.0,45647.0
2004-12-01,4779.626,46521.0,46521.0
2005-01-01,3511.4280000000003,35725.51,35725.51
2005-02-01,2914.9880000000003,29657.29,29657.29
2005-03-01,3609.974,36728.13,36728.13
2005-04-01,3556.94,36188.56,36188.56
2005-05-01,4193.058,42660.46,42660.46
2005-06-01,5291.754,53838.68,53838.68
2005-07-01,6632.15,67475.96,67475.96
2005-08-01,6870.189,69897.78,69897.78
2005-09-01,5227.784000000001,53187.84,53187.84
2005-10-01,4176.361,42490.6,42490.6
2005-11-01,3563.128,36251.51,36251.51
2005-12-01,3477.246,35377.75,35377.75
2006-01-01,2635.443,26995.0,26995.0
2006-02-01,3126.713,32027.0,32027.0
2006-03-01,3566.3030000000003,36530.0,36530.0
2006-04-01,3988.9880000000003,40859.0,40859.0
2006-05-01,4620.244000000001,47325.0,47325.0
2006-06-01,5887.447,60305.0,60305.0
2006-07-01,7401.8060000000005,75817.0,75817.0
2006-08-01,7495.152,76773.0,76773.0
2006-09-01,5099.718,52237.0,52237.0
2006-10-01,4617.344,47296.0,47296.0
2006-11-01,3429.096,35124.0,35124.0
2006-12-01,3574.7450000000003,36616.0,36616.0
2007-01-01,3564.193,33839.0,33839.0
2007-02-01,3242.029,30780.0,30780.0
2007-03-01,2998.9570000000003,28472.0,28472.0
2007-04-01,2985.08,28341.0,28341.0
2007-05-01,3329.6110000000003,31612.0,31612.0
2007-06-01,3936.722,37376.0,37376.0
2007-07-01,5362.674,50914.0,50914.0
2007-08-01,5945.068,56443.0,56443.0
2007-09-01,4684.835,44478.0,44478.0
2007-10-01,4439.837,42152.0,42152.0
2007-11-01,4221.159000000001,40077.0,40077.0
2007-12-01,4703.836,44659.0,44659.0
2008-01-01,4674.43,44045.0,44045.0
2008-02-01,3916.735,36904.0,36904.0
2008-03-01,3675.842,34636.0,34636.0
2008-04-01,4181.585,39400.0,39400.0
2008-05-01,3323.7200000000003,31317.0,31317.0
2008-06-01,3637.8340000000003,34277.0,34277.0
2008-07-01,4764.87,44896.0,44896.0
2008-08-01,5574.386,52524.0,52524.0
2008-09-01,5020.745,47307.0,47307.0
2008-10-01,4680.6630000000005,44103.0,44103.0
2008-11-01,4076.2720000000004,38408.0,38408.0
2008-12-01,4559.918000000001,42965.0,42965.0
2009-01-01,5662.447,53002.0,53002.0
2009-02-01,5210.112,48767.0,48767.0
2009-03-01,4847.987,45377.0,45377.0
2009-04-01,4164.514,38980.0,38980.0
2009-05-01,4231.039,39602.0,39602.0
2009-06-01,3921.413,36704.0,36704.0
2009-07-01,7175.415,67162.0,67162.0
2009-08-01,7357.817,68869.0,68869.0
2009-09-01,7710.429,72170.0,72170.0
2009-10-01,6029.443,56435.0,56435.0
2009-11-01,5506.178,51538.0,51538.0
2009-12-01,6320.206,59157.0,59157.0
2010-01-01,3780.967,35875.0,35875.0
2010-02-01,3490.715,33122.0,33122.0
2010-03-01,3717.353,35272.0,35272.0
2010-04-01,3131.147,29709.0,29709.0
2010-05-01,2280.6150000000002,21640.0,21640.0
2010-06-01,2128.877,20199.0,20199.0
2010-07-01,3514.5080000000003,33347.0,33347.0
2010-08-01,4148.424,39362.0,39362.0
2010-09-01,3844.117,36475.0,36475.0
2010-10-01,4315.616,40948.0,40948.0
2010-11-01,3634.16,34483.0,34483.0
2010-12-01,3404.501,32303.0,32303.0
2011-01-01,2266.098,21794.0,21794.0
2011-02-01,2234.559,21489.0,21489.0
2011-03-01,1777.44,17093.0,17093.0
2011-04-01,1514.496,14565.0,14565.0
2011-05-01,1351.277,12995.0,12995.0
2011-06-01,1503.799,14462.0,14462.0
2011-07-01,2410.953,23186.0,23186.0
2011-08-01,2960.071,28467.0,28467.0
2011-09-01,3004.933,28899.0,28899.0
2011-10-01,2406.676,23145.0,23145.0
2011-11-01,2372.682,22817.0,22817.0
2011-12-01,3087.016,29687.0,29687.0
2012-01-01,5040.589,48601.0,48601.0
2012-02-01,5040.204,48598.0,48598.0
2012-03-01,4793.839,46222.0,46222.0
2012-04-01,4441.614,42826.0,42826.0
2012-05-01,4410.61,42527.0,42527.0
2012-06-01,4669.378,45022.0,45022.0
2012-07-01,5522.393,53247.0,53247.0
2012-08-01,7271.766,70115.0,70115.0
2012-09-01,6605.976,63695.0,63695.0
2012-10-01,6112.773,58940.0,58940.0
2012-11-01,5277.881,50890.0,50890.0
2012-12-01,4978.977,48007.0,48007.0
2013-01-01,7587.594,71388.0,71388.0
2013-02-01,6989.402,65759.0,65759.0
2013-03-01,6740.845,63421.0,63421.0
2013-04-01,5800.537,54574.0,54574.0
2013-05-01,6125.81,57634.0,57634.0
2013-06-01,7247.267,68186.0,68186.0
2013-07-01,9195.965,86519.0,86519.0
2013-08-01,9378.618,88238.0,88238.0
2013-09-01,9355.177,88018.0,88018.0
2013-10-01,8117.296,76371.0,76371.0
2013-11-01,8006.658,75330.0,75330.0
2013-12-01,9323.831,87723.0,87723.0
2014-01-01,4971.714,47530.0,47530.0
2014-02-01,4642.72,44385.0,44385.0
2014-03-01,4028.861,38515.0,38515.0
2014-04-01,3830.898,36623.0,36623.0
2014-05-01,3862.84,36929.0,36929.0
2014-06-01,3808.086,36405.0,36405.0
2014-07-01,5387.989,51509.0,51509.0
2014-08-01,5561.749,53170.0,53170.0
2014-09-01,5817.701,55617.0,55617.0
2014-10-01,5739.099,54865.0,54865.0
2014-11-01,4147.647,39651.0,39651.0
2014-12-01,4511.696,43132.0,43132.0
2015-01-01,4405.704,42199.0,42199.0
2015-02-01,3262.296,31248.0,31248.0
2015-03-01,3821.875,36607.0,36607.0
2015-04-01,3667.545,35130.0,35130.0
2015-05-01,3580.485,34296.0,34296.0
2015-06-01,5034.783,48225.0,48225.0
2015-07-01,5678.597,54392.0,54392.0
2015-08-01,5989.872,57373.0,57373.0
2015-09-01,5948.489,56977.0,56977.0
2015-10-01,5730.172,54886.0,54886.0
2015-11-01,4224.991,40469.0,40469.0
2015-12-01,4519.191,43287.0,43287.0
2016-01-01,11409.827,122726.0,122726.0
2016-02-01,9055.141,97399.0,97399.0
2016-03-01,7042.468,75750.0,75750.0
2016-04-01,6734.897,72442.0,72442.0
2016-05-01,7269.963,78197.0,78197.0
2016-06-01,11060.005,118964.0,118964.0
2016-07-01,13045.446,140319.0,140319.0
2016-08-01,14428.741,155198.0,155198.0
2016-09-01,11944.753,128480.0,128480.0
2016-10-01,11782.624,126736.0,126736.0
2016-11-01,9059.833,97449.0,97449.0
2016-12-01,10259.302,110351.0,110351.0
2017-01-01,6619.241,64288.0,64288.0
2017-02-01,5052.329,49072.0,49072.0
2017-03-01,4184.011,40639.0,40639.0
2017-04-01,3737.588,36302.0,36302.0
2017-05-01,4636.831,45037.0,45037.0
2017-06-01,6100.449,59252.0,59252.0
2017-07-01,8319.01,80800.0,80800.0
2017-08-01,9391.001,91213.0,91213.0
2017-09-01,7727.042,75051.0,75051.0
2017-10-01,7318.028,71078.0,71078.0
2017-11-01,6359.93,61772.0,61772.0
2017-12-01,6742.54,65488.0,65488.0
2018-01-01,3115.398,29543.0,29543.0
2018-02-01,2735.39,25940.0,25940.0
2018-03-01,2844.904,26978.0,26978.0
2018-04-01,2141.029,20303.0,20303.0
2018-05-01,1954.457,18534.0,18534.0
2018-06-01,2673.615,25353.0,25353.0
2018-07-01,4665.444,44242.0,44242.0
2018-08-01,4315.952,40928.0,40928.0
2018-09-01,3473.485,32938.0,32938.0
2018-10-01,3882.566,36818.0,36818.0
2018-11-01,3470.863,32914.0,32914.0
2018-12-01,3496.897,33160.0,33160.0
2019-01-01,2017.152,19092.0,19092.0
2019-02-01,1870.327,17703.0,17703.0
2019-03-01,1631.015,15438.0,15438.0
2019-04-01,1144.479,10833.0,10833.0
2019-05-01,986.214,9335.0,9335.0
2019-06-01,1318.745,12482.0,12482.0
2019-07-01,2078.875,19677.0,19677.0
2019-08-01,2441.887,23113.0,23113.0
2019-09-01,2148.68,20338.0,20338.0
2019-10-01,2200.712,20830.0,20830.0
2019-11-01,2158.324,20428.0,20428.0
2019-12-01,2238.59,21188.0,21188.0
