measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2021-01-01,19.542,275.0,275.0
2021-02-01,19.005,266.0,266.0
2021-03-01,14.812,208.0,208.0
2021-04-01,16.873,236.0,236.0
2021-05-01,19.313,271.0,271.0
2021-06-01,26.289,368.0,368.0
2021-07-01,28.961,407.0,407.0
2021-08-01,29.534,414.0,414.0
2021-09-01,24.956,350.0,350.0
2021-10-01,21.118,296.0,296.0
2021-11-01,17.37,244.0,244.0
2021-12-01,18.227,256.0,256.0
2022-01-01,18.902,268.0,268.0
2022-02-01,16.827,239.0,239.0
2022-03-01,13.4,191.0,191.0
2022-04-01,13.968,199.0,199.0
2022-05-01,20.635,293.0,293.0
2022-06-01,25.119,358.0,358.0
2022-07-01,29.6,421.0,421.0
2022-08-01,29.754,424.0,424.0
2022-09-01,25.081,356.0,356.0
2022-10-01,19.384,276.0,276.0
2022-11-01,18.168,258.0,258.0
2022-12-01,20.162,287.0,287.0
2023-01-01,20.131,287.0,287.0
2023-02-01,18.987,270.0,270.0
2023-03-01,18.739,266.0,266.0
2023-04-01,18.097,257.0,257.0
2023-05-01,25.838,367.0,367.0
2023-06-01,29.847,424.0,424.0
2023-07-01,32.733,464.0,464.0
2023-08-01,36.028,511.0,511.0
2023-09-01,30.352,431.0,431.0
2023-10-01,22.404,318.0,318.0
2023-11-01,20.772,295.0,295.0
2023-12-01,22.072,313.0,313.0
2024-01-01,23.415,360.0,360.0
2024-02-01,16.166,247.0,247.0
2024-03-01,18.346,281.0,281.0
2024-04-01,17.236,264.0,264.0
2024-05-01,23.029,353.0,353.0
2024-06-01,25.981,398.0,398.0
2024-07-01,28.084,430.0,430.0
2024-08-01,31.733,486.0,486.0
2024-09-01,26.33,403.0,403.0
2024-10-01,22.807,349.0,349.0
2024-11-01,18.272,280.0,280.0
2024-12-01,19.601,300.0,300.0
