measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-01-01,-37.0,0.0,0.0
2003-02-01,432.0,9759.0,9759.0
2003-04-01,-69.0,0.0,0.0
2003-05-01,-62.0,0.0,0.0
2003-06-01,911.0,11953.0,11953.0
2003-07-01,827.0,13346.0,13346.0
2003-08-01,3967.0,55259.0,55259.0
2003-09-01,332.0,5109.0,5109.0
2003-10-01,503.0,7458.0,7458.0
2003-11-01,1065.0,14903.0,14903.0
2003-12-01,1622.0,22184.0,22184.0
2004-01-01,1335.143,21865.0,21865.0
2004-02-01,0.0,0.0,0.0
2004-03-01,125.23400000000001,2051.0,2051.0
2004-04-01,107.432,1759.0,1759.0
2004-05-01,745.403,12207.0,12207.0
2004-06-01,470.095,7699.0,7699.0
2004-07-01,185.05700000000002,3031.0,3031.0
2004-08-01,145.727,2387.0,2387.0
2004-09-01,282.968,4634.0,4634.0
2004-10-01,421.65700000000004,6905.0,6905.0
2004-11-01,143.243,2346.0,2346.0
2004-12-01,220.04,3604.0,3604.0
2005-01-01,4993.944,76549.46,76549.46
2005-02-01,1715.759,26299.94,26299.94
2005-03-01,1901.7060000000001,29150.21,29150.21
2005-04-01,2303.5060000000003,35309.18,35309.18
2005-05-01,2139.37,32793.24,32793.24
2005-06-01,2776.695,42562.45,42562.45
2005-07-01,2826.3340000000003,43323.34,43323.34
2005-08-01,3320.259,50894.44,50894.44
2005-09-01,2173.473,33315.99,33315.99
2005-10-01,2413.675,36997.92,36997.92
2005-11-01,1940.384,29743.1,29743.1
2005-12-01,4102.894,62891.03,62891.03
2006-01-01,3976.195,58091.0,58091.0
2006-02-01,2080.617,30397.0,30397.0
2006-03-01,1747.739,25534.0,25534.0
2006-04-01,3347.868,48911.0,48911.0
2006-05-01,3129.415,45720.0,45720.0
2006-06-01,2844.4210000000003,41556.0,41556.0
2006-07-01,4120.212,60195.0,60195.0
2006-08-01,3996.583,58389.0,58389.0
2006-09-01,1836.094,26825.0,26825.0
2006-10-01,1939.509,28336.0,28336.0
2006-11-01,2283.831,33366.0,33366.0
2006-12-01,2530.516,36970.0,36970.0
2007-01-01,2771.8050000000003,39808.0,39808.0
2007-02-01,6156.8730000000005,88423.0,88423.0
2007-03-01,1667.977,23955.0,23955.0
2007-04-01,1616.644,23220.0,23220.0
2007-05-01,1816.0220000000002,26084.0,26084.0
2007-06-01,5157.784000000001,74076.0,74076.0
2007-07-01,3208.942,46087.0,46087.0
2007-08-01,2495.358,35839.0,35839.0
2007-09-01,1769.363,25413.0,25413.0
2007-10-01,2886.5190000000002,41454.0,41454.0
2007-11-01,1716.921,24655.0,24655.0
2007-12-01,2129.791,30588.0,30588.0
2008-01-01,271.0,6286.0,6286.0
2008-02-01,306.0,5833.0,5833.0
2008-03-01,579.0,10525.0,10525.0
2008-04-01,-34.0,858.0,858.0
2008-05-01,-25.0,488.0,488.0
2008-06-01,517.0,9761.0,9761.0
2008-07-01,353.0,5562.0,5562.0
2008-08-01,449.0,7350.0,7350.0
2008-09-01,927.0,15870.0,15870.0
2008-10-01,35.0,1617.0,1617.0
2008-11-01,75.0,1617.0,1617.0
2008-12-01,919.0,16288.0,16288.0
2009-01-01,182.0,4945.0,4945.0
2009-02-01,-157.0,0.0,0.0
2009-03-01,34.0,911.0,911.0
2009-04-01,-29.0,841.0,841.0
2009-05-01,51.0,3434.0,3434.0
2009-06-01,-43.0,0.0,0.0
2009-07-01,-27.0,0.0,0.0
2009-08-01,344.0,5668.0,5668.0
2009-09-01,136.0,2867.0,2867.0
2009-10-01,16.0,1541.0,1541.0
2009-11-01,89.0,2646.0,2646.0
2009-12-01,-100.0,0.0,0.0
2010-01-01,-112.0,0.0,0.0
2010-02-01,-107.0,0.0,0.0
2010-03-01,-83.0,0.0,0.0
2010-04-01,54.0,1887.0,1887.0
2010-05-01,-47.0,0.0,0.0
2010-06-01,-35.0,1788.0,1788.0
2010-07-01,-54.0,0.0,0.0
2010-08-01,-53.0,0.0,0.0
2010-09-01,-20.0,0.0,0.0
2010-10-01,-10.0,0.0,0.0
2010-11-01,-8.0,0.0,0.0
2010-12-01,-20.0,0.0,0.0
2011-01-01,-50.0,0.0,0.0
2011-02-01,-50.0,0.0,0.0
2011-03-01,-43.0,0.0,0.0
2011-04-01,-37.0,0.0,0.0
2011-05-01,-47.0,0.0,0.0
2011-06-01,26.0,1488.0,1488.0
2011-07-01,-13.0,970.0,970.0
2011-08-01,59.0,1488.0,1488.0
2011-09-01,-64.0,0.0,0.0
2011-10-01,-56.0,123.0,123.0
