measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2019-08-01,184.552,1643.0,1643.0
2019-09-01,150.924,1344.0,1344.0
2019-10-01,138.674,1235.0,1235.0
2019-11-01,88.687,790.0,790.0
2019-12-01,57.163,509.0,509.0
2020-01-01,112.544,987.0,987.0
2020-02-01,152.561,1338.0,1338.0
2020-03-01,149.29,1309.0,1309.0
2020-04-01,188.147,1649.0,1649.0
2020-05-01,246.238,2159.0,2159.0
2020-06-01,245.204,2150.0,2150.0
2020-07-01,276.962,2428.0,2428.0
2020-08-01,229.455,2012.0,2012.0
2020-09-01,180.168,1580.0,1580.0
2020-10-01,166.534,1460.0,1460.0
2020-11-01,131.657,1154.0,1154.0
2020-12-01,104.24,914.0,914.0
2021-01-01,107.421,950.0,950.0
2021-02-01,140.721,1245.0,1245.0
2021-03-01,181.695,1607.0,1607.0
2021-04-01,227.435,2011.0,2011.0
2021-05-01,247.899,2192.0,2192.0
2021-06-01,240.808,2130.0,2130.0
2021-07-01,230.648,2040.0,2040.0
2021-08-01,226.866,2006.0,2006.0
2021-09-01,195.617,1730.0,1730.0
2021-10-01,162.817,1440.0,1440.0
2021-11-01,129.552,1146.0,1146.0
2021-12-01,88.521,783.0,783.0
2022-01-01,112.957,385.0,385.0
2022-02-01,134.735,460.0,460.0
2022-03-01,178.63,609.0,609.0
2022-04-01,201.501,688.0,688.0
2022-05-01,236.165,806.0,806.0
2022-06-01,245.906,839.0,839.0
2022-07-01,237.173,809.0,809.0
2022-08-01,220.214,751.0,751.0
2022-09-01,185.842,634.0,634.0
2022-10-01,171.214,584.0,584.0
2022-11-01,126.927,433.0,433.0
2022-12-01,88.736,303.0,303.0
2023-01-01,89.0,304.0,304.0
2023-02-01,121.0,413.0,413.0
2023-03-01,160.0,546.0,546.0
2023-04-01,236.0,805.0,805.0
2023-05-01,227.0,775.0,775.0
2023-06-01,250.0,853.0,853.0
2023-07-01,266.0,908.0,908.0
2023-08-01,232.0,792.0,792.0
2023-09-01,188.0,641.0,641.0
2023-10-01,167.0,570.0,570.0
2023-11-01,112.0,382.0,382.0
2023-12-01,72.0,246.0,246.0
2024-01-01,78.0,266.0,266.0
2024-02-01,110.0,375.0,375.0
2024-03-01,167.31,571.0,571.0
2024-04-01,213.0,727.0,727.0
2024-05-01,256.0,873.0,873.0
2024-06-01,245.0,836.0,836.0
2024-07-01,236.0,805.0,805.0
2024-08-01,216.0,737.0,737.0
2024-09-01,168.0,573.0,573.0
2024-10-01,146.0,498.0,498.0
2024-11-01,99.0,338.0,338.0
2024-12-01,74.0,252.0,252.0
