measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2021-08-01,,,,470.365,4160.0,4160.0
2021-09-01,0.0,0.0,0.0,437.136,3866.0,3866.0
2021-10-01,0.0,0.0,0.0,323.054,2857.0,2857.0
2021-11-01,0.0,0.0,0.0,319.5,2826.0,2826.0
2021-12-01,0.0,0.0,0.0,170.945,1512.0,1512.0
2022-01-01,0.0,0.0,0.0,163.013,556.0,556.0
2022-02-01,0.0,0.0,0.0,107.279,366.0,366.0
2022-03-01,0.0,0.0,0.0,160.106,546.0,546.0
2022-04-01,0.0,0.0,0.0,195.618,667.0,667.0
2022-05-01,0.0,0.0,0.0,220.172,751.0,751.0
2022-06-01,0.0,0.0,0.0,221.457,756.0,756.0
2022-07-01,0.0,0.0,0.0,244.455,834.0,834.0
2022-08-01,0.0,0.0,0.0,215.64,736.0,736.0
2022-09-01,0.0,0.0,0.0,178.775,610.0,610.0
2022-10-01,0.0,0.0,0.0,141.708,484.0,484.0
2022-11-01,0.0,0.0,0.0,116.884,399.0,399.0
2022-12-01,0.0,0.0,0.0,75.893,259.0,259.0
2023-01-01,0.0,0.0,0.0,52.0,177.0,177.0
2023-02-01,0.0,0.0,0.0,104.0,355.0,355.0
2023-03-01,0.0,0.0,0.0,177.0,604.0,604.0
2023-04-01,0.0,0.0,0.0,204.0,696.0,696.0
2023-05-01,0.0,0.0,0.0,291.0,993.0,993.0
2023-06-01,0.0,0.0,0.0,212.0,723.0,723.0
2023-07-01,0.0,0.0,0.0,229.0,781.0,781.0
2023-08-01,0.0,0.0,0.0,211.0,720.0,720.0
2023-09-01,0.0,0.0,0.0,166.0,566.0,566.0
2023-10-01,0.0,0.0,0.0,144.0,491.0,491.0
2023-11-01,0.0,0.0,0.0,123.0,420.0,420.0
2023-12-01,0.0,0.0,0.0,67.0,229.0,229.0
2024-01-01,-1.0,0.0,0.0,36.0,123.0,123.0
2024-02-01,-4.0,0.0,0.0,154.0,525.0,525.0
2024-03-01,-4.0,0.0,0.0,175.0,597.0,597.0
2024-04-01,-3.0,0.0,0.0,193.0,659.0,659.0
2024-05-01,-4.0,0.0,0.0,206.0,703.0,703.0
2024-06-01,-4.0,0.0,0.0,248.0,846.0,846.0
2024-07-01,-5.0,0.0,0.0,235.0,802.0,802.0
2024-08-01,-4.0,0.0,0.0,213.0,727.0,727.0
2024-09-01,-4.0,0.0,0.0,195.0,665.0,665.0
2024-10-01,-4.0,0.0,0.0,174.0,594.0,594.0
2024-11-01,-8.0,0.0,0.0,130.0,444.0,444.0
2024-12-01,-7.0,0.0,0.0,74.0,252.0,252.0
