measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2021-06-01,3603.579,37665.0,37665.0,255.702,2673.0,2673.0
2021-07-01,3717.3,38853.0,38853.0,267.139,2792.0,2792.0
2021-08-01,3596.824,37594.0,37594.0,273.142,2855.0,2855.0
2021-09-01,3311.301,34610.0,34610.0,227.979,2383.0,2383.0
2021-10-01,3515.667,36745.0,36745.0,236.796,2475.0,2475.0
2021-11-01,3507.518,36661.0,36661.0,261.739,2735.0,2735.0
2021-12-01,4129.992,43167.0,43167.0,272.857,2852.0,2852.0
2022-01-01,2761.109,31132.0,31132.0,378.2,4265.0,4265.0
2022-02-01,2647.6,29852.0,29852.0,313.388,3533.0,3533.0
2022-03-01,2825.911,31862.0,31862.0,297.676,3356.0,3356.0
2022-04-01,2741.58,30911.0,30911.0,290.434,3274.0,3274.0
2022-05-01,2505.44,28249.0,28249.0,367.858,4148.0,4148.0
2022-06-01,2597.639,29288.0,29288.0,430.522,4854.0,4854.0
2022-07-01,2856.155,32203.0,32203.0,448.842,5061.0,5061.0
2022-08-01,2618.111,29519.0,29519.0,445.429,5022.0,5022.0
2022-09-01,2391.518,26964.0,26964.0,392.053,4421.0,4421.0
2022-10-01,2600.577,29321.0,29321.0,324.907,3663.0,3663.0
2022-11-01,2586.751,29166.0,29166.0,341.326,3848.0,3848.0
2022-12-01,2748.843,30993.0,30993.0,361.131,4071.0,4071.0
2023-01-01,2808.797,29418.0,29418.0,571.604,5986.0,5986.0
2023-02-01,2579.261,27014.0,27014.0,547.086,5730.0,5730.0
2023-03-01,2593.558,27164.0,27164.0,528.09,5531.0,5531.0
2023-04-01,2594.502,27174.0,27174.0,476.91,4995.0,4995.0
2023-05-01,2871.68,30076.0,30076.0,613.725,6428.0,6428.0
2023-06-01,2551.072,26719.0,26719.0,632.94,6630.0,6630.0
2023-07-01,2650.646,27762.0,27762.0,638.847,6691.0,6691.0
2023-08-01,2569.745,26914.0,26914.0,648.691,6795.0,6795.0
2023-09-01,2341.687,24526.0,24526.0,611.575,6405.0,6405.0
2023-10-01,2632.503,27572.0,27572.0,470.987,4932.0,4932.0
2023-11-01,2638.718,27637.0,27637.0,461.683,4835.0,4835.0
2023-12-01,2828.802,29628.0,29628.0,569.891,5969.0,5969.0
2024-01-01,2761.707,31645.0,31645.0,795.597,9117.0,9117.0
2024-02-01,2598.803,29778.0,29778.0,688.21,7886.0,7886.0
2024-03-01,2488.396,28513.0,28513.0,562.456,6444.0,6444.0
2024-04-01,2513.426,28800.0,28800.0,556.877,6381.0,6381.0
2024-05-01,2623.859,30065.0,30065.0,676.421,7751.0,7751.0
2024-06-01,2250.947,25792.0,25792.0,754.997,8651.0,8651.0
2024-07-01,2427.26,27812.0,27812.0,900.576,10319.0,10319.0
2024-08-01,2515.693,28826.0,28826.0,896.037,10267.0,10267.0
2024-09-01,2298.19,26334.0,26334.0,727.113,8332.0,8332.0
2024-10-01,2464.725,28242.0,28242.0,686.558,7867.0,7867.0
2024-11-01,2609.589,29902.0,29902.0,653.07,7483.0,7483.0
2024-12-01,2529.412,28983.0,28983.0,715.081,8194.0,8194.0
