measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2016-08-01,3462.006,34003.0,34003.0,,,
2016-09-01,2364.461,23223.0,23223.0,,,
2016-10-01,2082.103,20450.0,20450.0,,,
2016-11-01,2199.797,21606.0,21606.0,,,
2016-12-01,2008.633,19728.0,19728.0,,,
2017-01-01,2878.603,28160.0,28160.0,,,
2017-02-01,2746.759,26870.0,26870.0,,,
2017-03-01,2809.678,27485.0,27485.0,,,
2017-04-01,2544.768,24894.0,24894.0,,,
2017-05-01,2582.201,25260.0,25260.0,,,
2017-06-01,2450.63,23973.0,23973.0,,,
2017-07-01,2535.802,24806.0,24806.0,,,
2017-08-01,2407.475,23551.0,23551.0,,,
2017-09-01,2237.456,21888.0,21888.0,,,
2017-10-01,2645.835,25883.0,25883.0,,,
2017-11-01,2731.1,26717.0,26717.0,,,
2017-12-01,2819.693,27584.0,27584.0,,,
2018-01-01,2559.729,22368.0,22368.0,124.689,1090.0,1090.0
2018-02-01,2427.644,21214.0,21214.0,111.379,973.0,973.0
2018-03-01,2583.664,22578.0,22578.0,108.213,946.0,946.0
2018-04-01,2487.926,21741.0,21741.0,87.274,763.0,763.0
2018-05-01,2250.314,19665.0,19665.0,121.056,1058.0,1058.0
2018-06-01,2434.329,21273.0,21273.0,129.688,1133.0,1133.0
2018-07-01,2446.195,21376.0,21376.0,146.198,1277.0,1277.0
2018-08-01,2433.248,21263.0,21263.0,137.867,1205.0,1205.0
2018-09-01,1999.456,17472.0,17472.0,134.277,1173.0,1173.0
2018-10-01,2481.403,21684.0,21684.0,115.532,1010.0,1010.0
2018-11-01,2510.729,21940.0,21940.0,95.859,837.0,837.0
2018-12-01,2579.749,22543.0,22543.0,107.582,940.0,940.0
2019-01-01,2697.454,24003.0,24003.0,660.122,5875.0,5875.0
2019-02-01,2376.609,21147.0,21147.0,600.97,5348.0,5348.0
2019-03-01,2567.057,22842.0,22842.0,525.373,4675.0,4675.0
2019-04-01,2415.454,21493.0,21493.0,594.988,5294.0,5294.0
2019-05-01,2588.679,23034.0,23034.0,665.377,5920.0,5920.0
2019-06-01,2503.208,22274.0,22274.0,719.576,6403.0,6403.0
2019-07-01,2541.433,22614.0,22614.0,786.919,7002.0,7002.0
2019-08-01,2459.686,21886.0,21886.0,825.633,7346.0,7346.0
2019-09-01,2408.354,21430.0,21430.0,763.098,6790.0,6790.0
2019-10-01,2533.769,22546.0,22546.0,692.811,6165.0,6165.0
2019-11-01,2403.97,21390.0,21390.0,692.304,6160.0,6160.0
2019-12-01,2681.84,23863.0,23863.0,708.316,6303.0,6303.0
2020-01-01,3376.445,33555.0,33555.0,383.121,3808.0,3808.0
2020-02-01,3777.05,37536.0,37536.0,426.382,4237.0,4237.0
2020-03-01,2708.235,26914.0,26914.0,340.815,3387.0,3387.0
2020-04-01,2994.248,29756.0,29756.0,319.636,3176.0,3176.0
2020-05-01,1871.689,18601.0,18601.0,418.979,4164.0,4164.0
2020-06-01,2447.446,24323.0,24323.0,473.061,4701.0,4701.0
2020-07-01,2897.113,28791.0,28791.0,502.043,4989.0,4989.0
2020-08-01,3117.123,30978.0,30978.0,489.859,4868.0,4868.0
2020-09-01,3060.385,30414.0,30414.0,378.361,3760.0,3760.0
2020-10-01,2927.517,29094.0,29094.0,365.973,3637.0,3637.0
2020-11-01,2537.987,25222.0,25222.0,386.423,3840.0,3840.0
2020-12-01,3132.905,31135.0,31135.0,425.204,4226.0,4226.0
2021-01-01,3977.802,41576.0,41576.0,256.711,2683.0,2683.0
2021-02-01,3713.539,38814.0,38814.0,179.829,1879.0,1879.0
2021-03-01,3954.539,41333.0,41333.0,187.573,1960.0,1960.0
2021-04-01,3888.822,40646.0,40646.0,217.932,2278.0,2278.0
2021-05-01,3923.238,41006.0,41006.0,222.48,2326.0,2326.0
