measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,113.35600000000001,801.0,801.0
2003-02-01,94.89800000000001,671.0,671.0
2003-03-01,106.31400000000001,751.0,751.0
2003-04-01,93.436,660.0,660.0
2003-05-01,92.281,652.0,652.0
2003-06-01,103.839,734.0,734.0
2003-07-01,113.028,799.0,799.0
2003-08-01,117.406,830.0,830.0
2003-09-01,102.23700000000001,723.0,723.0
2003-10-01,108.197,765.0,765.0
2003-11-01,91.432,646.0,646.0
2003-12-01,102.575,725.0,725.0
2004-01-01,17.407,124.0,124.0
2004-02-01,8.733,62.0,62.0
2004-03-01,97.30600000000001,694.0,694.0
2004-04-01,138.14700000000002,985.0,985.0
2004-05-01,241.876,1725.0,1725.0
2004-06-01,77.52,553.0,553.0
2004-07-01,84.411,602.0,602.0
2004-08-01,243.077,1734.0,1734.0
2004-09-01,63.506,453.0,453.0
2004-10-01,93.26,665.0,665.0
2004-11-01,16.87,120.0,120.0
2004-12-01,9.887,71.0,71.0
2005-01-01,186.691,1371.92,1371.92
2005-02-01,64.141,471.35,471.35
2005-03-01,71.092,522.43,522.43
2005-04-01,86.113,632.81,632.81
2005-05-01,79.977,587.72,587.72
2005-06-01,103.802,762.81,762.81
2005-07-01,105.658,776.44,776.44
2005-08-01,124.123,912.13,912.13
2005-09-01,81.25200000000001,597.09,597.09
2005-10-01,90.232,663.08,663.08
2005-11-01,72.538,533.06,533.06
2005-12-01,153.38,1127.14,1127.14
2006-01-01,98.13300000000001,933.0,933.0
2006-02-01,51.35,488.0,488.0
2006-03-01,43.134,410.0,410.0
2006-04-01,82.626,785.0,785.0
2006-05-01,77.23400000000001,734.0,734.0
2006-06-01,70.2,667.0,667.0
2006-07-01,101.68700000000001,966.0,966.0
2006-08-01,98.63600000000001,937.0,937.0
2006-09-01,45.315,431.0,431.0
2006-10-01,47.867000000000004,455.0,455.0
2006-11-01,56.365,536.0,536.0
2006-12-01,62.453,593.0,593.0
2007-01-01,129.817,880.0,880.0
2007-02-01,288.356,1953.0,1953.0
2007-03-01,78.119,531.0,531.0
2007-04-01,75.715,513.0,513.0
2007-05-01,85.053,577.0,577.0
2007-06-01,241.56400000000002,1638.0,1638.0
2007-07-01,150.29,1020.0,1020.0
2007-08-01,116.87,793.0,793.0
2007-09-01,82.86800000000001,560.0,560.0
2007-10-01,135.189,915.0,915.0
2007-11-01,80.412,542.0,542.0
2007-12-01,99.748,676.0,676.0
2008-01-01,52.029,473.0,473.0
2008-02-01,46.877,438.0,438.0
2008-03-01,56.382000000000005,525.0,525.0
2008-04-01,35.059000000000005,327.0,327.0
2008-05-01,25.639000000000003,239.0,239.0
2008-06-01,89.016,829.0,829.0
2008-07-01,25.794,239.0,239.0
2008-08-01,25.022000000000002,234.0,234.0
2008-09-01,52.883,490.0,490.0
2008-10-01,25.222,234.0,234.0
2008-11-01,16.129,152.0,152.0
2008-12-01,28.948,269.0,269.0
2009-01-01,12.136000000000001,123.0,123.0
2009-02-01,14.755,146.0,146.0
2009-03-01,16.528000000000002,163.0,163.0
2009-04-01,15.077,152.0,152.0
2009-05-01,40.357,403.0,403.0
2009-06-01,15.595,152.0,152.0
2009-07-01,20.526,204.0,204.0
2009-08-01,28.66,286.0,286.0
2009-09-01,13.699,134.0,134.0
2009-10-01,24.965,245.0,245.0
2009-11-01,20.247,198.0,198.0
2009-12-01,23.455,234.0,234.0
2010-01-01,31.445,298.0,298.0
2010-02-01,7.498,76.0,76.0
2010-03-01,10.001000000000001,99.0,99.0
2010-04-01,17.297,169.0,169.0
2010-05-01,33.592,327.0,327.0
2010-06-01,22.272000000000002,216.0,216.0
2010-07-01,14.168000000000001,140.0,140.0
2010-08-01,15.418000000000001,152.0,152.0
2010-09-01,13.177000000000001,128.0,128.0
2010-10-01,23.735,234.0,234.0
2010-11-01,24.954,245.0,245.0
2010-12-01,10.443,99.0,99.0
2011-01-01,5.294,82.0,82.0
2011-02-01,13.223,204.0,204.0
2011-03-01,6.034,93.0,93.0
2011-04-01,18.493,286.0,286.0
2011-05-01,15.925,245.0,245.0
2011-06-01,26.469,409.0,409.0
2011-07-01,12.794,198.0,198.0
2011-08-01,11.147,169.0,169.0
2011-09-01,8.313,128.0,128.0
2011-10-01,11.684,181.0,181.0
2011-11-01,18.171,280.0,280.0
2011-12-01,10.453,163.0,163.0
2012-01-01,14.643,105.0,105.0
2012-02-01,22.866,169.0,169.0
2012-03-01,11.37,82.0,82.0
2012-04-01,46.051,339.0,339.0
2012-05-01,45.282,333.0,333.0
2012-06-01,55.55,409.0,409.0
2012-07-01,24.89,181.0,181.0
2012-08-01,9.935,70.0,70.0
2012-09-01,14.292,105.0,105.0
2012-10-01,33.367,245.0,245.0
2012-11-01,26.354,193.0,193.0
2012-12-01,30.4,222.0,222.0
2013-01-01,9.97,110.0,110.0
2013-02-01,7.885,79.0,79.0
2013-03-01,14.543,153.0,153.0
2013-04-01,24.033,250.0,250.0
2013-05-01,12.627,134.0,134.0
2013-06-01,13.052,134.0,134.0
2013-07-01,11.622,122.0,122.0
2013-08-01,12.193,128.0,128.0
2013-09-01,9.409,98.0,98.0
2013-10-01,9.321,98.0,98.0
2013-11-01,10.091,104.0,104.0
2013-12-01,31.254,323.0,323.0
2014-01-01,27.128,281.0,281.0
2014-02-01,28.917,299.0,299.0
2014-03-01,23.404,238.0,238.0
2014-04-01,9.106,92.0,92.0
2014-05-01,37.021,378.0,378.0
2014-06-01,21.914,226.0,226.0
2014-07-01,4.963,49.0,49.0
2014-08-01,10.486,110.0,110.0
2014-09-01,10.056,104.0,104.0
2014-10-01,14.263,146.0,146.0
2014-11-01,30.042,311.0,311.0
2014-12-01,5.7,61.0,61.0
2015-01-01,13.33,140.0,140.0
2015-02-01,6.412,67.0,67.0
2015-03-01,16.318,171.0,171.0
2015-04-01,10.047,104.0,104.0
2015-05-01,28.523,299.0,299.0
2015-06-01,16.08,171.0,171.0
2015-07-01,24.071,256.0,256.0
2015-08-01,9.039,98.0,98.0
2015-09-01,10.66,110.0,110.0
2015-10-01,11.087,116.0,116.0
2015-11-01,9.355,98.0,98.0
2015-12-01,46.078,488.0,488.0
2016-01-01,38.175,390.0,390.0
2016-02-01,27.127,287.0,287.0
2016-03-01,15.012,159.0,159.0
2016-04-01,16.355,171.0,171.0
2016-05-01,35.626,372.0,372.0
2016-06-01,14.571,153.0,153.0
2016-07-01,13.228,140.0,140.0
2016-08-01,16.58,177.0,177.0
2016-09-01,21.445,226.0,226.0
2016-10-01,26.476,281.0,281.0
2016-11-01,13.185,140.0,140.0
2016-12-01,40.22,421.0,421.0
2017-01-01,32.175,336.0,336.0
2017-02-01,6.661,73.0,73.0
2017-03-01,14.512,159.0,159.0
2017-04-01,16.952,183.0,183.0
2017-05-01,30.722,336.0,336.0
2017-06-01,13.999,153.0,153.0
2017-07-01,11.704,128.0,128.0
2017-08-01,8.773,98.0,98.0
2017-09-01,9.646,104.0,104.0
2017-10-01,15.628,171.0,171.0
2017-11-01,25.79,281.0,281.0
2017-12-01,27.438,299.0,299.0
2018-01-01,24.24,262.0,262.0
2018-02-01,25.606,268.0,268.0
2018-03-01,39.316,415.0,415.0
2018-04-01,21.808,232.0,232.0
2018-05-01,20.7,220.0,220.0
2018-06-01,19.269,201.0,201.0
2018-07-01,10.526,110.0,110.0
2018-08-01,12.847,134.0,134.0
2018-09-01,27.133,287.0,287.0
2018-10-01,17.33,183.0,183.0
2018-11-01,16.219,171.0,171.0
2018-12-01,15.006,159.0,159.0
2019-01-01,35.129,360.0,360.0
2019-02-01,32.707,329.0,329.0
2019-03-01,47.273,476.0,476.0
2019-04-01,27.506,281.0,281.0
2019-05-01,48.462,488.0,488.0
2019-06-01,41.497,421.0,421.0
2019-07-01,24.773,250.0,250.0
2019-08-01,32.661,329.0,329.0
2019-09-01,37.497,378.0,378.0
2019-10-01,39.693,403.0,403.0
2019-11-01,34.731,354.0,354.0
2019-12-01,37.071,372.0,372.0
2020-01-01,19.954,214.0,214.0
2020-02-01,20.745,220.0,220.0
2020-03-01,17.724,189.0,189.0
2020-04-01,20.101,214.0,214.0
2020-05-01,23.166,244.0,244.0
2020-06-01,27.926,299.0,299.0
2020-07-01,14.248,153.0,153.0
2020-08-01,23.097,244.0,244.0
2020-09-01,17.69,189.0,189.0
2020-10-01,22.071,238.0,238.0
2020-11-01,29.645,317.0,317.0
2020-12-01,23.633,250.0,250.0
2021-01-01,24.591,258.0,258.0
2021-02-01,40.699,432.0,432.0
2021-03-01,31.472,336.0,336.0
2021-04-01,24.555,264.0,264.0
2021-05-01,24.139,258.0,258.0
2021-06-01,27.844,300.0,300.0
2021-07-01,9.99,108.0,108.0
2021-08-01,15.539,168.0,168.0
2021-09-01,21.587,228.0,228.0
2021-10-01,27.174,288.0,288.0
2021-11-01,26.157,282.0,282.0
2021-12-01,39.253,420.0,420.0
2022-01-01,35.492,354.0,354.0
2022-02-01,14.39,144.0,144.0
2022-03-01,8.672,84.0,84.0
2022-04-01,10.996,108.0,108.0
2022-05-01,31.114,306.0,306.0
2022-06-01,28.263,282.0,282.0
2022-07-01,24.95,246.0,246.0
2022-08-01,17.776,174.0,174.0
2022-09-01,8.81,90.0,90.0
2022-10-01,20.374,204.0,204.0
2022-11-01,14.593,144.0,144.0
2022-12-01,15.57,156.0,156.0
2023-01-01,13.227,144.0,144.0
2023-02-01,13.131,138.0,138.0
2023-03-01,12.281,126.0,126.0
2023-04-01,9.892,102.0,102.0
2023-05-01,9.325,96.0,96.0
2023-06-01,7.574,78.0,78.0
2023-07-01,7.739,84.0,84.0
2023-08-01,6.243,66.0,66.0
2023-09-01,10.528,108.0,108.0
2023-10-01,7.963,84.0,84.0
2023-11-01,9.707,102.0,102.0
2023-12-01,12.39,132.0,132.0
2024-01-01,38.827,402.0,402.0
2024-02-01,24.905,258.0,258.0
2024-03-01,19.766,204.0,204.0
2024-04-01,15.88,162.0,162.0
2024-05-01,19.32,198.0,198.0
2024-06-01,13.319,138.0,138.0
2024-07-01,13.116,138.0,138.0
2024-08-01,15.905,162.0,162.0
2024-09-01,11.926,120.0,120.0
2024-10-01,18.037,186.0,186.0
2024-11-01,17.554,180.0,180.0
2024-12-01,16.445,168.0,168.0
