measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,2032.0,27070.0,27070.0
2003-02-01,1147.0,14082.0,14082.0,1617.0,21046.0,21046.0
2003-03-01,70.0,1540.0,1540.0,,,
2003-04-01,0.0,0.0,0.0,,,
2003-05-01,-2.0,0.0,0.0,-2.0,0.0,0.0
2003-06-01,10.0,106.0,106.0,,,
2003-07-01,0.0,0.0,0.0,3281.0,36040.0,36040.0
2003-08-01,125.0,1405.0,1405.0,4440.0,59448.0,59448.0
2003-09-01,0.0,0.0,0.0,1656.0,22459.0,22459.0
2003-10-01,0.0,0.0,0.0,1598.0,21465.0,21465.0
2003-11-01,16.0,235.0,235.0,1571.0,21833.0,21833.0
2003-12-01,12.0,153.0,153.0,72.0,976.0,976.0
2004-01-01,99.46900000000001,1431.0,1431.0,1703.327,24866.0,24866.0
2004-02-01,3.858,56.0,56.0,707.7090000000001,10331.0,10331.0
2004-03-01,5.85,84.0,84.0,1380.019,20146.0,20146.0
2004-04-01,2.5620000000000003,37.0,37.0,516.514,7540.0,7540.0
2004-05-01,9.397,135.0,135.0,861.313,12574.0,12574.0
2004-06-01,20.592000000000002,296.0,296.0,825.123,12045.0,12045.0
2004-07-01,16.42,236.0,236.0,1321.385,19290.0,19290.0
2004-08-01,3.4010000000000002,49.0,49.0,353.707,5164.0,5164.0
2004-09-01,7.402,106.0,106.0,639.231,9332.0,9332.0
2004-10-01,1.197,17.0,17.0,126.982,1854.0,1854.0
2004-11-01,11.171000000000001,161.0,161.0,385.689,5630.0,5630.0
2004-12-01,6.682,96.0,96.0,507.002,7401.0,7401.0
2005-01-01,26.495,374.62,374.62,681.917,9708.1,9708.1
2005-02-01,9.103,128.71,128.71,545.538,7766.54,7766.54
2005-03-01,10.089,142.66,142.66,757.035,10777.51,10777.51
2005-04-01,12.221,172.8,172.8,718.62,10230.62,10230.62
2005-05-01,11.35,160.48,160.48,687.171,9782.91,9782.91
2005-06-01,14.732000000000001,208.29,208.29,1297.183,18467.32,18467.32
2005-07-01,14.995,212.02,212.02,1707.68,24311.36,24311.36
2005-08-01,17.615,249.07,249.07,1696.41,24150.91,24150.91
2005-09-01,11.531,163.04,163.04,1027.067,14621.83,14621.83
2005-10-01,12.806000000000001,181.06,181.06,728.2520000000001,10367.74,10367.74
2005-11-01,10.295,145.56,145.56,638.255,9086.5,9086.5
2005-12-01,21.768,307.78,307.78,797.874,11358.93,11358.93
2006-01-01,163.711,2218.0,2218.0,442.851,6329.0,6329.0
2006-02-01,85.665,1161.0,1161.0,500.60200000000003,7154.0,7154.0
2006-03-01,71.959,975.0,975.0,659.674,9427.0,9427.0
2006-04-01,137.841,1868.0,1868.0,545.904,7801.0,7801.0
2006-05-01,128.847,1746.0,1746.0,719.094,10276.0,10276.0
2006-06-01,117.113,1587.0,1587.0,926.275,13237.0,13237.0
2006-07-01,169.64100000000002,2299.0,2299.0,1657.538,23687.0,23687.0
2006-08-01,164.55100000000002,2230.0,2230.0,1472.8690000000001,21048.0,21048.0
2006-09-01,75.59700000000001,1024.0,1024.0,866.3710000000001,12381.0,12381.0
2006-10-01,79.855,1082.0,1082.0,938.452,13411.0,13411.0
2006-11-01,94.03200000000001,1274.0,1274.0,630.913,9016.0,9016.0
2006-12-01,104.188,1412.0,1412.0,640.457,9152.0,9152.0
2007-01-01,24.213,229.0,229.0,2318.634,21687.0,21687.0
2007-02-01,74.805,700.0,700.0,3469.473,32451.0,32451.0
2007-03-01,14.087000000000002,129.0,129.0,2614.152,24451.0,24451.0
2007-04-01,13.771,129.0,129.0,2098.353,19626.0,19626.0
2007-05-01,15.128,141.0,141.0,1784.497,16691.0,16691.0
2007-06-01,21.886000000000003,206.0,206.0,2491.398,23303.0,23303.0
2007-07-01,19.789,182.0,182.0,2774.487,25950.0,25950.0
2007-08-01,39.425,370.0,370.0,4020.025,37600.0,37600.0
2007-09-01,19.009,176.0,176.0,1553.0220000000002,14526.0,14526.0
2007-10-01,12.424000000000001,118.0,118.0,2274.8540000000003,21277.0,21277.0
2007-11-01,13.246,123.0,123.0,1471.816,13766.0,13766.0
2007-12-01,13.856,129.0,129.0,1993.653,18647.0,18647.0
2008-01-01,10.96,206.0,206.0,196.52100000000002,3893.0,3893.0
2008-02-01,10.665000000000001,212.0,212.0,217.22400000000002,4302.0,4302.0
2008-03-01,6.442,129.0,129.0,206.64700000000002,4092.0,4092.0
2008-04-01,6.854,135.0,135.0,99.715,1975.0,1975.0
2008-05-01,3.777,76.0,76.0,64.70700000000001,1281.0,1281.0
2008-06-01,11.756,235.0,235.0,111.896,2216.0,2216.0
2008-07-01,6.288,123.0,123.0,216.71800000000002,4292.0,4292.0
2008-08-01,3.1180000000000003,65.0,65.0,186.601,3695.0,3695.0
2008-09-01,4.4110000000000005,88.0,88.0,113.35000000000001,2245.0,2245.0
2008-10-01,1.971,41.0,41.0,196.34,3888.0,3888.0
2008-11-01,2.7520000000000002,53.0,53.0,77.46000000000001,1534.0,1534.0
2008-12-01,7.907,159.0,159.0,126.92,2513.0,2513.0
2009-01-01,-11.166,59.0,59.0,-70.444,322.0,322.0
2009-02-01,-11.383000000000001,53.0,53.0,-53.499,246.0,246.0
2009-03-01,-12.548,59.0,59.0,-51.914,238.0,238.0
2009-04-01,-9.515,41.0,41.0,-63.806000000000004,293.0,293.0
2009-05-01,-18.382,82.0,82.0,-33.074,152.0,152.0
2009-06-01,-13.01,59.0,59.0,-57.461000000000006,264.0,264.0
2009-07-01,-9.659,47.0,47.0,-30.209000000000003,139.0,139.0
2009-08-01,-13.218,59.0,59.0,-64.273,295.0,295.0
2009-09-01,-5.74,24.0,24.0,-56.201,258.0,258.0
2009-10-01,-7.806,35.0,35.0,-42.279,194.0,194.0
2009-11-01,-9.3,41.0,41.0,-41.199000000000005,189.0,189.0
2009-12-01,-12.801,59.0,59.0,-55.113,253.0,253.0
2010-01-01,14.381,188.0,188.0,1699.212,22315.0,22315.0
2010-02-01,9.225,123.0,123.0,1454.324,19100.0,19100.0
2010-03-01,5.581,71.0,71.0,1030.347,13532.0,13532.0
2010-04-01,4.987,65.0,65.0,520.851,6840.0,6840.0
2010-05-01,6.122,82.0,82.0,879.5730000000001,11552.0,11552.0
2010-06-01,4.393,59.0,59.0,1358.682,17844.0,17844.0
2010-07-01,6.646,88.0,88.0,2421.416,31801.0,31801.0
2010-08-01,18.585,247.0,247.0,2415.822,31728.0,31728.0
2010-09-01,16.357,218.0,218.0,709.6310000000001,9320.0,9320.0
2010-10-01,8.264000000000001,106.0,106.0,560.602,7363.0,7363.0
2010-11-01,5.123,65.0,65.0,455.39500000000004,5981.0,5981.0
2010-12-01,12.266,159.0,159.0,655.215,8605.0,8605.0
2011-01-01,39.16,600.0,600.0,537.662,8228.0,8228.0
2011-02-01,60.146,923.0,923.0,550.143,8419.0,8419.0
2011-03-01,70.839,1082.0,1082.0,780.862,11950.0,11950.0
2011-04-01,117.08,1793.0,1793.0,497.912,7620.0,7620.0
2011-05-01,86.409,1323.0,1323.0,823.972,12610.0,12610.0
2011-06-01,119.797,1835.0,1835.0,656.91,10053.0,10053.0
2011-07-01,158.098,2417.0,2417.0,1489.594,22796.0,22796.0
2011-08-01,124.929,1911.0,1911.0,1048.359,16044.0,16044.0
2011-09-01,53.321,817.0,817.0,290.353,4444.0,4444.0
2011-10-01,34.111,523.0,523.0,652.905,9992.0,9992.0
2011-11-01,86.884,1329.0,1329.0,737.57,11288.0,11288.0
2011-12-01,124.268,1899.0,1899.0,878.716,13448.0,13448.0
2012-01-01,60.497,953.0,953.0,1395.024,21958.0,21958.0
2012-02-01,56.645,894.0,894.0,1886.712,29696.0,29696.0
2012-03-01,37.456,588.0,588.0,1507.564,23729.0,23729.0
2012-04-01,23.329,365.0,365.0,1584.677,24942.0,24942.0
2012-05-01,71.457,1123.0,1123.0,2293.261,36095.0,36095.0
2012-06-01,85.401,1347.0,1347.0,2341.327,36852.0,36852.0
2012-07-01,265.283,4175.0,4175.0,3324.492,52327.0,52327.0
2012-08-01,43.851,688.0,688.0,1883.072,29639.0,29639.0
2012-09-01,95.861,1511.0,1511.0,977.804,15390.0,15390.0
2012-10-01,85.497,1347.0,1347.0,564.443,8884.0,8884.0
2012-11-01,148.548,2340.0,2340.0,1175.675,18505.0,18505.0
2012-12-01,40.809,641.0,641.0,1134.315,17854.0,17854.0
2013-01-01,43.584,559.0,559.0,1338.436,17201.0,17201.0
2013-02-01,14.455,188.0,188.0,1147.73,14750.0,14750.0
2013-03-01,22.018,282.0,282.0,1453.961,18685.0,18685.0
2013-04-01,33.625,429.0,429.0,1324.045,17015.0,17015.0
2013-05-01,33.776,435.0,435.0,833.658,10713.0,10713.0
2013-06-01,20.865,270.0,270.0,1159.604,14902.0,14902.0
2013-07-01,20.817,265.0,265.0,1739.878,22359.0,22359.0
2013-08-01,30.499,394.0,394.0,1779.922,22874.0,22874.0
2013-09-01,39.948,512.0,512.0,1140.959,14663.0,14663.0
2013-10-01,19.454,253.0,253.0,1165.135,14973.0,14973.0
2013-11-01,29.441,376.0,376.0,1017.804,13080.0,13080.0
2013-12-01,25.528,329.0,329.0,975.858,12541.0,12541.0
2014-01-01,280.832,3910.0,3910.0,659.245,9175.0,9175.0
2014-02-01,117.084,1629.0,1629.0,524.507,7299.0,7299.0
2014-03-01,208.02,2893.0,2893.0,457.953,6373.0,6373.0
2014-04-01,52.419,729.0,729.0,523.893,7290.0,7290.0
2014-05-01,96.225,1341.0,1341.0,789.144,10981.0,10981.0
2014-06-01,32.541,453.0,453.0,606.424,8439.0,8439.0
2014-07-01,131.331,1829.0,1829.0,600.361,8354.0,8354.0
2014-08-01,109.581,1523.0,1523.0,809.48,11264.0,11264.0
2014-09-01,38.634,535.0,535.0,566.549,7884.0,7884.0
2014-10-01,79.859,1111.0,1111.0,979.85,13635.0,13635.0
2014-11-01,174.008,2423.0,2423.0,737.729,10266.0,10266.0
2014-12-01,83.167,1158.0,1158.0,675.164,9395.0,9395.0
2015-01-01,0.0,0.0,0.0,253.4,4269.0,4269.0
2015-02-01,0.0,0.0,0.0,283.781,4780.0,4780.0
2015-03-01,0.0,0.0,0.0,288.051,4852.0,4852.0
2015-04-01,0.0,0.0,0.0,215.438,3629.0,3629.0
2015-05-01,0.0,0.0,0.0,231.859,3906.0,3906.0
2015-06-01,0.0,0.0,0.0,256.477,4320.0,4320.0
2015-07-01,0.0,0.0,0.0,340.349,5733.0,5733.0
2015-08-01,0.0,0.0,0.0,264.156,4450.0,4450.0
2015-09-01,0.0,0.0,0.0,272.512,4591.0,4591.0
2015-10-01,0.0,0.0,0.0,240.88,4058.0,4058.0
2015-11-01,0.0,0.0,0.0,241.007,4060.0,4060.0
2015-12-01,2.792,47.0,47.0,318.298,5362.0,5362.0
2016-01-01,1.677,29.0,29.0,411.377,6175.0,6175.0
2016-02-01,3.166,47.0,47.0,426.349,6400.0,6400.0
2016-03-01,1.885,29.0,29.0,552.815,8298.0,8298.0
