measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2020-01-01,,,,208.799,1831.0,1831.0
2020-02-01,,,,233.118,2044.0,2044.0
2020-03-01,,,,337.068,2955.0,2955.0
2020-04-01,,,,337.99,2963.0,2963.0
2020-05-01,,,,443.846,3891.0,3891.0
2020-06-01,,,,446.192,3912.0,3912.0
2020-07-01,,,,424.367,3720.0,3720.0
2020-08-01,,,,360.317,3159.0,3159.0
2020-09-01,,,,354.348,3107.0,3107.0
2020-10-01,,,,251.571,2206.0,2206.0
2020-11-01,,,,231.673,2031.0,2031.0
2020-12-01,,,,156.711,1374.0,1374.0
2021-01-01,,,,404.433,3577.0,3577.0
2021-02-01,,,,286.061,2530.0,2530.0
2021-03-01,,,,704.23,6228.0,6228.0
2021-04-01,,,,717.645,6347.0,6347.0
2021-05-01,,,,795.133,7032.0,7032.0
2021-06-01,,,,787.02,6960.0,6960.0
2021-07-01,,,,705.507,6240.0,6240.0
2021-08-01,,,,674.333,5964.0,5964.0
2021-09-01,,,,673.247,5954.0,5954.0
2021-10-01,,,,521.209,4610.0,4610.0
2021-11-01,,,,481.666,4260.0,4260.0
2021-12-01,,,,321.516,2843.0,2843.0
2022-01-01,0.0,0.0,0.0,372.064,1269.0,1269.0
2022-02-01,0.0,0.0,0.0,466.535,1592.0,1592.0
2022-03-01,0.0,0.0,0.0,652.333,2226.0,2226.0
2022-04-01,0.0,0.0,0.0,762.539,2602.0,2602.0
2022-05-01,0.0,0.0,0.0,760.463,2595.0,2595.0
2022-06-01,0.0,0.0,0.0,806.594,2752.0,2752.0
2022-07-01,0.0,0.0,0.0,833.845,2845.0,2845.0
2022-08-01,0.0,0.0,0.0,829.961,2832.0,2832.0
2022-09-01,0.0,0.0,0.0,702.28,2396.0,2396.0
2022-10-01,0.0,0.0,0.0,684.002,2334.0,2334.0
2022-11-01,0.0,0.0,0.0,491.509,1677.0,1677.0
2022-12-01,0.0,0.0,0.0,374.875,1279.0,1279.0
2023-01-01,0.0,0.0,0.0,124.0,423.0,423.0
2023-02-01,0.0,0.0,0.0,279.0,952.0,952.0
2023-03-01,0.0,0.0,0.0,621.0,2119.0,2119.0
2023-04-01,0.0,0.0,0.0,931.0,3177.0,3177.0
2023-05-01,0.0,0.0,0.0,997.0,3402.0,3402.0
2023-06-01,0.0,0.0,0.0,1001.0,3415.0,3415.0
2023-07-01,0.0,0.0,0.0,1029.0,3511.0,3511.0
2023-08-01,0.0,0.0,0.0,894.0,3050.0,3050.0
2023-09-01,0.0,0.0,0.0,710.0,2423.0,2423.0
2023-10-01,0.0,0.0,0.0,267.0,911.0,911.0
2023-11-01,0.0,0.0,0.0,291.0,993.0,993.0
2023-12-01,0.0,0.0,0.0,72.0,246.0,246.0
2024-01-01,0.0,0.0,0.0,105.0,358.0,358.0
2024-02-01,0.0,0.0,0.0,379.0,1293.0,1293.0
2024-03-01,0.0,0.0,0.0,687.0,2344.0,2344.0
2024-04-01,0.0,0.0,0.0,751.0,2562.0,2562.0
2024-05-01,0.0,0.0,0.0,1024.0,3494.0,3494.0
2024-06-01,0.0,0.0,0.0,840.0,2866.0,2866.0
2024-07-01,0.0,0.0,0.0,950.0,3241.0,3241.0
2024-08-01,0.0,0.0,0.0,742.0,2532.0,2532.0
2024-09-01,0.0,0.0,0.0,736.0,2511.0,2511.0
2024-10-01,0.0,0.0,0.0,476.0,1624.0,1624.0
2024-11-01,0.0,0.0,0.0,282.0,962.0,962.0
2024-12-01,0.0,0.0,0.0,115.0,392.0,392.0
