measured_on,"Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2015-02-01,502.927,5720.0,12977.0
2015-03-01,524.161,5961.0,13524.0
2015-04-01,462.848,5264.0,11942.0
2015-05-01,505.529,5750.0,13044.0
2015-06-01,568.165,6462.0,14659.0
2015-07-01,579.059,6586.0,14941.0
2015-08-01,557.794,6344.0,14393.0
2015-09-01,545.937,6209.0,14087.0
2015-10-01,525.622,5978.0,13562.0
2015-11-01,487.079,5540.0,12568.0
2015-12-01,554.879,6311.0,14317.0
2016-01-01,522.883,3605.0,18278.0
2016-02-01,494.585,3410.0,17288.0
2016-03-01,455.271,3139.0,15914.0
2016-04-01,449.948,3102.0,15728.0
2016-05-01,527.536,3637.0,18440.0
2016-06-01,520.378,3588.0,18190.0
2016-07-01,502.533,3465.0,17566.0
2016-08-01,486.152,3352.0,16994.0
2016-09-01,513.553,3541.0,17951.0
2016-10-01,499.995,3447.0,17477.0
2016-11-01,510.104,3517.0,17830.0
2016-12-01,506.062,3489.0,17689.0
2017-01-01,599.442,3652.0,13683.0
2017-02-01,542.286,3304.0,12378.0
2017-03-01,607.269,3700.0,13861.0
2017-04-01,545.874,3326.0,12459.0
2017-05-01,594.955,3625.0,13579.0
2017-06-01,608.894,3710.0,13897.0
2017-07-01,603.738,3678.0,13780.0
2017-08-01,605.604,3690.0,13822.0
2017-09-01,567.899,3460.0,12962.0
2017-10-01,479.141,2919.0,10936.0
2017-11-01,571.986,3485.0,13056.0
2017-12-01,629.912,3838.0,14378.0
2018-01-01,387.346,2360.0,10153.0
2018-02-01,361.985,2206.0,9489.0
2018-03-01,359.469,2190.0,9422.0
2018-04-01,341.467,2081.0,8950.0
2018-05-01,349.304,2128.0,9156.0
2018-06-01,349.705,2131.0,9166.0
2018-07-01,375.382,2287.0,9839.0
2018-08-01,391.177,2383.0,10254.0
2018-09-01,378.114,2304.0,9911.0
2018-10-01,381.052,2322.0,9988.0
2018-11-01,373.622,2276.0,9793.0
2018-12-01,397.377,2421.0,10416.0
2019-01-01,343.248,2551.0,4814.0
2019-02-01,314.074,2334.0,4407.0
2019-03-01,347.978,2586.0,4882.0
2019-04-01,322.832,2399.0,4529.0
2019-05-01,300.358,2232.0,4214.0
2019-06-01,305.14,2267.0,4281.0
2019-07-01,336.704,2502.0,4724.0
2019-08-01,351.271,2610.0,4928.0
2019-09-01,323.395,2403.0,4537.0
2019-10-01,287.933,2140.0,4040.0
2019-11-01,313.153,2327.0,4393.0
2019-12-01,337.914,2511.0,4741.0
2020-01-01,385.063,2346.0,3835.0
2020-02-01,346.371,2110.0,3449.0
2020-03-01,364.973,2224.0,3634.0
2020-04-01,341.582,2081.0,3401.0
2020-05-01,362.855,2211.0,3613.0
2020-06-01,334.435,2038.0,3330.0
2020-07-01,375.61,2289.0,3740.0
2020-08-01,358.616,2185.0,3571.0
2020-09-01,355.706,2167.0,3542.0
2020-10-01,342.334,2086.0,3408.0
2020-11-01,344.641,2100.0,3431.0
2020-12-01,307.814,1875.0,3064.0
2021-01-01,485.081,2956.0,7749.0
2021-02-01,450.545,2745.0,7197.0
2021-03-01,503.158,3066.0,8038.0
2021-04-01,417.493,2544.0,6670.0
2021-05-01,451.902,2753.0,7219.0
2021-06-01,464.32,2829.0,7417.0
2021-07-01,451.221,2749.0,7208.0
2021-08-01,448.33,2732.0,7162.0
2021-09-01,454.991,2772.0,7268.0
2021-10-01,445.733,2716.0,7120.0
2021-11-01,439.16,2676.0,7015.0
2021-12-01,440.066,2681.0,7030.0
2022-01-01,200.539,1978.0,4999.0
2022-02-01,177.595,1752.0,4427.0
2022-03-01,191.621,1890.0,4776.0
2022-04-01,149.132,1471.0,3717.0
2022-05-01,153.939,1518.0,3837.0
2022-06-01,170.964,1686.0,4261.0
2022-07-01,183.817,1813.0,4581.0
2022-08-01,193.371,1907.0,4820.0
2022-09-01,187.439,1849.0,4671.0
2022-10-01,188.682,1861.0,4703.0
2022-11-01,160.227,1580.0,3993.0
2022-12-01,182.674,1802.0,4553.0
2023-01-01,175.285,1389.0,3926.0
2023-02-01,170.229,1349.0,3813.0
2023-03-01,179.856,1425.0,4028.0
2023-04-01,171.446,1358.0,3840.0
2023-05-01,210.41,1667.0,4712.0
2023-06-01,188.107,1490.0,4213.0
2023-07-01,196.354,1556.0,4397.0
2023-08-01,210.857,1670.0,4722.0
2023-09-01,196.491,1557.0,4401.0
2023-10-01,185.215,1467.0,4148.0
2023-11-01,188.305,1492.0,4217.0
2023-12-01,212.445,1683.0,4758.0
2024-01-01,157.648,1242.0,3697.0
2024-02-01,137.215,1081.0,3217.0
2024-03-01,164.563,1296.0,3859.0
2024-04-01,134.846,1062.0,3162.0
2024-05-01,159.172,1254.0,3733.0
2024-06-01,148.517,1170.0,3483.0
2024-07-01,153.941,1213.0,3610.0
2024-08-01,155.572,1225.0,3648.0
2024-09-01,149.169,1175.0,3498.0
2024-10-01,144.354,1137.0,3385.0
2024-11-01,153.956,1213.0,3610.0
2024-12-01,161.047,1269.0,3777.0
