measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2011-01-01,2016.398,24702.0,24702.0
2011-02-01,1988.334,24358.0,24358.0
2011-03-01,1581.584,19374.0,19374.0
2011-04-01,1347.614,16508.0,16508.0
2011-05-01,1202.381,14729.0,14729.0
2011-06-01,1338.096,16392.0,16392.0
2011-07-01,2145.291,26280.0,26280.0
2011-08-01,2633.902,32266.0,32266.0
2011-09-01,2673.82,32755.0,32755.0
2011-10-01,2141.485,26233.0,26233.0
2011-11-01,2111.237,25863.0,25863.0
2011-12-01,2746.858,33650.0,33650.0
2012-01-01,2325.239,24236.0,24236.0
2012-02-01,2325.064,24234.0,24234.0
2012-03-01,2211.415,23050.0,23050.0
2012-04-01,2048.932,21356.0,21356.0
2012-05-01,2034.63,21207.0,21207.0
2012-06-01,2154.001,22451.0,22451.0
2012-07-01,2547.499,26553.0,26553.0
2012-08-01,3354.491,34964.0,34964.0
2012-09-01,3047.36,31763.0,31763.0
2012-10-01,2819.844,29391.0,29391.0
2012-11-01,2434.705,25377.0,25377.0
2012-12-01,2296.82,23939.0,23939.0
2013-01-01,2292.712,23954.0,23954.0
2013-02-01,2111.958,22064.0,22064.0
2013-03-01,2036.853,21279.0,21279.0
2013-04-01,1752.724,18311.0,18311.0
2013-05-01,1851.01,19337.0,19337.0
2013-06-01,2189.876,22878.0,22878.0
2013-07-01,2778.706,29029.0,29029.0
2013-08-01,2833.897,29606.0,29606.0
2013-09-01,2826.814,29532.0,29532.0
2013-10-01,2452.769,25624.0,25624.0
2013-11-01,2419.338,25275.0,25275.0
2013-12-01,2817.343,29433.0,29433.0
2014-01-01,3197.167,34393.0,34393.0
2014-02-01,2985.601,32117.0,32117.0
2014-03-01,2590.846,27871.0,27871.0
2014-04-01,2463.541,26501.0,26501.0
2014-05-01,2484.083,26722.0,26722.0
2014-06-01,2448.872,26344.0,26344.0
2014-07-01,3464.862,37273.0,37273.0
2014-08-01,3576.602,38474.0,38474.0
2014-09-01,3741.198,40246.0,40246.0
2014-10-01,3690.651,39701.0,39701.0
2014-11-01,2667.234,28692.0,28692.0
2014-12-01,2901.343,31210.0,31210.0
2015-01-01,2920.522,31007.0,31007.0
2015-02-01,2162.562,22961.0,22961.0
2015-03-01,2533.504,26900.0,26900.0
2015-04-01,2431.199,25813.0,25813.0
2015-05-01,2373.488,25201.0,25201.0
2015-06-01,3337.535,35436.0,35436.0
2015-07-01,3764.317,39967.0,39967.0
2015-08-01,3970.66,42158.0,42158.0
2015-09-01,3943.227,41867.0,41867.0
2015-10-01,3798.506,40330.0,40330.0
2015-11-01,2800.728,29737.0,29737.0
2015-12-01,2995.752,31807.0,31807.0
2016-01-01,3207.168,21693.0,31056.0
2016-02-01,2545.294,17216.0,24646.0
2016-03-01,1979.555,13390.0,19168.0
2016-04-01,1893.101,12805.0,18332.0
2016-05-01,2043.502,13822.0,19788.0
2016-06-01,3108.838,21028.0,30104.0
2016-07-01,3666.922,24803.0,35508.0
2016-08-01,4055.75,27433.0,39273.0
2016-09-01,3357.53,22710.0,32512.0
2016-10-01,3311.957,22402.0,32071.0
2016-11-01,2546.613,17225.0,24660.0
2016-12-01,2883.77,19506.0,27924.0
2017-01-01,2181.999,14648.0,21806.0
2017-02-01,1665.475,11181.0,16643.0
2017-03-01,1379.239,9259.0,13783.0
2017-04-01,1232.078,8271.0,12313.0
2017-05-01,1528.509,10261.0,15275.0
2017-06-01,2010.983,13500.0,20096.0
2017-07-01,2742.321,18410.0,27405.0
2017-08-01,3095.697,20782.0,30936.0
2017-09-01,2547.182,17100.0,25455.0
2017-10-01,2412.352,16195.0,24107.0
2017-11-01,2096.52,14075.0,20951.0
2017-12-01,2222.645,14921.0,22211.0
2018-01-01,2800.324,18736.0,29483.0
2018-02-01,2458.746,16451.0,25886.0
2018-03-01,2557.185,17109.0,26922.0
2018-04-01,1924.497,12876.0,20262.0
2018-05-01,1756.793,11754.0,18495.0
2018-06-01,2403.219,16079.0,25302.0
2018-07-01,4193.605,28058.0,44150.0
2018-08-01,3879.459,25956.0,40843.0
2018-09-01,3122.194,20889.0,32870.0
2018-10-01,3489.903,23350.0,36742.0
2018-11-01,3119.837,20874.0,32845.0
2018-12-01,3143.238,21030.0,33092.0
2019-01-01,2862.477,19163.0,30888.0
2019-02-01,2654.123,17768.0,28639.0
2019-03-01,2314.523,15494.0,24975.0
2019-04-01,1624.095,10872.0,17525.0
2019-05-01,1399.506,9369.0,15102.0
2019-06-01,1871.39,12528.0,20194.0
2019-07-01,2950.067,19749.0,31833.0
2019-08-01,3465.207,23197.0,37392.0
2019-09-01,3049.125,20412.0,32902.0
2019-10-01,3122.962,20906.0,33699.0
2019-11-01,3062.811,20504.0,33050.0
2019-12-01,3176.714,21266.0,34280.0
2020-01-01,2347.543,15743.0,23624.0
2020-02-01,2073.103,13902.0,20861.0
2020-03-01,2301.283,15433.0,23158.0
2020-04-01,1627.468,10914.0,16377.0
2020-05-01,1530.261,10262.0,15399.0
2020-06-01,2152.634,14436.0,21662.0
2020-07-01,3011.308,20194.0,30302.0
2020-08-01,3744.772,25113.0,37684.0
2020-09-01,3261.113,21869.0,32816.0
2020-10-01,3386.747,22712.0,34080.0
2020-11-01,2705.213,18141.0,27222.0
2020-12-01,2998.555,20109.0,30174.0
2021-01-01,2112.624,14133.0,24886.0
2021-02-01,1791.572,11985.0,21104.0
2021-03-01,1926.286,12886.0,22690.0
2021-04-01,1709.259,11435.0,20134.0
2021-05-01,1786.396,11951.0,21044.0
2021-06-01,2442.794,16342.0,28775.0
2021-07-01,3371.009,22551.0,39709.0
2021-08-01,3077.845,20590.0,36256.0
2021-09-01,2618.883,17520.0,30850.0
2021-10-01,2496.6,16702.0,29409.0
2021-11-01,2294.499,15350.0,27028.0
2021-12-01,2368.233,15843.0,27897.0
2022-01-01,2526.297,16907.0,21769.0
2022-02-01,2097.499,14037.0,18074.0
2022-03-01,1940.743,12988.0,16724.0
2022-04-01,1987.97,13304.0,17131.0
2022-05-01,1824.3,12209.0,15721.0
2022-06-01,2481.171,16605.0,21381.0
2022-07-01,3314.594,22183.0,28563.0
2022-08-01,3999.499,26767.0,34465.0
2022-09-01,3665.53,24531.0,31587.0
2022-10-01,3366.226,22528.0,29008.0
2022-11-01,3091.299,20688.0,26639.0
2022-12-01,3416.872,22867.0,29444.0
2023-01-01,3241.238,21657.0,32076.0
2023-02-01,2760.908,18448.0,27325.0
2023-03-01,2653.587,17731.0,26263.0
2023-04-01,2073.006,13851.0,20517.0
2023-05-01,1342.675,8972.0,13289.0
2023-06-01,1766.338,11802.0,17482.0
2023-07-01,4088.727,27320.0,40467.0
