measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2019-12-01,6222.0,47503.0,47503.0
2020-01-01,637.999,4120.0,4120.0
2020-02-01,563.413,3638.0,3638.0
2020-03-01,625.426,4039.0,4039.0
2020-04-01,442.301,2856.0,2856.0
2020-05-01,415.883,2686.0,2686.0
2020-06-01,585.027,3778.0,3778.0
2020-07-01,818.391,5285.0,5285.0
2020-08-01,1017.726,6573.0,6573.0
2020-09-01,886.281,5723.0,5723.0
2020-10-01,920.425,5945.0,5945.0
2020-11-01,735.203,4748.0,4748.0
2020-12-01,814.925,5263.0,5263.0
2021-01-01,655.458,4465.0,4465.0
2021-02-01,555.851,3786.0,3786.0
2021-03-01,597.647,4071.0,4071.0
2021-04-01,530.312,3612.0,3612.0
2021-05-01,554.245,3775.0,3775.0
2021-06-01,757.898,5162.0,5162.0
2021-07-01,1045.885,7124.0,7124.0
2021-08-01,954.928,6505.0,6505.0
2021-09-01,812.531,5535.0,5535.0
2021-10-01,774.592,5275.0,5275.0
2021-11-01,711.888,4849.0,4849.0
2021-12-01,734.765,5004.0,5004.0
2022-01-01,521.34,3732.0,3732.0
2022-02-01,432.852,3098.0,3098.0
2022-03-01,400.503,2866.0,2866.0
2022-04-01,410.249,2936.0,2936.0
2022-05-01,376.473,2694.0,2694.0
2022-06-01,512.028,3665.0,3665.0
2022-07-01,684.019,4895.0,4895.0
2022-08-01,825.359,5907.0,5907.0
2022-09-01,756.44,5413.0,5413.0
2022-10-01,694.674,4971.0,4971.0
2022-11-01,637.938,4566.0,4566.0
2022-12-01,705.125,5046.0,5046.0
2023-01-01,600.621,4131.0,4131.0
2023-02-01,511.612,3520.0,3520.0
2023-03-01,491.725,3383.0,3383.0
2023-04-01,384.14,2643.0,2643.0
2023-05-01,248.805,1712.0,1712.0
2023-06-01,327.312,2252.0,2252.0
2023-07-01,757.664,5212.0,5212.0
2023-08-01,764.498,5259.0,5259.0
2023-09-01,541.133,3723.0,3723.0
2023-10-01,660.824,4546.0,4546.0
2023-11-01,620.77,4271.0,4271.0
2023-12-01,698.896,4808.0,4808.0
2024-01-01,689.0,4756.0,4756.0
2024-02-01,631.0,4349.0,4349.0
2024-03-01,685.0,4673.0,4673.0
2024-04-01,705.0,4770.0,4770.0
2024-05-01,723.0,4914.0,4914.0
2024-06-01,697.0,4789.0,4789.0
2024-07-01,690.0,4720.0,4720.0
2024-08-01,680.0,4675.0,4675.0
2024-09-01,680.0,4691.0,4691.0
2024-10-01,700.0,4805.0,4805.0
2024-11-01,650.0,4499.0,4499.0
2024-12-01,704.0,4836.0,4836.0
