measured_on,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Generation,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Quantity Consumed For Electricity,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Total Fuel Consumed,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2003-01-01,,,,4922.276,50540.0,50540.0
2003-02-01,,,,4343.828,44601.0,44601.0
2003-03-01,,,,4469.653,45893.0,45893.0
2003-04-01,,,,4014.1270000000004,41216.0,41216.0
2003-05-01,,,,4096.376,42060.0,42060.0
2003-06-01,,,,4344.358,44606.0,44606.0
2003-07-01,,,,5024.304,51588.0,51588.0
2003-08-01,,,,5326.963000000001,54695.0,54695.0
2003-09-01,,,,4463.868,45833.0,45833.0
2003-10-01,,,,4187.2390000000005,42993.0,42993.0
2003-11-01,,,,4173.251,42849.0,42849.0
2003-12-01,,,,4631.7570000000005,47557.0,47557.0
2004-01-01,,,,4412.8330000000005,48272.0,48272.0
2004-02-01,,,,4412.8330000000005,48272.0,48272.0
2004-03-01,,,,4412.8330000000005,48272.0,48272.0
2004-04-01,,,,4412.8330000000005,48272.0,48272.0
2004-05-01,,,,4412.8330000000005,48272.0,48272.0
2004-06-01,,,,4412.8330000000005,48272.0,48272.0
2004-07-01,,,,4412.8330000000005,48272.0,48272.0
2004-08-01,,,,4412.8330000000005,48272.0,48272.0
2004-09-01,,,,4412.8330000000005,48272.0,48272.0
2004-10-01,,,,4412.8330000000005,48272.0,48272.0
2004-11-01,,,,4412.8330000000005,48272.0,48272.0
2004-12-01,,,,4412.8330000000005,48272.0,48272.0
2005-01-01,,,,4169.018,45859.2,45859.2
2005-02-01,,,,3719.092,40910.01,40910.01
2005-03-01,,,,4247.717000000001,46724.89,46724.89
2005-04-01,,,,4238.936000000001,46628.3,46628.3
2005-05-01,,,,4660.095,51261.04,51261.04
2005-06-01,,,,4616.807,50784.88,50784.88
2005-07-01,,,,4780.456,52585.02,52585.02
2005-08-01,,,,4758.85,52347.36,52347.36
2005-09-01,,,,4482.805,49310.86,49310.86
2005-10-01,,,,4525.059,49775.65,49775.65
2005-11-01,,,,4557.5,50132.5,50132.5
2005-12-01,,,,4567.6630000000005,50244.3,50244.3
2006-01-01,,,,4109.9130000000005,45209.0,45209.0
2006-02-01,,,,3798.184,41780.0,41780.0
2006-03-01,,,,4189.652,46086.0,46086.0
2006-04-01,,,,3082.57,33908.0,33908.0
2006-05-01,,,,3768.704,41456.0,41456.0
2006-06-01,,,,3947.866,43427.0,43427.0
2006-07-01,,,,4097.23,45070.0,45070.0
2006-08-01,,,,4072.5910000000003,44798.0,44798.0
2006-09-01,,,,3895.529,42851.0,42851.0
2006-10-01,,,,4042.2870000000003,44465.0,44465.0
2006-11-01,,,,4082.659,44909.0,44909.0
2006-12-01,,,,3933.815,43272.0,43272.0
2007-01-01,,,,3127.369,33841.0,33841.0
2007-02-01,,,,2859.35,30941.0,30941.0
2007-03-01,,,,3049.8740000000003,33003.0,33003.0
2007-04-01,,,,3665.096,39660.0,39660.0
2007-05-01,,,,4423.662,47868.0,47868.0
2007-06-01,,,,4319.351000000001,46740.0,46740.0
2007-07-01,,,,4396.731,47577.0,47577.0
2007-08-01,,,,4391.905000000001,47525.0,47525.0
2007-09-01,,,,4072.925,44073.0,44073.0
2007-10-01,,,,4890.032,52915.0,52915.0
2007-11-01,,,,3361.648,36376.0,36376.0
2007-12-01,,,,3048.056,32983.0,32983.0
2008-01-01,,,,4244.246,52550.0,52550.0
2008-02-01,,,,4179.9400000000005,51754.0,51754.0
2008-03-01,,,,2604.424,32247.0,32247.0
2008-04-01,,,,4694.394,58123.0,58123.0
2008-05-01,,,,4790.854,59318.0,59318.0
2008-06-01,,,,4662.24,57725.0,57725.0
2008-07-01,,,,4597.934,56929.0,56929.0
2008-08-01,,,,4790.854,59318.0,59318.0
2008-09-01,,,,4823.0070000000005,59716.0,59716.0
2008-10-01,,,,4694.394,58123.0,58123.0
2008-11-01,,,,4501.473,55735.0,55735.0
2008-12-01,,,,4662.24,57725.0,57725.0
2009-01-01,,,,5015.609,52267.0,52267.0
2009-02-01,,,,3929.607,40951.0,40951.0
2009-03-01,,,,3743.844,39015.0,39015.0
2009-04-01,,,,3329.449,34697.0,34697.0
2009-05-01,,,,4286.844,44674.0,44674.0
2009-06-01,,,,3600.949,37526.0,37526.0
2009-07-01,,,,4329.713000000001,45120.0,45120.0
2009-08-01,,,,4201.107,43780.0,43780.0
2009-09-01,,,,3486.6330000000003,36335.0,36335.0
2009-10-01,,,,5001.318,52119.0,52119.0
2009-11-01,,,,5644.345,58820.0,58820.0
2009-12-01,,,,5458.582,56884.0,56884.0
