measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2022-01-01,-11.489,0.0,0.0
2022-02-01,-12.071,0.0,0.0
2022-03-01,-11.173,0.0,0.0
2022-04-01,-11.702,0.0,0.0
2022-05-01,-12.4,0.0,0.0
2022-06-01,-12.526,0.0,0.0
2022-07-01,-13.014,0.0,0.0
2022-08-01,-13.37,0.0,0.0
2022-09-01,-11.988,0.0,0.0
2022-10-01,-13.377,0.0,0.0
2022-11-01,-12.385,0.0,0.0
2022-12-01,-12.505,0.0,0.0
2023-01-01,-14.0,0.0,0.0
2023-02-01,-8.0,0.0,0.0
2023-03-01,-17.0,0.0,0.0
2023-04-01,-15.0,0.0,0.0
2023-05-01,-10.0,0.0,0.0
2023-06-01,-10.0,0.0,0.0
2023-07-01,-14.0,0.0,0.0
2023-08-01,-15.0,0.0,0.0
2023-09-01,-10.0,0.0,0.0
2023-10-01,-15.0,0.0,0.0
2023-11-01,-15.0,0.0,0.0
2023-12-01,-11.0,0.0,0.0
2024-01-01,-9.0,0.0,0.0
2024-02-01,-10.0,0.0,0.0
2024-03-01,-11.0,0.0,0.0
2024-04-01,-8.0,0.0,0.0
2024-05-01,-9.0,0.0,0.0
2024-06-01,-12.0,0.0,0.0
2024-07-01,-9.0,0.0,0.0
2024-08-01,-10.0,0.0,0.0
2024-09-01,-10.0,0.0,0.0
2024-10-01,-10.0,0.0,0.0
2024-11-01,-7.0,0.0,0.0
2024-12-01,-7.0,0.0,0.0
