measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2001-01-01,440.978,5381.0,5381.0
2001-02-01,402.106,4907.0,4907.0
2001-03-01,460.50100000000003,5619.0,5619.0
2001-04-01,407.601,4974.0,4974.0
2001-05-01,457.418,5582.0,5582.0
2001-06-01,470.052,5736.0,5736.0
2001-07-01,628.953,7675.0,7675.0
2001-08-01,706.8190000000001,8625.0,8625.0
2001-09-01,568.451,6937.0,6937.0
2001-10-01,642.099,7835.0,7835.0
2001-11-01,579.644,7073.0,7073.0
2001-12-01,586.379,7155.0,7155.0
