measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2003-01-01,,,,,,,24862.0,210282.0,248229.0,0.0,0.0,0.0
2003-02-01,,,,,,,23143.0,191065.0,228660.0,0.0,0.0,0.0
2003-03-01,,,,,,,16970.0,164937.0,164937.0,0.0,0.0,0.0
2003-04-01,,,,,,,8472.95,88539.0,88539.0,0.0,0.0,0.0
2003-05-01,,,,,,,11996.96,105593.0,127323.0,0.0,0.0,0.0
2003-06-01,,,,,,,11996.96,127571.0,127571.0,0.0,0.0,0.0
2003-07-01,,,,,,,14006.0,140566.0,140566.0,0.0,0.0,0.0
2003-08-01,,,,,,,21745.46,228362.0,228362.0,0.0,0.0,0.0
2003-09-01,,,,,,,12866.08,96258.0,117074.0,0.0,0.0,0.0
2003-10-01,,,,,,,7359.39,81935.0,81935.0,0.0,0.0,0.0
2003-11-01,,,,,,,13331.0,134784.0,134784.0,0.0,0.0,0.0
2003-12-01,,,,,,,9247.98,91556.0,91556.0,0.0,0.0,0.0
2004-01-01,,,,,,,6004.071,52670.47,101256.33,0.0,0.0,78594.77
2004-02-01,,,,,,,5108.412,44813.35,86151.4,0.0,0.0,69683.5
2004-03-01,,,,,,,5773.22,50645.34,97363.11,0.0,0.0,84575.59
2004-04-01,,,,,,,2618.342,22969.3,44157.33,0.0,0.0,38648.32
2004-05-01,,,,,,,5063.643,44420.61,85396.38,0.0,0.0,76169.87
2004-06-01,,,,,,,9441.926000000001,82828.92,159234.42,0.0,0.0,183133.29
2004-07-01,,,,,,,10932.755,95907.15,184376.68,0.0,0.0,201756.67
2004-08-01,,,,,,,7014.881,61537.76,118303.25,0.0,0.0,126659.01
2004-09-01,,,,,,,12628.065,110779.2,212967.43,0.0,0.0,220043.84
2004-10-01,,,,,,,8230.718,72203.64,138807.87,0.0,0.0,136775.43
2004-11-01,,,,,,,11526.017,101111.53,194381.82,0.0,0.0,204197.46
2004-12-01,,,,,,,13189.51,115704.45,222435.98,0.0,0.0,224594.25
2005-01-01,,,,,,,7825.351000000001,68647.58,73146.41,0.0,0.0,0.0
2005-02-01,,,,,,,6937.377,60857.86,64846.2,0.0,0.0,0.0
2005-03-01,,,,,,,8278.543,72623.19,77382.56,0.0,0.0,0.0
2005-04-01,,,,,,,8487.538,74456.59,79336.12,0.0,0.0,0.0
2005-05-01,,,,,,,6885.425,60402.11,64360.58,0.0,0.0,0.0
2005-06-01,,,,,,,11714.141,102761.84,109496.36,0.0,0.0,0.0
2005-07-01,,,,,,,15095.32,132423.09,141101.47,0.0,0.0,0.0
2005-08-01,,,,,,,16139.155,141580.09,150858.58,0.0,0.0,0.0
2005-09-01,,,,,,,10676.199,93656.53,99794.34,0.0,0.0,0.0
2005-10-01,,,,,,,7383.148,64768.37,69012.98,0.0,0.0,0.0
2005-11-01,,,,,,,6627.2080000000005,58136.92,61946.93,0.0,0.0,0.0
2005-12-01,,,,,,,7160.265,62813.14,66929.61,0.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.46,3290.9010000000003,28869.3,31357.55,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.64,3281.309,28785.15,31266.16,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,1.1,3579.731,31403.05,34109.68,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.52,3009.7090000000003,26402.55,28678.19,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.35,2919.626,25612.31,27819.84,0.0,0.0,0.0
2006-06-01,0.0,0.0,0.0,0.0,0.0,0.35,3734.7650000000003,32763.08,35586.93,0.0,0.0,0.0
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.46,5593.046,49064.77,53293.67,0.0,0.0,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.46,5265.703,46193.17,50174.56,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.29,3734.963,32764.82,35588.83,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.29,4165.404,36540.83,39690.29,0.0,0.0,0.0
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.46,3582.804,31430.0,34138.96,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.46,3500.907,30711.57,33358.61,0.0,0.0,0.0
2007-01-01,0.0,0.0,0.0,,,,5994.842000000001,51012.0,55970.0,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,,,,8970.345000000001,76331.0,83750.0,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0,,,,6758.907,57513.0,63104.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,,,,5425.307000000001,46166.0,50652.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,,,,4613.829000000001,39261.0,43077.0,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0,,,,6441.524,54812.0,60141.0,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0,,,,7173.453,61041.0,66974.0,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0,,,,10393.802,88444.0,97040.0,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0,,,,4015.3480000000004,34168.0,37489.0,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,,,,5881.651,50049.0,54913.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,,,,3805.39,32381.0,35529.0,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,,,,5154.603,43862.0,48125.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,,,,2987.2850000000003,29014.0,29014.0,1676.5020000000002,0.0,0.0
2008-02-01,0.0,0.0,0.0,,,,3302.0060000000003,32072.0,32072.0,1853.1280000000002,0.0,0.0
2008-03-01,0.0,0.0,0.0,,,,3141.232,30511.0,30511.0,1762.8990000000001,0.0,0.0
2008-04-01,0.0,0.0,0.0,,,,1515.769,14723.0,14723.0,850.6690000000001,0.0,0.0
2008-05-01,0.0,0.0,0.0,,,,983.6120000000001,9554.0,9554.0,552.015,0.0,0.0
2008-06-01,0.0,0.0,0.0,,,,1700.92,16521.0,16521.0,954.5780000000001,0.0,0.0
2008-07-01,0.0,0.0,0.0,,,,3294.3210000000004,31998.0,31998.0,1848.815,0.0,0.0
2008-08-01,0.0,0.0,0.0,,,,2836.51,27551.0,27551.0,1591.885,0.0,0.0
2008-09-01,0.0,0.0,0.0,,,,1723.028,16735.0,16735.0,966.985,0.0,0.0
2008-10-01,0.0,0.0,0.0,,,,2984.547,28989.0,28989.0,1674.9660000000001,0.0,0.0
2008-11-01,0.0,0.0,0.0,,,,1177.469,11437.0,11437.0,660.8100000000001,0.0,0.0
2008-12-01,0.0,0.0,0.0,,,,1929.3010000000002,18740.0,18740.0,1082.748,0.0,0.0
2009-01-01,0.0,0.0,0.0,,,,3850.79,35113.0,38934.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,,,,2924.47,26666.0,29567.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,,,,2837.868,25877.0,28692.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,,,,3487.934,31804.0,35264.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,,,,1807.955,16486.0,18279.0,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,,,,3141.045,28641.0,31757.0,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,,,,1651.352,15058.0,16696.0,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,,,,3513.435,32037.0,35523.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,,,,3072.1820000000002,28013.0,31061.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,,,,2311.177,21074.0,23367.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,,,,2252.088,20535.0,22769.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,,,,3012.704,27471.0,30460.0,0.0,0.0,0.0
