measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,1367.0,12505.0,12505.0
2003-02-01,79.0,737.0,737.0,976.0,9108.0,9108.0
2003-03-01,0.0,0.0,0.0,3202.0,29474.0,29474.0
2003-04-01,0.0,0.0,0.0,3989.0,36639.0,36639.0
2003-05-01,0.0,0.0,0.0,3232.0,32721.0,32721.0
2003-06-01,0.0,0.0,0.0,1373.0,13743.0,13743.0
2003-07-01,0.0,0.0,0.0,1099.0,11233.0,11233.0
2003-08-01,22.0,220.0,220.0,3409.0,34523.0,34523.0
2003-09-01,21.0,209.0,209.0,5604.0,56411.0,56411.0
2003-10-01,9.0,93.0,93.0,5248.0,52611.0,52611.0
2003-11-01,9.0,104.0,104.0,112.0,1247.0,1247.0
2003-12-01,16.0,157.0,157.0,1865.0,18431.0,18431.0
2004-01-01,4.6930000000000005,47.0,47.0,3407.741,34253.0,34253.0
2004-02-01,13.306000000000001,134.0,134.0,3082.4120000000003,30983.0,30983.0
2004-03-01,62.158,625.0,625.0,3055.8250000000003,30715.0,30715.0
2004-04-01,58.183,585.0,585.0,2886.635,29015.0,29015.0
2004-05-01,9.25,93.0,93.0,3172.429,31887.0,31887.0
2004-06-01,3.547,36.0,36.0,2890.7870000000003,29056.0,29056.0
2004-07-01,3.6380000000000003,37.0,37.0,3252.464,32692.0,32692.0
2004-08-01,1.651,17.0,17.0,3244.77,32615.0,32615.0
2004-09-01,4.173,42.0,42.0,3160.4190000000003,31767.0,31767.0
2004-10-01,2.571,26.0,26.0,2857.071,28718.0,28718.0
2004-11-01,2.5180000000000002,25.0,25.0,3088.65,31045.0,31045.0
2004-12-01,3.3120000000000003,33.0,33.0,3147.7960000000003,31640.0,31640.0
2005-01-01,2.5740000000000003,26.12,26.12,2122.8160000000003,21791.8,21791.8
2005-02-01,0.628,6.37,6.37,1916.063,19669.37,19669.37
2005-03-01,0.897,9.11,9.11,2067.82,21227.24,21227.24
2005-04-01,0.737,7.48,7.48,2077.751,21329.19,21329.19
2005-05-01,0.762,7.74,7.74,2282.007,23425.97,23425.97
2005-06-01,0.667,6.77,6.77,2931.105,30089.3,30089.3
2005-07-01,1.945,19.74,19.74,3753.3340000000003,38529.91,38529.91
2005-08-01,2.354,23.89,23.89,3889.6490000000003,39929.25,39929.25
2005-09-01,1.943,19.73,19.73,2933.625,30115.18,30115.18
2005-10-01,0.8190000000000001,8.32,8.32,2277.06,23375.19,23375.19
2005-11-01,0.8210000000000001,8.34,8.34,2031.681,20856.25,20856.25
2005-12-01,1.852,18.8,18.8,2318.088,23796.37,23796.37
2006-01-01,0.0,0.0,0.0,1084.78,11226.0,11226.0
2006-02-01,0.0,0.0,0.0,1286.992,13319.0,13319.0
2006-03-01,0.0,0.0,0.0,1467.933,15191.0,15191.0
2006-04-01,0.0,0.0,0.0,1641.915,16992.0,16992.0
2006-05-01,0.0,0.0,0.0,1901.748,19681.0,19681.0
2006-06-01,0.0,0.0,0.0,2423.344,25079.0,25079.0
2006-07-01,0.0,0.0,0.0,3046.672,31530.0,31530.0
2006-08-01,0.0,0.0,0.0,3085.094,31927.0,31927.0
2006-09-01,0.0,0.0,0.0,2099.105,21723.0,21723.0
2006-10-01,0.0,0.0,0.0,1900.554,19669.0,19669.0
2006-11-01,0.0,0.0,0.0,1411.457,14607.0,14607.0
2006-12-01,0.0,0.0,0.0,1471.4080000000001,15227.0,15227.0
2007-01-01,,,,3409.62,37894.0,37894.0
2007-02-01,,,,3101.427,34469.0,34469.0
2007-03-01,,,,2868.897,31885.0,31885.0
2007-04-01,,,,2855.6220000000003,31737.0,31737.0
2007-05-01,,,,3185.212,35400.0,35400.0
2007-06-01,,,,3765.9930000000004,41855.0,41855.0
2007-07-01,,,,5130.104,57016.0,57016.0
2007-08-01,,,,5687.24,63207.0,63207.0
2007-09-01,,,,4481.662,49808.0,49808.0
2007-10-01,,,,4247.2880000000005,47204.0,47204.0
2007-11-01,,,,4038.0950000000003,44879.0,44879.0
2007-12-01,0.0,0.0,0.0,4499.839,50011.0,50011.0
2008-01-01,0.0,0.0,0.0,5672.906,64813.0,64813.0
2008-02-01,0.0,0.0,0.0,4753.366,54309.0,54309.0
2008-03-01,0.0,0.0,0.0,4461.017,50969.0,50969.0
2008-04-01,0.0,0.0,0.0,5074.789000000001,57981.0,57981.0
2008-05-01,0.0,0.0,0.0,4033.681,46086.0,46086.0
2008-06-01,0.0,0.0,0.0,4414.89,50441.0,50441.0
2008-07-01,0.0,0.0,0.0,5782.667,66068.0,66068.0
2008-08-01,0.0,0.0,0.0,6765.098,77294.0,77294.0
2008-09-01,0.0,0.0,0.0,6093.197,69617.0,69617.0
2008-10-01,0.0,0.0,0.0,5680.472000000001,64901.0,64901.0
2008-11-01,0.0,0.0,0.0,4946.981000000001,56521.0,56521.0
2008-12-01,0.0,0.0,0.0,5533.936000000001,63227.0,63227.0
2009-01-01,0.0,0.0,0.0,4965.29,51266.0,51266.0
2009-02-01,0.0,0.0,0.0,4568.645,47170.0,47170.0
2009-03-01,0.0,0.0,0.0,4251.1050000000005,43892.0,43892.0
2009-04-01,0.0,0.0,0.0,3651.781,37704.0,37704.0
2009-05-01,0.0,0.0,0.0,3710.1150000000002,38306.0,38306.0
2009-06-01,0.0,0.0,0.0,3438.61,35503.0,35503.0
2009-07-01,0.0,0.0,0.0,6291.981000000001,64963.0,64963.0
2009-08-01,0.0,0.0,0.0,6451.925,66614.0,66614.0
2009-09-01,0.0,0.0,0.0,6761.124000000001,69807.0,69807.0
2009-10-01,0.0,0.0,0.0,5287.1,54587.0,54587.0
2009-11-01,0.0,0.0,0.0,4828.259,49850.0,49850.0
2009-12-01,0.0,0.0,0.0,5542.0650000000005,57220.0,57220.0
2010-01-01,0.0,0.0,0.0,4357.28,45304.0,45304.0
2010-02-01,0.0,0.0,0.0,4022.7850000000003,41829.0,41829.0
2010-03-01,0.0,0.0,0.0,4283.969,44544.0,44544.0
2010-04-01,0.0,0.0,0.0,3608.41,37519.0,37519.0
2010-05-01,0.0,0.0,0.0,2628.2360000000003,27328.0,27328.0
2010-06-01,0.0,0.0,0.0,2453.37,25510.0,25510.0
2010-07-01,0.0,0.0,0.0,4050.204,42114.0,42114.0
2010-08-01,0.0,0.0,0.0,4780.745,49710.0,49710.0
2010-09-01,0.0,0.0,0.0,4430.054,46063.0,46063.0
2010-10-01,0.0,0.0,0.0,4973.421,51713.0,51713.0
2010-11-01,0.0,0.0,0.0,4188.095,43547.0,43547.0
2010-12-01,0.0,0.0,0.0,3923.431,40796.0,40796.0
2011-01-01,0.0,0.0,0.0,2827.189,30217.0,30217.0
2011-02-01,0.0,0.0,0.0,2787.839,29796.0,29796.0
2011-03-01,0.0,0.0,0.0,2217.536,23701.0,23701.0
2011-04-01,0.0,0.0,0.0,1889.487,20194.0,20194.0
2011-05-01,0.0,0.0,0.0,1685.855,18018.0,18018.0
2011-06-01,0.0,0.0,0.0,1876.142,20052.0,20052.0
2011-07-01,0.0,0.0,0.0,3007.908,32148.0,32148.0
2011-08-01,0.0,0.0,0.0,3692.988,39470.0,39470.0
2011-09-01,0.0,0.0,0.0,3748.958,40068.0,40068.0
2011-10-01,0.0,0.0,0.0,3002.572,32091.0,32091.0
2011-11-01,0.0,0.0,0.0,2960.161,31638.0,31638.0
2011-12-01,0.0,0.0,0.0,3851.365,41163.0,41163.0
2012-01-01,0.0,0.0,0.0,5501.551,56892.0,56892.0
2012-02-01,0.0,0.0,0.0,5501.132,56887.0,56887.0
2012-03-01,0.0,0.0,0.0,5232.237,54107.0,54107.0
2012-04-01,0.0,0.0,0.0,4847.801,50131.0,50131.0
2012-05-01,0.0,0.0,0.0,4813.962,49781.0,49781.0
2012-06-01,0.0,0.0,0.0,5096.394,52702.0,52702.0
2012-07-01,0.0,0.0,0.0,6027.418,62330.0,62330.0
2012-08-01,0.0,0.0,0.0,7936.771,82074.0,82074.0
2012-09-01,0.0,0.0,0.0,7210.095,74560.0,74560.0
2012-10-01,0.0,0.0,0.0,6671.788,68993.0,68993.0
2012-11-01,0.0,0.0,0.0,5760.545,59570.0,59570.0
2012-12-01,0.0,0.0,0.0,5434.306,56197.0,56197.0
2013-01-01,0.0,0.0,0.0,7014.659,73505.0,73505.0
2013-02-01,0.0,0.0,0.0,6461.636,67708.0,67708.0
2013-03-01,0.0,0.0,0.0,6231.847,65301.0,65301.0
2013-04-01,0.0,0.0,0.0,5362.541,56191.0,56191.0
2013-05-01,0.0,0.0,0.0,5663.253,59342.0,59342.0
2013-06-01,0.0,0.0,0.0,6700.03,70206.0,70206.0
2013-07-01,0.0,0.0,0.0,8501.583,89084.0,89084.0
2013-08-01,0.0,0.0,0.0,8670.443,90854.0,90854.0
2013-09-01,0.0,0.0,0.0,8648.772,90627.0,90627.0
2013-10-01,0.0,0.0,0.0,7504.363,78635.0,78635.0
2013-11-01,0.0,0.0,0.0,7402.079,77563.0,77563.0
2013-12-01,0.0,0.0,0.0,8619.794,90323.0,90323.0
2014-01-01,0.0,0.0,0.0,6868.895,70223.0,70223.0
2014-02-01,0.0,0.0,0.0,6414.359,65576.0,65576.0
2014-03-01,0.0,0.0,0.0,5566.254,56906.0,56906.0
2014-04-01,0.0,0.0,0.0,5292.75,54110.0,54110.0
2014-05-01,0.0,0.0,0.0,5336.881,54561.0,54561.0
2014-06-01,0.0,0.0,0.0,5261.233,53787.0,53787.0
2014-07-01,0.0,0.0,0.0,7444.019,76103.0,76103.0
2014-08-01,0.0,0.0,0.0,7684.084,78557.0,78557.0
2014-09-01,0.0,0.0,0.0,8037.707,82172.0,82172.0
2014-10-01,0.0,0.0,0.0,7929.112,81062.0,81062.0
2014-11-01,0.0,0.0,0.0,5730.369,58584.0,58584.0
2014-12-01,0.0,0.0,0.0,6233.337,63725.0,63725.0
2015-01-01,0.0,0.0,0.0,5153.816,52545.0,52545.0
2015-02-01,0.0,0.0,0.0,3816.251,38907.0,38907.0
2015-03-01,0.0,0.0,0.0,4470.85,45581.0,45581.0
2015-04-01,0.0,0.0,0.0,4290.313,43740.0,43740.0
2015-05-01,0.0,0.0,0.0,4188.471,42702.0,42702.0
2015-06-01,0.0,0.0,0.0,5889.715,60047.0,60047.0
2015-07-01,0.0,0.0,0.0,6642.852,67725.0,67725.0
2015-08-01,0.0,0.0,0.0,7006.984,71438.0,71438.0
2015-09-01,0.0,0.0,0.0,6958.574,70944.0,70944.0
2015-10-01,0.0,0.0,0.0,6703.185,68340.0,68340.0
2015-11-01,0.0,0.0,0.0,4942.416,50389.0,50389.0
2015-12-01,0.0,0.0,0.0,5286.573,53898.0,53898.0
2016-01-01,0.0,0.0,0.0,4301.221,43953.0,43953.0
2016-02-01,0.0,0.0,0.0,3413.563,34883.0,34883.0
2016-03-01,0.0,0.0,0.0,2654.835,27129.0,27129.0
2016-04-01,0.0,0.0,0.0,2538.889,25944.0,25944.0
2016-05-01,0.0,0.0,0.0,2740.595,28005.0,28005.0
2016-06-01,0.0,0.0,0.0,4169.347,42605.0,42605.0
2016-07-01,0.0,0.0,0.0,4917.809,50253.0,50253.0
2016-08-01,0.0,0.0,0.0,5439.276,55582.0,55582.0
2016-09-01,0.0,0.0,0.0,4502.875,46014.0,46014.0
2016-10-01,0.0,0.0,0.0,4441.756,45388.0,45388.0
