measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2021-06-01,0.0,0.0,0.0,465.961,4121.0,4121.0
2021-07-01,0.0,0.0,0.0,366.68,3243.0,3243.0
2021-08-01,0.0,0.0,0.0,369.612,3269.0,3269.0
2021-09-01,0.0,0.0,0.0,343.501,3038.0,3038.0
2021-10-01,0.0,0.0,0.0,253.855,2245.0,2245.0
2021-11-01,0.0,0.0,0.0,251.063,2220.0,2220.0
2021-12-01,0.0,0.0,0.0,134.328,1188.0,1188.0
2022-01-01,-17.37,0.0,0.0,340.884,1163.0,1163.0
2022-02-01,-14.413,0.0,0.0,224.334,765.0,765.0
2022-03-01,-14.906,0.0,0.0,334.803,1142.0,1142.0
2022-04-01,-17.842,0.0,0.0,409.063,1396.0,1396.0
2022-05-01,-17.845,0.0,0.0,460.408,1571.0,1571.0
2022-06-01,-18.132,0.0,0.0,463.095,1580.0,1580.0
2022-07-01,-17.366,0.0,0.0,511.187,1744.0,1744.0
2022-08-01,-17.015,0.0,0.0,450.931,1539.0,1539.0
2022-09-01,-17.342,0.0,0.0,373.843,1276.0,1276.0
2022-10-01,-17.887,0.0,0.0,296.33,1011.0,1011.0
2022-11-01,-17.251,0.0,0.0,244.419,834.0,834.0
2022-12-01,-17.631,0.0,0.0,158.703,541.0,541.0
2023-01-01,-2.0,0.0,0.0,130.0,444.0,444.0
2023-02-01,-2.0,0.0,0.0,371.0,1266.0,1266.0
2023-03-01,-8.0,0.0,0.0,761.0,2597.0,2597.0
2023-04-01,-8.0,0.0,0.0,793.0,2706.0,2706.0
2023-05-01,-10.0,0.0,0.0,1085.0,3702.0,3702.0
2023-06-01,-9.0,0.0,0.0,754.0,2573.0,2573.0
2023-07-01,-8.0,0.0,0.0,824.0,2811.0,2811.0
2023-08-01,-10.0,0.0,0.0,724.0,2470.0,2470.0
2023-09-01,-7.0,0.0,0.0,526.0,1795.0,1795.0
2023-10-01,-4.0,0.0,0.0,458.0,1563.0,1563.0
2023-11-01,-3.0,0.0,0.0,463.0,1580.0,1580.0
2023-12-01,-3.0,0.0,0.0,287.0,979.0,979.0
2024-01-01,-1.0,0.0,0.0,162.0,553.0,553.0
2024-02-01,-8.0,0.0,0.0,585.0,1996.0,1996.0
2024-03-01,-6.0,0.0,0.0,655.0,2235.0,2235.0
2024-04-01,0.0,0.0,0.0,723.0,2467.0,2467.0
2024-05-01,-9.0,0.0,0.0,770.0,2627.0,2627.0
2024-06-01,-1.0,0.0,0.0,876.0,2989.0,2989.0
2024-07-01,-5.0,0.0,0.0,847.0,2890.0,2890.0
2024-08-01,-4.0,0.0,0.0,691.0,2358.0,2358.0
2024-09-01,-5.0,0.0,0.0,454.0,1549.0,1549.0
2024-10-01,0.0,0.0,0.0,437.0,1491.0,1491.0
2024-11-01,-7.0,0.0,0.0,352.0,1201.0,1201.0
2024-12-01,-4.0,0.0,0.0,319.0,1088.0,1088.0
