measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,69.0,235.0,235.0
2024-02-01,0.0,0.0,0.0,188.0,641.0,641.0
2024-03-01,0.0,0.0,0.0,368.0,1256.0,1256.0
2024-04-01,0.0,0.0,0.0,450.0,1535.0,1535.0
2024-05-01,-1.0,0.0,0.0,521.0,1778.0,1778.0
2024-06-01,0.0,0.0,0.0,549.0,1873.0,1873.0
2024-07-01,0.0,0.0,0.0,497.0,1696.0,1696.0
2024-08-01,0.0,0.0,0.0,518.0,1767.0,1767.0
2024-09-01,-1.0,0.0,0.0,413.0,1409.0,1409.0
2024-10-01,0.0,0.0,0.0,442.0,1508.0,1508.0
2024-11-01,0.0,0.0,0.0,319.0,1088.0,1088.0
2024-12-01,-1.0,0.0,0.0,228.0,778.0,778.0
