measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,456.589,2615.0,2615.0
2001-02-01,832.296,4767.0,4767.0
2001-03-01,834.905,4782.0,4782.0
2001-04-01,396.58,2271.0,2271.0
2001-05-01,393.971,2257.0,2257.0
2001-06-01,318.307,1823.0,1823.0
2001-07-01,738.369,4229.0,4229.0
2001-08-01,1061.895,6082.0,6082.0
2001-09-01,978.404,5604.0,5604.0
2001-10-01,545.297,3123.0,3123.0
2001-11-01,286.999,1644.0,1644.0
2001-12-01,284.389,1629.0,1629.0
2002-01-01,708.01,4059.0,4059.0
2002-02-01,597.154,3424.0,3424.0
2002-03-01,649.57,3724.0,3724.0
2002-04-01,617.153,3538.0,3538.0
2002-05-01,650.341,3728.0,3728.0
2002-06-01,484.916,2780.0,2780.0
2002-07-01,578.054,3314.0,3314.0
2002-08-01,604.929,3468.0,3468.0
2002-09-01,736.7,4224.0,4224.0
2002-10-01,771.6220000000001,4424.0,4424.0
2002-11-01,703.93,4036.0,4036.0
2002-12-01,779.6220000000001,4470.0,4470.0
