measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,22235.0,256992.0,256992.0,12140.0,0.0,0.0
2003-02-01,13746.84,161245.0,161245.0,7458.33,0.0,0.0
2003-03-01,41386.02,478571.0,478571.0,21659.13,0.0,0.0
2003-04-01,49524.32,560853.0,560853.0,25584.72,0.0,0.0
2003-05-01,59733.57,673529.0,673529.0,32514.4,0.0,0.0
2003-06-01,25414.97,292164.0,292164.0,14494.71,0.0,0.0
2003-07-01,119951.17,1352089.0,1352089.0,65914.41,0.0,0.0
2003-08-01,166458.79,1868698.0,1868698.0,95117.23,0.0,0.0
2003-09-01,36946.33,425977.0,425977.0,20884.1,0.0,0.0
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,4673.46,54863.0,54863.0,2604.45,0.0,0.0
2003-12-01,0.0,0.0,0.0,0.0,0.0,0.0
