measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,8466.061,87479.81,87479.81
2001-02-01,7495.293000000001,77448.86,77448.86
2001-03-01,6965.089,71970.26,71970.26
2001-04-01,7937.223,82015.33,82015.33
2001-05-01,7685.317,79412.38,79412.38
2001-06-01,7004.802000000001,72380.62,72380.62
2001-07-01,7859.506,81212.28,81212.28
2001-08-01,7954.331,82192.1,82192.1
2001-09-01,6506.921,67236.01,67236.01
2001-10-01,7848.918000000001,81102.87,81102.87
2001-11-01,6783.138,70090.16,70090.16
2001-12-01,7357.402,76024.03,76024.03
