measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2003-01-01,515.782,7874.0,7874.0
2003-02-01,475.84400000000005,7264.0,7264.0
2003-03-01,435.619,6650.0,6650.0
2003-04-01,459.442,7014.0,7014.0
2003-05-01,457.057,6977.0,6977.0
2003-06-01,455.341,6951.0,6951.0
2003-07-01,500.879,7646.0,7646.0
2003-08-01,526.344,8035.0,8035.0
2003-09-01,470.90700000000004,7189.0,7189.0
2003-10-01,395.32,6035.0,6035.0
2003-11-01,348.651,5323.0,5323.0
2003-12-01,507.28700000000003,7744.0,7744.0
2005-01-01,210.81,2770.71,2770.71
2005-02-01,48.524,637.76,637.76
2005-03-01,41.64,547.28,547.28
2005-04-01,41.663000000000004,547.59,547.59
2005-05-01,42.007000000000005,552.11,552.11
2005-06-01,50.886,668.8,668.8
2005-07-01,96.37100000000001,1266.62,1266.62
2005-08-01,85.357,1121.86,1121.86
2005-09-01,47.495,624.23,624.23
2005-10-01,66.58800000000001,875.18,875.18
2005-11-01,44.838,589.31,589.31
2005-12-01,122.82100000000001,1614.26,1614.26
2006-01-01,175.699,2045.0,2045.0
2006-02-01,91.938,1070.0,1070.0
2006-03-01,77.22800000000001,899.0,899.0
2006-04-01,147.934,1722.0,1722.0
2006-05-01,138.281,1609.0,1609.0
2006-06-01,125.688,1463.0,1463.0
2006-07-01,182.062,2119.0,2119.0
2006-08-01,176.6,2055.0,2055.0
2006-09-01,81.13300000000001,944.0,944.0
2006-10-01,85.702,997.0,997.0
2006-11-01,100.917,1174.0,1174.0
2006-12-01,111.81700000000001,1301.0,1301.0
2007-01-01,369.987,4402.0,4402.0
2007-02-01,435.62800000000004,5185.0,5185.0
2007-03-01,406.56100000000004,4843.0,4843.0
2007-04-01,132.977,1583.0,1583.0
2007-05-01,134.655,1601.0,1601.0
2007-06-01,183.792,2187.0,2187.0
2007-07-01,184.977,2204.0,2204.0
2007-08-01,219.151,2610.0,2610.0
2007-09-01,153.922,1833.0,1833.0
2007-10-01,193.739,2308.0,2308.0
2007-11-01,35.975,429.0,429.0
2007-12-01,377.637,4495.0,4495.0
2008-01-01,245.49,2749.0,2749.0
2008-02-01,293.101,3277.0,3277.0
2008-03-01,653.985,7314.0,7314.0
2008-04-01,282.199,3155.0,3155.0
2008-05-01,254.008,2842.0,2842.0
2008-06-01,582.182,6508.0,6508.0
2008-07-01,484.779,5423.0,5423.0
2008-08-01,124.057,1386.0,1386.0
2008-09-01,85.72800000000001,957.0,957.0
2008-10-01,97.59700000000001,1090.0,1090.0
2008-11-01,87.096,974.0,974.0
2008-12-01,680.778,7610.0,7610.0
2009-01-01,1044.367,11617.0,11617.0
2009-02-01,20.71,232.0,232.0
2009-03-01,86.104,957.0,957.0
2009-04-01,76.87100000000001,858.0,858.0
2009-05-01,20.105,226.0,226.0
2009-06-01,47.768,534.0,534.0
2009-07-01,148.088,1647.0,1647.0
2009-08-01,367.899,4095.0,4095.0
2009-09-01,37.905,423.0,423.0
2009-10-01,22.737000000000002,255.0,255.0
2009-11-01,36.289,406.0,406.0
2009-12-01,121.15700000000001,1351.0,1351.0
2010-01-01,139.76,1576.0,1576.0
2010-02-01,128.097,1441.0,1441.0
2010-03-01,200.883,2264.0,2264.0
2010-04-01,110.00200000000001,1241.0,1241.0
2010-05-01,489.923,5515.0,5515.0
2010-06-01,434.37300000000005,4892.0,4892.0
2010-07-01,1474.132,16605.0,16605.0
2010-08-01,984.389,11090.0,11090.0
2010-09-01,778.254,8767.0,8767.0
2010-10-01,33.907000000000004,382.0,382.0
2010-11-01,94.665,1064.0,1064.0
2010-12-01,316.615,3563.0,3563.0
2011-01-01,716.074,8056.0,8056.0
2011-02-01,135.756,1529.0,1529.0
2011-03-01,78.609,882.0,882.0
2011-04-01,32.027,359.0,359.0
2011-05-01,8.82,100.0,100.0
2011-06-01,278.882,3140.0,3140.0
2011-07-01,470.443,5292.0,5292.0
2011-08-01,284.378,3199.0,3199.0
2011-09-01,157.808,1776.0,1776.0
2011-10-01,24.002,270.0,270.0
2011-11-01,91.496,1029.0,1029.0
2011-12-01,56.705,641.0,641.0
2012-01-01,38.644,470.0,470.0
2012-02-01,36.153,435.0,435.0
2012-03-01,83.168,1005.0,1005.0
2012-04-01,38.226,465.0,465.0
2012-05-01,100.888,1223.0,1223.0
2012-06-01,422.844,5121.0,5121.0
2012-07-01,339.453,4110.0,4110.0
2012-08-01,168.341,2040.0,2040.0
2012-09-01,31.161,376.0,376.0
2012-10-01,107.809,1305.0,1305.0
2012-11-01,62.591,759.0,759.0
2012-12-01,54.722,664.0,664.0
2013-01-01,563.404,6377.0,6377.0
2013-02-01,402.778,4561.0,4561.0
2013-03-01,17.178,193.0,193.0
2013-04-01,8.199,93.0,93.0
2013-05-01,7.599,88.0,88.0
2013-06-01,31.575,356.0,356.0
2013-07-01,233.406,2646.0,2646.0
2013-08-01,43.189,491.0,491.0
2013-09-01,27.302,310.0,310.0
2013-10-01,4.088,47.0,47.0
2013-11-01,27.49,310.0,310.0
2013-12-01,528.792,5986.0,5986.0
2014-01-01,1991.523,22964.0,22964.0
2014-02-01,595.43,6868.0,6868.0
2014-03-01,667.679,7703.0,7703.0
2014-04-01,6.283,75.0,75.0
2014-05-01,1.962,23.0,23.0
2014-06-01,17.602,203.0,203.0
2014-07-01,28.165,325.0,325.0
2014-08-01,68.504,788.0,788.0
2014-09-01,26.566,307.0,307.0
2014-10-01,9.688,110.0,110.0
2014-11-01,32.096,371.0,371.0
2014-12-01,88.502,1020.0,1020.0
2015-01-01,37.256,434.0,434.0
2015-02-01,828.148,9582.0,9582.0
2015-03-01,12.743,145.0,145.0
2015-04-01,17.514,203.0,203.0
2015-05-01,10.09,116.0,116.0
2015-06-01,2.76,35.0,35.0
2015-07-01,50.056,579.0,579.0
2015-08-01,17.255,197.0,197.0
2015-09-01,37.045,428.0,428.0
2015-10-01,4.439,52.0,52.0
2015-11-01,2.908,35.0,35.0
2015-12-01,5.786,69.0,69.0
2016-01-01,105.667,1203.0,1203.0
2016-02-01,59.3,677.0,677.0
2016-03-01,16.504,185.0,185.0
2016-04-01,37.425,428.0,428.0
2016-05-01,209.963,2389.0,2389.0
2016-06-01,38.806,440.0,440.0
2016-07-01,217.41,2470.0,2470.0
2016-08-01,400.278,4553.0,4553.0
2016-09-01,63.774,723.0,723.0
2016-10-01,8.885,98.0,98.0
2016-11-01,60.134,683.0,683.0
2016-12-01,233.854,2661.0,2661.0
2017-01-01,22.226,267.0,267.0
2017-02-01,40.294,476.0,476.0
2017-03-01,259.506,3068.0,3068.0
2017-04-01,45.688,539.0,539.0
2017-05-01,53.526,632.0,632.0
