measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2016-01-01,2721.239,25122.0,25122.0
2016-02-01,2716.433,25078.0,25078.0
2016-03-01,3023.308,27911.0,27911.0
2016-04-01,3402.05,31408.0,31408.0
2016-05-01,2310.782,21333.0,21333.0
2016-06-01,2287.194,21115.0,21115.0
2016-07-01,1889.813,17447.0,17447.0
2016-08-01,1838.347,16972.0,16972.0
2016-09-01,2584.296,23858.0,23858.0
2016-10-01,2949.09,27226.0,27226.0
2016-11-01,2951.111,27245.0,27245.0
2016-12-01,4750.337,43855.0,43855.0
2017-01-01,2579.304,23763.0,23763.0
2017-02-01,2795.339,25753.0,25753.0
2017-03-01,3112.268,28673.0,28673.0
2017-04-01,2917.999,26884.0,26884.0
2017-05-01,2637.618,24300.0,24300.0
2017-06-01,2280.92,21014.0,21014.0
2017-07-01,1648.966,15192.0,15192.0
2017-08-01,1356.353,12496.0,12496.0
2017-09-01,2294.918,21143.0,21143.0
2017-10-01,3017.612,27801.0,27801.0
2017-11-01,2716.262,25025.0,25025.0
2017-12-01,2896.441,26685.0,26685.0
2018-01-01,3010.912,27411.0,27411.0
2018-02-01,2480.253,22580.0,22580.0
2018-03-01,2914.524,26534.0,26534.0
2018-04-01,2790.744,25407.0,25407.0
2018-05-01,2129.399,19386.0,19386.0
2018-06-01,2552.295,23236.0,23236.0
2018-07-01,1493.265,13595.0,13595.0
2018-08-01,1897.813,17278.0,17278.0
2018-09-01,2395.614,21810.0,21810.0
2018-10-01,2368.763,21565.0,21565.0
2018-11-01,2405.41,21899.0,21899.0
2018-12-01,2701.008,24590.0,24590.0
2019-01-01,2289.74,20390.0,20390.0
2019-02-01,1948.612,17352.0,17352.0
2019-03-01,2649.676,23595.0,23595.0
2019-04-01,2674.015,23812.0,23812.0
2019-05-01,2174.17,19361.0,19361.0
2019-06-01,1847.938,16456.0,16456.0
2019-07-01,1881.797,16757.0,16757.0
2019-08-01,1542.62,13737.0,13737.0
2019-09-01,2544.707,22661.0,22661.0
2019-10-01,2828.348,25186.0,25186.0
2019-11-01,2632.812,23445.0,23445.0
2019-12-01,2578.565,22962.0,22962.0
2020-01-01,2432.727,21328.0,21328.0
2020-02-01,2560.947,22452.0,22452.0
2020-03-01,2478.732,21731.0,21731.0
2020-04-01,2398.248,21025.0,21025.0
2020-05-01,2071.261,18159.0,18159.0
2020-06-01,2609.636,22879.0,22879.0
2020-07-01,1886.079,16535.0,16535.0
2020-08-01,2240.627,19644.0,19644.0
2020-09-01,2433.037,21330.0,21330.0
2020-10-01,2486.512,21799.0,21799.0
2020-11-01,2640.258,23147.0,23147.0
2020-12-01,2615.936,22934.0,22934.0
2021-01-01,2005.736,17739.0,17739.0
2021-02-01,1425.03,12603.0,12603.0
2021-03-01,2484.473,21973.0,21973.0
2021-04-01,2672.275,23634.0,23634.0
2021-05-01,2233.831,19756.0,19756.0
2021-06-01,1685.138,14903.0,14903.0
2021-07-01,1627.917,14397.0,14397.0
2021-08-01,2133.344,18867.0,18867.0
2021-09-01,2186.183,19335.0,19335.0
2021-10-01,2440.131,21581.0,21581.0
2021-11-01,2710.11,23968.0,23968.0
2021-12-01,3082.832,27265.0,27265.0
2022-01-01,2816.854,9611.0,9611.0
2022-02-01,2793.346,9531.0,9531.0
2022-03-01,3165.238,10800.0,10800.0
2022-04-01,3037.738,10365.0,10365.0
2022-05-01,2216.445,7563.0,7563.0
2022-06-01,2096.413,7153.0,7153.0
2022-07-01,1817.807,6202.0,6202.0
2022-08-01,1907.243,6508.0,6508.0
2022-09-01,2256.259,7698.0,7698.0
2022-10-01,2562.005,8742.0,8742.0
2022-11-01,3223.892,11000.0,11000.0
2022-12-01,2701.76,9218.0,9218.0
2023-01-01,2305.0,7865.0,7865.0
2023-02-01,2903.0,9905.0,9905.0
2023-03-01,2211.0,7544.0,7544.0
2023-04-01,2439.0,8322.0,8322.0
2023-05-01,2358.0,8045.0,8045.0
2023-06-01,1433.0,4889.0,4889.0
2023-07-01,1130.0,3856.0,3856.0
2023-08-01,1750.0,5971.0,5971.0
2023-09-01,2241.0,7646.0,7646.0
2023-10-01,2955.0,10082.0,10082.0
2023-11-01,2091.0,7134.0,7134.0
2023-12-01,2262.0,7718.0,7718.0
2024-01-01,1655.0,5647.0,5647.0
2024-02-01,2341.0,7987.0,7987.0
2024-03-01,2996.0,10222.0,10222.0
2024-04-01,2246.0,7663.0,7663.0
2024-05-01,1762.0,6012.0,6012.0
2024-06-01,1175.0,4009.0,4009.0
2024-07-01,732.0,2498.0,2498.0
2024-08-01,1168.0,3985.0,3985.0
2024-09-01,2536.0,8653.0,8653.0
2024-10-01,2618.0,8933.0,8933.0
2024-11-01,2567.0,8759.0,8759.0
2024-12-01,2546.0,8687.0,8687.0
