measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2022-09-01,0.0,0.0,0.0,174.156,594.0,594.0
2022-10-01,0.0,0.0,0.0,138.047,471.0,471.0
2022-11-01,0.0,0.0,0.0,113.864,389.0,389.0
2022-12-01,0.0,0.0,0.0,73.933,252.0,252.0
2023-01-01,0.0,0.0,0.0,92.0,314.0,314.0
2023-02-01,0.0,0.0,0.0,155.0,529.0,529.0
2023-03-01,0.0,0.0,0.0,235.0,802.0,802.0
2023-04-01,0.0,0.0,0.0,329.0,1123.0,1123.0
2023-05-01,0.0,0.0,0.0,441.0,1505.0,1505.0
2023-06-01,0.0,0.0,0.0,346.0,1181.0,1181.0
2023-07-01,0.0,0.0,0.0,360.0,1228.0,1228.0
2023-08-01,0.0,0.0,0.0,359.0,1225.0,1225.0
2023-09-01,0.0,0.0,0.0,269.0,918.0,918.0
2023-10-01,0.0,0.0,0.0,226.0,771.0,771.0
2023-11-01,0.0,0.0,0.0,173.0,590.0,590.0
2023-12-01,0.0,0.0,0.0,107.0,365.0,365.0
2024-01-01,0.0,0.0,0.0,63.0,215.0,215.0
2024-02-01,0.0,0.0,0.0,231.0,788.0,788.0
2024-03-01,0.0,0.0,0.0,281.0,959.0,959.0
2024-04-01,0.0,0.0,0.0,293.0,1000.0,1000.0
2024-05-01,0.0,0.0,0.0,386.0,1317.0,1317.0
2024-06-01,0.0,0.0,0.0,404.0,1378.0,1378.0
2024-07-01,0.0,0.0,0.0,419.0,1430.0,1430.0
2024-08-01,0.0,0.0,0.0,348.0,1187.0,1187.0
2024-09-01,0.0,0.0,0.0,295.0,1007.0,1007.0
2024-10-01,0.0,0.0,0.0,253.0,863.0,863.0
2024-11-01,0.0,0.0,0.0,157.0,536.0,536.0
2024-12-01,0.0,0.0,0.0,95.0,324.0,324.0
