measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2019-12-01,,,,0.0,0.0,0.0
2020-01-01,,,,259.899,2279.0,2279.0
2020-02-01,,,,340.427,2985.0,2985.0
2020-03-01,,,,517.988,4541.0,4541.0
2020-04-01,,,,496.648,4354.0,4354.0
2020-05-01,,,,700.18,6138.0,6138.0
2020-06-01,,,,661.527,5800.0,5800.0
2020-07-01,,,,651.461,5711.0,5711.0
2020-08-01,,,,615.828,5399.0,5399.0
2020-09-01,,,,534.697,4688.0,4688.0
2020-10-01,,,,388.743,3408.0,3408.0
2020-11-01,,,,278.018,2437.0,2437.0
2020-12-01,-9.0,0.0,0.0,211.584,1855.0,1855.0
2021-01-01,0.0,0.0,0.0,312.401,2763.0,2763.0
2021-02-01,0.0,0.0,0.0,246.747,2182.0,2182.0
2021-03-01,0.0,0.0,0.0,781.0,6907.0,6907.0
2021-04-01,0.0,0.0,0.0,632.122,5590.0,5590.0
2021-05-01,0.0,0.0,0.0,785.638,6948.0,6948.0
2021-06-01,0.0,0.0,0.0,814.437,7203.0,7203.0
2021-07-01,0.0,0.0,0.0,640.908,5668.0,5668.0
2021-08-01,0.0,0.0,0.0,646.034,5714.0,5714.0
2021-09-01,0.0,0.0,0.0,600.394,5310.0,5310.0
2021-10-01,0.0,0.0,0.0,443.706,3924.0,3924.0
2021-11-01,0.0,0.0,0.0,438.825,3881.0,3881.0
2021-12-01,0.0,0.0,0.0,234.788,2076.0,2076.0
2022-01-01,0.0,0.0,0.0,574.904,1962.0,1962.0
2022-02-01,0.0,0.0,0.0,378.34,1291.0,1291.0
2022-03-01,0.0,0.0,0.0,564.647,1927.0,1927.0
2022-04-01,0.0,0.0,0.0,689.886,2354.0,2354.0
2022-05-01,0.0,0.0,0.0,776.479,2649.0,2649.0
2022-06-01,0.0,0.0,0.0,781.012,2665.0,2665.0
2022-07-01,0.0,0.0,0.0,862.119,2942.0,2942.0
2022-08-01,0.0,0.0,0.0,760.497,2595.0,2595.0
2022-09-01,0.0,0.0,0.0,630.487,2151.0,2151.0
2022-10-01,0.0,0.0,0.0,499.762,1705.0,1705.0
2022-11-01,0.0,0.0,0.0,412.214,1406.0,1406.0
2022-12-01,0.0,0.0,0.0,267.653,913.0,913.0
2023-01-01,-7.0,0.0,0.0,225.0,768.0,768.0
2023-02-01,-8.0,0.0,0.0,414.0,1413.0,1413.0
2023-03-01,-9.0,0.0,0.0,626.0,2136.0,2136.0
2023-04-01,-2.0,0.0,0.0,660.0,2252.0,2252.0
2023-05-01,-5.0,0.0,0.0,928.0,3166.0,3166.0
2023-06-01,-10.0,0.0,0.0,676.0,2307.0,2307.0
2023-07-01,-9.0,0.0,0.0,732.0,2498.0,2498.0
2023-08-01,-10.0,0.0,0.0,706.0,2409.0,2409.0
2023-09-01,-8.0,0.0,0.0,607.0,2071.0,2071.0
2023-10-01,-2.0,0.0,0.0,359.0,1225.0,1225.0
2023-11-01,-2.0,0.0,0.0,427.0,1457.0,1457.0
2023-12-01,-7.0,0.0,0.0,181.0,618.0,618.0
2024-01-01,-6.0,0.0,0.0,149.0,508.0,508.0
2024-02-01,-9.0,0.0,0.0,554.0,1890.0,1890.0
2024-03-01,-5.0,0.0,0.0,600.0,2047.0,2047.0
2024-04-01,-2.0,0.0,0.0,626.0,2136.0,2136.0
2024-05-01,-2.0,0.0,0.0,736.0,2511.0,2511.0
2024-06-01,-8.0,0.0,0.0,765.0,2610.0,2610.0
2024-07-01,-10.0,0.0,0.0,786.0,2682.0,2682.0
2024-08-01,-11.0,0.0,0.0,665.0,2269.0,2269.0
2024-09-01,-6.0,0.0,0.0,676.0,2307.0,2307.0
2024-10-01,-3.0,0.0,0.0,607.0,2071.0,2071.0
2024-11-01,-2.0,0.0,0.0,426.0,1454.0,1454.0
2024-12-01,-8.0,0.0,0.0,288.0,983.0,983.0
