measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2001-01-01,7.0,72.33,72.33
2001-02-01,21.0,216.99,216.99
2001-03-01,37.0,382.32,382.32
2001-04-01,44.0,454.65,454.65
2001-05-01,55.0,568.32,568.32
2001-06-01,35.0,361.66,361.66
2001-07-01,31.0,320.32,320.32
2001-08-01,33.0,340.99,340.99
2001-09-01,28.0,289.32,289.32
2001-10-01,30.0,309.99,309.99
2001-11-01,13.0,134.33,134.33
2001-12-01,11.0,113.66,113.66
2002-01-01,15.0,152.6,152.6
2002-02-01,25.0,254.33,254.33
2002-03-01,35.0,356.06,356.06
2002-04-01,40.0,406.92,406.92
2002-05-01,43.0,437.44,437.44
2002-06-01,58.0,590.03,590.03
2002-07-01,59.0,600.21,600.21
2002-08-01,50.0,508.65,508.65
2002-09-01,38.0,386.57,386.57
2002-10-01,29.0,295.02,295.02
2002-11-01,17.0,172.94,172.94
2002-12-01,10.0,101.73,101.73
