measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2022-01-01,2.461,35.0,35.0
2022-02-01,2.351,35.0,35.0
2022-03-01,1.868,29.0,29.0
2022-04-01,1.549,23.0,23.0
2022-05-01,2.218,29.0,29.0
2022-06-01,3.039,41.0,41.0
2022-07-01,3.197,47.0,47.0
2022-08-01,1.404,17.0,17.0
2022-09-01,1.7,23.0,23.0
2022-10-01,2.886,41.0,41.0
2022-11-01,2.012,29.0,29.0
2022-12-01,4.315,58.0,58.0
2023-01-01,5.919,53.0,53.0
2023-02-01,2.305,18.0,18.0
2023-03-01,4.861,41.0,41.0
2023-04-01,5.906,47.0,47.0
2023-05-01,10.709,88.0,88.0
2023-06-01,6.642,53.0,53.0
2023-07-01,6.502,53.0,53.0
2023-08-01,4.169,35.0,35.0
2023-09-01,5.115,41.0,41.0
2023-10-01,8.495,70.0,70.0
2023-11-01,5.49,47.0,47.0
2023-12-01,8.887,70.0,70.0
2024-01-01,10.549,99.0,99.0
2024-02-01,6.401,58.0,58.0
2024-03-01,10.107,93.0,93.0
2024-04-01,16.976,158.0,158.0
2024-05-01,11.215,105.0,105.0
2024-06-01,11.747,111.0,111.0
2024-07-01,9.123,88.0,88.0
2024-08-01,13.241,123.0,123.0
2024-09-01,13.254,123.0,123.0
2024-10-01,9.032,82.0,82.0
2024-11-01,14.266,134.0,134.0
2024-12-01,18.089,169.0,169.0
