measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Subbituminous Coal Generation,Subbituminous Coal Quantity Consumed For Electricity,Subbituminous Coal Total Fuel Consumed
2001-01-01,907103.0,9550270.0,9550270.0,1502.0,17775.0,17775.0,,,
2001-02-01,815969.0,8485385.0,8485385.0,820.0,9390.0,9390.0,,,
2001-03-01,891699.0,9376908.0,9376908.0,848.0,7598.0,7598.0,,,
2001-04-01,611438.0,6530287.0,6530287.0,828.0,7533.0,7533.0,,,
2001-05-01,491778.0,5371377.0,5371377.0,1425.0,13256.0,13256.0,,,
2001-06-01,552720.0,5840912.0,5840912.0,1640.0,14761.0,14761.0,,,
2001-07-01,907898.0,9887017.0,9887017.0,991.0,9190.0,9190.0,,,
2001-08-01,930523.0,10235169.0,10235169.0,377.0,3531.0,3531.0,,,
2001-09-01,517642.0,5660551.0,5660551.0,754.0,7028.0,7028.0,,,
2001-10-01,445717.0,4865911.0,4865911.0,1534.0,14267.0,14267.0,,,
2001-11-01,650176.0,6762508.0,6762508.0,668.0,5917.0,5917.0,,,
2001-12-01,663070.0,7031634.0,7031634.0,1306.0,11799.0,11799.0,,,
2002-01-01,836601.0,8645410.0,8645410.0,1257.0,11211.0,11211.0,,,
2002-02-01,647986.0,6736585.0,6736585.0,1260.0,11403.0,11403.0,,,
2002-03-01,600455.0,6313477.0,6313477.0,223.0,2042.0,2042.0,,,
2002-04-01,355988.0,3875661.0,3875661.0,1078.0,10220.0,10220.0,,,
2002-05-01,561759.0,5884711.0,5884711.0,1132.0,10324.0,10324.0,,,
2002-06-01,727360.0,7593197.0,7593197.0,1876.0,17046.0,17046.0,,,
2002-07-01,945617.0,9977975.0,9977975.0,208.0,1908.0,1908.0,,,
2002-08-01,821805.0,8681350.0,8681350.0,1040.0,11803.0,11803.0,,,
2002-09-01,866884.0,9138981.0,9138981.0,321.0,3631.0,3631.0,,,
2002-10-01,857884.0,9333824.0,9333824.0,715.0,8149.0,8149.0,,,
2002-11-01,858927.0,9085414.0,9085414.0,391.0,4449.0,4449.0,,,
2002-12-01,776471.0,8116102.0,8116102.0,1069.0,12006.0,12006.0,,,
2003-01-01,973144.0,10038212.0,10038212.0,1124.0,12458.0,12458.0,,,
2003-02-01,929399.0,9241716.0,9241716.0,334.0,3729.0,3729.0,,,
2003-03-01,877827.0,9360374.0,9360374.0,155.0,1728.0,1728.0,,,
2003-04-01,765846.0,8276974.0,8276974.0,1054.0,11832.0,11832.0,,,
