measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2001-01-01,75.0,876.0,876.0,40.0,481.0,481.0
2001-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2001-03-01,0.0,0.0,0.0,27.0,1567.0,1567.0
2001-04-01,0.0,0.0,0.0,3.0,87.0,87.0
2001-05-01,0.0,0.0,0.0,192.0,6256.0,6256.0
2001-06-01,5.0,53.0,53.0,71.0,3942.0,3942.0
2001-07-01,0.0,0.0,0.0,76.0,770.0,770.0
2001-08-01,28.0,572.0,572.0,1985.0,41065.0,41065.0
2001-09-01,30.0,747.0,747.0,118.0,3021.0,3021.0
2001-10-01,0.0,0.0,0.0,-10.0,756.0,756.0
2001-11-01,26.0,1109.0,1109.0,16.0,682.0,682.0
2001-12-01,0.0,0.0,0.0,-20.0,848.0,848.0
2002-01-01,0.0,0.0,0.0,9.0,168.0,168.0
2002-02-01,0.0,0.0,0.0,3.0,33.0,33.0
2002-03-01,0.0,0.0,0.0,-17.0,1243.0,1243.0
2002-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2002-05-01,0.0,0.0,0.0,32.0,763.0,763.0
2002-06-01,16.0,273.0,273.0,378.0,6301.0,6301.0
2002-07-01,1.0,12.0,12.0,704.0,14246.0,14246.0
2002-08-01,0.0,0.0,0.0,39.0,1318.0,1318.0
2002-09-01,0.0,0.0,0.0,337.0,8528.0,8528.0
2002-10-01,-45.0,0.0,0.0,0.0,0.0,0.0
2002-11-01,-58.0,0.0,0.0,0.0,0.0,0.0
2002-12-01,18.0,563.0,563.0,9.0,281.0,281.0
2003-01-01,0.0,0.0,0.0,-64.0,0.0,0.0
2003-02-01,0.0,0.0,0.0,-61.0,0.0,0.0
2003-03-01,0.0,0.0,0.0,-71.0,0.0,0.0
2003-04-01,-4.0,0.0,0.0,-43.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,47.0,1293.0,1293.0
2003-06-01,0.0,0.0,0.0,-30.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,,,
2003-08-01,0.0,0.0,0.0,23.0,320.0,320.0
2003-09-01,0.0,0.0,0.0,485.0,9087.0,9087.0
2003-10-01,0.0,0.0,0.0,-11.0,0.0,0.0
2003-11-01,17.0,499.0,499.0,,,
2003-12-01,18.0,389.0,389.0,1328.0,28359.0,28359.0
2004-01-01,103.58200000000001,1312.0,1312.0,5620.845,120661.0,120661.0
2004-02-01,2.91,37.0,37.0,965.836,20733.0,20733.0
2004-03-01,32.727000000000004,414.0,414.0,262.048,5625.0,5625.0
2004-04-01,3.9,49.0,49.0,197.25300000000001,4234.0,4234.0
2004-05-01,29.398,372.0,372.0,513.345,11020.0,11020.0
2004-06-01,115.911,1468.0,1468.0,1269.672,27256.0,27256.0
2004-07-01,95.96300000000001,1215.0,1215.0,3357.67,72078.0,72078.0
2004-08-01,0.0,0.0,0.0,400.67,8601.0,8601.0
2004-09-01,36.597,463.0,463.0,1905.152,40897.0,40897.0
2004-10-01,14.279,181.0,181.0,586.884,12598.0,12598.0
2004-11-01,1.62,21.0,21.0,203.775,4374.0,4374.0
2004-12-01,75.114,951.0,951.0,721.851,15496.0,15496.0
2005-01-01,-10.414,10.7,10.7,44.663000000000004,2188.22,2188.22
2005-02-01,-3.5780000000000003,3.67,3.67,35.731,1750.59,1750.59
2005-03-01,-3.966,4.07,4.07,49.583000000000006,2429.27,2429.27
2005-04-01,-4.804,4.94,4.94,47.067,2306.0,2306.0
2005-05-01,-4.461,4.58,4.58,45.007000000000005,2205.08,2205.08
2005-06-01,-5.79,5.95,5.95,84.961,4162.56,4162.56
2005-07-01,-5.894,6.05,6.05,111.848,5479.81,5479.81
2005-08-01,-6.924,7.11,7.11,111.10900000000001,5443.65,5443.65
2005-09-01,-4.533,4.66,4.66,67.27,3295.78,3295.78
2005-10-01,-5.033,5.17,5.17,47.698,2336.9,2336.9
2005-11-01,-4.046,4.16,4.16,41.804,2048.11,2048.11
2005-12-01,-8.556000000000001,8.79,8.79,52.258,2560.32,2560.32
2006-01-01,1.175,19.0,19.0,127.48400000000001,1960.0,1960.0
2006-02-01,0.615,10.0,10.0,144.109,2216.0,2216.0
2006-03-01,0.517,8.0,8.0,189.901,2920.0,2920.0
2006-04-01,0.99,16.0,16.0,157.15,2416.0,2416.0
2006-05-01,0.925,15.0,15.0,207.007,3183.0,3183.0
2006-06-01,0.8410000000000001,14.0,14.0,266.648,4100.0,4100.0
2006-07-01,1.218,20.0,20.0,477.15700000000004,7337.0,7337.0
2006-08-01,1.181,19.0,19.0,423.99600000000004,6519.0,6519.0
2006-09-01,0.543,9.0,9.0,249.40300000000002,3835.0,3835.0
2006-10-01,0.5730000000000001,9.0,9.0,270.153,4154.0,4154.0
2006-11-01,0.675,11.0,11.0,181.622,2793.0,2793.0
2006-12-01,0.748,12.0,12.0,184.369,2835.0,2835.0
2007-01-01,0.0,0.0,0.0,225.216,1177.0,1177.0
2007-02-01,0.0,0.0,0.0,413.456,2160.0,2160.0
2007-03-01,0.0,0.0,0.0,236.567,1236.0,1236.0
2007-04-01,0.0,0.0,0.0,301.709,1576.0,1576.0
2007-05-01,0.0,0.0,0.0,154.547,808.0,808.0
2007-06-01,0.0,0.0,0.0,294.389,1538.0,1538.0
2007-07-01,0.0,0.0,0.0,297.437,1554.0,1554.0
2007-08-01,0.0,0.0,0.0,336.015,1756.0,1756.0
2007-09-01,0.0,0.0,0.0,186.14600000000002,973.0,973.0
2007-10-01,0.0,0.0,0.0,195.226,1020.0,1020.0
2007-11-01,0.0,0.0,0.0,198.032,1035.0,1035.0
2007-12-01,0.0,0.0,0.0,335.25800000000004,1752.0,1752.0
2008-01-01,-10.181000000000001,35.0,35.0,-34.023,133.0,133.0
2008-02-01,-13.013,53.0,53.0,-33.662,131.0,131.0
2008-03-01,-5.146,18.0,18.0,-54.51,213.0,213.0
2008-04-01,-5.761,23.0,23.0,-17.863,70.0,70.0
2008-05-01,-2.38,12.0,12.0,-39.384,153.0,153.0
2008-06-01,-2.36,12.0,12.0,-25.419,99.0,99.0
2008-07-01,-1.119,6.0,6.0,-56.142,220.0,220.0
2008-08-01,-1.363,6.0,6.0,-46.402,182.0,182.0
2008-09-01,-1.983,6.0,6.0,-27.111,106.0,106.0
2008-10-01,-1.532,6.0,6.0,-20.096,78.0,78.0
2008-11-01,-5.125,18.0,18.0,-34.635000000000005,135.0,135.0
2008-12-01,-13.008000000000001,53.0,53.0,-73.782,288.0,288.0
2009-01-01,-8.4,214.0,214.0,-22.46,593.0,593.0
2009-02-01,-1.4360000000000002,40.0,40.0,-14.176,376.0,376.0
2009-03-01,-0.8490000000000001,23.0,23.0,-12.846,341.0,341.0
2009-04-01,-1.206,35.0,35.0,-12.885,342.0,342.0
2009-05-01,-0.8440000000000001,23.0,23.0,-10.165,269.0,269.0
2009-06-01,-0.8230000000000001,23.0,23.0,-22.804000000000002,604.0,604.0
2009-07-01,-0.64,17.0,17.0,-10.071,266.0,266.0
2009-08-01,-0.807,23.0,23.0,-20.709,549.0,549.0
2009-09-01,-0.644,17.0,17.0,-27.379,725.0,725.0
2009-10-01,-0.9470000000000001,23.0,23.0,-16.66,441.0,441.0
2009-11-01,-0.466,12.0,12.0,-11.52,306.0,306.0
2009-12-01,-1.278,35.0,35.0,-22.985,609.0,609.0
2010-01-01,5.452,244.0,244.0,22.905,1010.0,1010.0
2010-02-01,3.459,151.0,151.0,16.445,725.0,725.0
2010-03-01,0.915,41.0,41.0,8.851,391.0,391.0
2010-04-01,2.432,105.0,105.0,11.393,502.0,502.0
2010-05-01,3.616,157.0,157.0,32.894,1452.0,1452.0
2010-06-01,2.0180000000000002,87.0,87.0,23.601000000000003,1041.0,1041.0
