measured_on,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2003-01-01,92.0,977.0,977.0,9042.0,95715.0,95715.0,108576.0,1149325.0,1149325.0
2003-02-01,29.0,333.0,333.0,5804.0,67162.0,67162.0,31260.0,361747.0,361747.0
2003-03-01,105.0,1188.0,1188.0,19193.0,217599.0,217599.0,67460.0,764803.0,764803.0
2003-04-01,89.0,989.0,989.0,22280.0,247162.0,247162.0,80361.0,891492.0,891492.0
2003-05-01,143.0,1556.0,1556.0,22890.0,249821.0,249821.0,112105.0,1223513.0,1223513.0
2003-06-01,88.0,977.0,977.0,25889.0,287976.0,287976.0,110693.0,1231305.0,1231305.0
2003-07-01,177.0,1983.0,1983.0,35076.0,393912.0,393912.0,117472.0,1319242.0,1319242.0
2003-08-01,42.0,491.0,491.0,31191.0,360696.0,360696.0,105661.0,1221867.0,1221867.0
2003-09-01,44.0,491.0,491.0,23386.0,259666.0,259666.0,136399.0,1514490.0,1514490.0
2003-10-01,6.0,70.0,70.0,13970.0,163377.0,163377.0,36175.0,423040.0,423040.0
2003-11-01,9.0,111.0,111.0,12476.0,150051.0,150051.0,20037.0,240989.0,240989.0
2003-12-01,32.0,351.0,351.0,5619.0,61525.0,61525.0,66327.0,726235.0,726235.0
