measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2008-01-01,2.992,35.0,35.0
2008-02-01,2.9130000000000003,35.0,35.0
2008-03-01,1.7590000000000001,18.0,18.0
2008-04-01,1.872,24.0,24.0
2008-05-01,1.0310000000000001,12.0,12.0
2008-06-01,3.21,35.0,35.0
2008-07-01,1.717,18.0,18.0
2008-08-01,0.8520000000000001,12.0,12.0
2008-09-01,1.205,12.0,12.0
2008-10-01,0.538,6.0,6.0
2008-11-01,0.752,6.0,6.0
2008-12-01,2.1590000000000003,24.0,24.0
2009-01-01,2.603,28.0,28.0
2009-02-01,2.653,28.0,28.0
2009-03-01,2.925,28.0,28.0
2009-04-01,2.218,22.0,22.0
2009-05-01,4.285,39.0,39.0
2009-06-01,3.0330000000000004,28.0,28.0
2009-07-01,2.2520000000000002,22.0,22.0
2009-08-01,3.081,28.0,28.0
2009-09-01,1.338,11.0,11.0
2009-10-01,1.82,17.0,17.0
2009-11-01,2.168,22.0,22.0
2009-12-01,2.984,28.0,28.0
2010-01-01,1.7970000000000002,17.0,17.0
2010-02-01,1.1540000000000001,12.0,12.0
2010-03-01,0.6980000000000001,6.0,6.0
2010-04-01,0.624,6.0,6.0
2010-05-01,0.766,6.0,6.0
2010-06-01,0.55,6.0,6.0
2010-07-01,0.8310000000000001,6.0,6.0
2010-08-01,2.325,17.0,17.0
2010-09-01,2.0460000000000003,17.0,17.0
2010-10-01,1.034,6.0,6.0
2010-11-01,0.641,6.0,6.0
2010-12-01,1.534,12.0,12.0
2011-01-01,0.894,12.0,12.0
2011-02-01,1.371,12.0,12.0
2011-03-01,1.614,18.0,18.0
2011-04-01,2.668,30.0,30.0
2011-05-01,1.969,18.0,18.0
2011-06-01,2.73,30.0,30.0
2011-07-01,3.603,36.0,36.0
2011-08-01,2.847,30.0,30.0
2011-09-01,1.215,12.0,12.0
2011-10-01,0.777,6.0,6.0
2011-11-01,1.98,18.0,18.0
2011-12-01,2.832,30.0,30.0
2012-01-01,0.0,6.0,6.0
2012-02-01,0.0,6.0,6.0
2012-03-01,0.0,6.0,6.0
2012-04-01,0.0,0.0,0.0
2012-05-01,0.0,6.0,6.0
2012-06-01,0.0,6.0,6.0
2012-07-01,0.0,30.0,30.0
